episode_id;section_index;gender;minutes;absolut_freq;freq_per_1000_tokens
20190101;2;M;38.38016666666667;1;0.002855951517367041
20190101;4;M;70.77066666666666;2;0.005711903034734082
20190102;1;M;1.777;1;0.002855951517367041
20190102;1;M;5.327333333333334;1;0.002855951517367041
20190102;2;M;37.60733333333334;8;0.022847612138936328
20190102;3;M;5.818666666666664;1;0.002855951517367041
20190108;1;M;24.004166666666663;1;0.002855951517367041
20190108;5;M;20.710666666666665;1;0.002855951517367041
20190109;1;F;41.34983333333333;1;0.0034804035876000185
20190115;6;M;20.665000000000003;1;0.002855951517367041
20190117;0;F;41.64533333333333;1;0.0034804035876000185
20190204;0;F;36.162;1;0.0034804035876000185
20190204;1;F;6.474666666666667;1;0.0034804035876000185
20190408;0;F;7.418;1;0.0034804035876000185
20190408;1;F;8.890666666666668;1;0.0034804035876000185
20190408;5;F;12.764166666666664;1;0.0034804035876000185
20190417;1;F;12.842666666666668;1;0.0034804035876000185
20190417;2;F;4.082666666666667;1;0.0034804035876000185
20190823;0;F;9.627666666666666;1;0.0034804035876000185
20190904;0;M;10.242;1;0.002855951517367041
20190904;1;M;19.144999999999996;5;0.014279757586835206
20190904;3;M;23.900166666666664;3;0.008567854552101123
20190904;5;M;1.8810000000000024;1;0.002855951517367041
20190904;7;M;5.0089999999999995;1;0.002855951517367041
20190908;2;M;20.148166666666665;1;0.002855951517367041
20191223;0;F;45.16716666666667;1;0.0034804035876000185
20200105;11;M;9.482666666666669;1;0.002855951517367041
20200105;25;M;2.0073333333333268;1;0.002855951517367041
20200105;96;M;0.7833333333333333;1;0.002855951517367041
20200112;30;M;1.6538333333333337;1;0.002855951517367041
20200116;1;F;53.22666666666667;3;0.010441210762800055
20200124;1;F;31.314666666666668;4;0.013921614350400074
20200124;2;F;28.689000000000004;1;0.0034804035876000185
20200412;5;M;2.137;2;0.005711903034734082
20200412;47;M;4.47466666666667;1;0.002855951517367041
20200412;51;M;1.129000000000004;2;0.005711903034734082
20200505;6;M;9.169000000000002;2;0.005711903034734082
20200505;10;M;4.069833333333334;2;0.005711903034734082
20200505;18;M;10.637833333333331;1;0.002855951517367041
20200505;20;M;7.633000000000008;1;0.002855951517367041
20200511;0;F;24.440333333333335;1;0.0034804035876000185
20200730;1;M;1.8601666666666663;1;0.002855951517367041
20201108;5;M;5.749833333333333;1;0.002855951517367041
20201130;0;F;27.51133333333333;1;0.0034804035876000185
20201213;3;F;26.543333333333337;3;0.010441210762800055
20201213;4;F;9.696999999999996;2;0.006960807175200037
20201213;5;F;10.43616666666666;1;0.0034804035876000185
20210104;2;F;28.132166666666667;2;0.006960807175200037
20210106;0;F;24.734166666666667;1;0.0034804035876000185
20210124;46;M;0.5161666666666633;1;0.002855951517367041
20210131;12;M;1.35783333333333;1;0.002855951517367041
20210208;4;M;5.677833333333333;1;0.002855951517367041
20210208;10;M;12.87616666666667;1;0.002855951517367041
20210313;0;M;54.761;4;0.011423806069468164
20210321;0;M;41.82983333333333;1;0.002855951517367041
20210321;1;M;21.388166666666667;2;0.005711903034734082
20210404;0;M;52.372166666666665;2;0.005711903034734082
20210405;3;F;28.698666666666668;3;0.010441210762800055
20210413;0;M;10.724166666666669;1;0.002855951517367041
20210413;2;M;24.133833333333335;1;0.002855951517367041
20210413;4;M;12.370666666666663;2;0.005711903034734082
20210413;5;M;46.16899999999999;2;0.005711903034734082
20210419;2;F;20.404166666666665;1;0.0034804035876000185
20210419;4;F;21.924166666666668;1;0.0034804035876000185
20210422;0;M;83.633;3;0.008567854552101123
20210502;37;M;1.625;1;0.002855951517367041
20210519;6;F;7.120999999999996;1;0.0034804035876000185
20210912;8;M;10.497000000000003;1;0.002855951517367041
20210927;3;M;3.401;1;0.002855951517367041
20210927;5;M;19.703333333333333;1;0.002855951517367041
20210927;9;M;10.928999999999997;1;0.002855951517367041
20210927;10;M;3.305000000000003;1;0.002855951517367041
20210928;1;M;40.22183333333333;2;0.005711903034734082
20211018;2;M;5.047333333333333;1;0.002855951517367041
20211018;3;M;7.541833333333333;1;0.002855951517367041
20211018;5;M;10.847333333333337;1;0.002855951517367041
20211018;6;M;8.425;1;0.002855951517367041
20211018;12;M;15.896999999999997;1;0.002855951517367041
20211018;20;M;13.132166666666656;1;0.002855951517367041
20220104;1;M;15.986666666666665;1;0.002855951517367041
20220104;2;M;14.309833333333332;1;0.002855951517367041
20220106;14;M;1.674666666666667;1;0.002855951517367041
20220106;22;M;8.933833333333329;1;0.002855951517367041
20220106;26;M;1.4521666666666684;1;0.002855951517367041
20220106;27;M;12.972166666666665;1;0.002855951517367041
20220204;1;F;40.18816666666667;1;0.0034804035876000185
20220206;18;M;40.13216666666667;1;0.002855951517367041
20220206;26;M;13.609;1;0.002855951517367041
