episode_id,gender,sõnaliigid,minutid,raw_count,freq_per_60_min
20210422_episood_5_elu_surm_ja_kanade_lestus,M,kaassõnad,83.633,144,103.30850262456208
20200505_episood_10__estpluatatsioon_november__malev,M,asesõnad,88.78366666666668,2497,1687.4725456258845
20200505_episood_10__estpluatatsioon_november__malev,M,omadussõnad,88.78366666666668,477,322.35658961295434
20200505_episood_10__estpluatatsioon_november__malev,M,nimisõnad,88.78366666666668,1893,1279.2893587784538
20200505_episood_10__estpluatatsioon_november__malev,M,adverbid,88.78366666666668,2218,1498.9243517013263
20200505_episood_10__estpluatatsioon_november__malev,M,verbid,88.78366666666668,2592,1751.6735435571857
20200505_episood_10__estpluatatsioon_november__malev,M,partiklid,88.78366666666668,83,56.0913981926105
20200505_episood_10__estpluatatsioon_november__malev,M,kaassõnad,88.78366666666668,170,114.88599629811789
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,asesõnad,70.58,1668,1417.9654293000851
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,omadussõnad,70.58,378,321.33748937376026
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,nimisõnad,70.58,1766,1501.2751487673563
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,adverbid,70.58,2028,1724.001133465571
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,verbid,70.58,2255,1916.9736469254747
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,partiklid,70.58,151,128.36497591385663
20220104_mehed_ei_nuta_kontaveidi_fnnid_liialdasid_vehklejate_rappimisega_spordiaasta_suured_ksimused,M,kaassõnad,70.58,126,107.11249645792009
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,asesõnad,51.324666666666666,683,798.4464909660073
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,omadussõnad,51.324666666666666,190,222.115422084248
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,nimisõnad,51.324666666666666,1049,1226.310935612506
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,adverbid,51.324666666666666,636,743.502149713588
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,verbid,51.324666666666666,941,1100.0558535856703
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,partiklid,51.324666666666666,31,36.239884655850986
20200524_see_on_ikkagi_hiphopi_saade_056_24052020,M,kaassõnad,51.324666666666666,62,72.47976931170197
20200105_saaga_jtkub_20__040_05012020,M,asesõnad,40.40233333333334,467,693.5243014017342
20200105_saaga_jtkub_20__040_05012020,M,omadussõnad,40.40233333333334,230,341.5644310972138
20200105_saaga_jtkub_20__040_05012020,M,nimisõnad,40.40233333333334,912,1354.3772224376478
20200105_saaga_jtkub_20__040_05012020,M,adverbid,40.40233333333334,546,810.8442581699077
20200105_saaga_jtkub_20__040_05012020,M,verbid,40.40233333333334,836,1241.5124539011772
20200105_saaga_jtkub_20__040_05012020,M,partiklid,40.40233333333334,23,34.15644310972139
20200105_saaga_jtkub_20__040_05012020,M,kaassõnad,40.40233333333334,50,74.25313719504648
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,asesõnad,118.89116666666668,2922,1474.625953427995
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,omadussõnad,118.89116666666668,695,350.74094374827393
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,nimisõnad,118.89116666666668,3180,1604.8290663590087
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,adverbid,118.89116666666668,3590,1811.7409900090697
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,verbid,118.89116666666668,3809,1922.262237031907
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,partiklid,118.89116666666668,216,109.00725733759305
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel,M,kaassõnad,118.89116666666668,303,152.91295820967915
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,asesõnad,5.1498333333333335,66,768.9569241723033
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,omadussõnad,5.1498333333333335,21,244.66811223664195
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,nimisõnad,5.1498333333333335,108,1258.2931486455873
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,adverbid,5.1498333333333335,103,1200.0388362082915
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,verbid,5.1498333333333335,89,1036.9267613838635
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,partiklid,5.1498333333333335,1,11.650862487459142
20200426_6__ndala_soovitus_mine_roostikulinde_kuulama,M,kaassõnad,5.1498333333333335,6,69.90517492475485
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,asesõnad,60.16466666666667,1383,1379.2148215453144
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,omadussõnad,60.16466666666667,273,272.252817268164
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,nimisõnad,60.16466666666667,1506,1501.8781787760258
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,adverbid,60.16466666666667,1396,1392.179241415227
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,verbid,60.16466666666667,1559,1554.7331213225925
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,partiklid,60.16466666666667,53,52.85494254656664
20210131_klas_mc_olldaraba_bastadz_daraba_mob08731012021,M,kaassõnad,60.16466666666667,130,129.64419869912572
20200920_tt_terav_teema_068_20092020,M,asesõnad,51.109500000000004,495,581.1052739705925
20200920_tt_terav_teema_068_20092020,M,omadussõnad,51.109500000000004,166,194.87570803862295
20200920_tt_terav_teema_068_20092020,M,nimisõnad,51.109500000000004,763,895.7238869486102
20200920_tt_terav_teema_068_20092020,M,adverbid,51.109500000000004,480,563.496023244211
20200920_tt_terav_teema_068_20092020,M,verbid,51.109500000000004,633,743.1103806533031
20200920_tt_terav_teema_068_20092020,M,partiklid,51.109500000000004,25,29.348751210635985
20200920_tt_terav_teema_068_20092020,M,kaassõnad,51.109500000000004,66,77.480703196079
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,asesõnad,14.914666666666667,316,1271.2318970141248
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,omadussõnad,14.914666666666667,82,329.8766315036653
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,nimisõnad,14.914666666666667,384,1544.7881280171641
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,adverbid,14.914666666666667,405,1629.268728768103
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,verbid,14.914666666666667,478,1922.939388521366
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,partiklid,14.914666666666667,19,76.43482925084928
20200408_kinnisvaraintervjuu_04_tnu_toompark_kinnisvarakool_ja_mart_saa_laam_kinnisvara,M,kaassõnad,14.914666666666667,47,189.07563025210084
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,asesõnad,28.527333333333335,679,1428.1040405692786
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,omadussõnad,28.527333333333335,220,462.7141221284849
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,nimisõnad,28.527333333333335,892,1876.095440630039
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,adverbid,28.527333333333335,726,1526.9566030240003
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,verbid,28.527333333333335,804,1691.009791778645
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,partiklid,28.527333333333335,26,54.68439625154822
20210531_kuna_it_on_levinud_igasse_eluvaldkonda_siis_on_itekspertidele_rakendust_kikjal,M,kaassõnad,28.527333333333335,72,151.43371269659508
20210912_jlle_see_lart_119_12092021,M,asesõnad,61.59266666666667,1233,1201.1170160949894
20210912_jlle_see_lart_119_12092021,M,omadussõnad,61.59266666666667,347,338.02725432681376
20210912_jlle_see_lart_119_12092021,M,nimisõnad,61.59266666666667,1426,1389.1264111528428
20210912_jlle_see_lart_119_12092021,M,adverbid,61.59266666666667,1265,1232.2895582807475
20210912_jlle_see_lart_119_12092021,M,verbid,61.59266666666667,1581,1540.1184123651083
20210912_jlle_see_lart_119_12092021,M,partiklid,61.59266666666667,68,66.24165214473584
20210912_jlle_see_lart_119_12092021,M,kaassõnad,61.59266666666667,103,100.3366201604087
20210819_augustikuu_epikojas__tagasi_likooli,M,asesõnad,14.598166666666666,318,1307.0134377604495
20210819_augustikuu_epikojas__tagasi_likooli,M,omadussõnad,14.598166666666666,74,304.14778111406685
20210819_augustikuu_epikojas__tagasi_likooli,M,nimisõnad,14.598166666666666,455,1870.0978433364921
20210819_augustikuu_epikojas__tagasi_likooli,M,adverbid,14.598166666666666,347,1426.206487115962
20210819_augustikuu_epikojas__tagasi_likooli,M,verbid,14.598166666666666,383,1574.1702725228056
20210819_augustikuu_epikojas__tagasi_likooli,M,partiklid,14.598166666666666,11,45.21115665209101
20210819_augustikuu_epikojas__tagasi_likooli,M,kaassõnad,14.598166666666666,29,119.19304935551268
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,asesõnad,15.995666666666667,389,1459.1451851543127
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,omadussõnad,15.995666666666667,73,273.82416071019236
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,nimisõnad,15.995666666666667,308,1155.3128972430031
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,adverbid,15.995666666666667,385,1444.1411215537541
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,verbid,15.995666666666667,459,1721.716298164086
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,partiklid,15.995666666666667,24,90.0243816033509
20200730_heitlus_20ndates_podcast__osa_1_uus_algus,M,kaassõnad,15.995666666666667,18,67.51828620251318
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,asesõnad,19.29266666666667,311,967.2068834444865
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,omadussõnad,19.29266666666667,135,419.8486471543591
20220114_2021_aasta_kokkuvte_epikoja_tegevjuhi_kohusetitjaga_tauno_asujaga,M,nimisõnad,19.29266666666667,624,1940.6337468468155
