episode_id,section_index,gender,minutes,pos,raw_count,freq_per_1000_tokens
20190101,0,M,0.186,nimisõnad,2,0.005711903034734
20190101,1,M,6.895333333333334,nimisõnad,191,0.5454867398170994
20190101,2,M,38.38016666666667,nimisõnad,1021,2.9159264992317255
20190101,3,M,1.4586666666666663,nimisõnad,33,0.09424640007311111
20190101,4,M,70.77066666666666,nimisõnad,1896,5.414884076927872
20190101,5,M,0.919333333333346,nimisõnad,20,0.057119030347340005
20190101,6,M,0.2809999999999945,nimisõnad,4,0.011423806069468
20190102,0,F,43.91566666666667,nimisõnad,1103,3.8388851571228058
20190102,0,M,1.714,nimisõnad,41,0.1170940122120476
20190102,0,M,4.7108333333333325,nimisõnad,112,0.31986656994510504
20190102,1,M,1.777,nimisõnad,24,0.068542836416808
20190102,1,M,5.327333333333334,nimisõnad,117,0.33414632753194035
20190102,2,M,37.60733333333334,nimisõnad,911,2.601771832321355
20190102,3,M,1.5433333333333337,nimisõnad,22,0.062830933382074
20190102,3,M,5.818666666666664,nimisõnad,139,0.39697726091401475
20190102,4,M,0.2233333333333339,nimisõnad,2,0.005711903034734
20190102,4,M,4.514666666666669,nimisõnad,87,0.2484677820109298
20190102,5,M,2.9161666666666664,nimisõnad,49,0.1399416243509832
20190102,6,M,0.2553333333333332,nimisõnad,1,0.002855951517367
20190102,7,M,0.0793333333333341,nimisõnad,1,0.002855951517367
20190102,8,M,0.4810000000000002,nimisõnad,5,0.014279757586835001
20190102,11,M,1.0490000000000008,nimisõnad,14,0.039983321243138005
20190102,12,M,13.065,nimisõnad,282,0.8053783278974986
20190102,13,M,14.116166666666665,nimisõnad,260,0.7425473945154243
20190102,14,M,2.2681666666666613,nimisõnad,32,0.09139044855574421
20190102,15,M,5.465000000000002,nimisõnad,129,0.3684177457403445
20190102,16,M,1.425,nimisõnad,27,0.0771106909689091
20190102,17,M,1.8841666666666697,nimisõnad,33,0.0942464000731113
20190102,18,M,1.5386666666666693,nimisõnad,23,0.0656868848994413
20190102,19,M,1.600999999999999,nimisõnad,26,0.0742547394515422
20190102,22,M,0.7818333333333309,nimisõnad,9,0.025703563656303
20190102,23,M,1.2426666666666657,nimisõnad,19,0.0542630788299731
20190102,24,M,0.0433333333333318,nimisõnad,1,0.002855951517367
20190108,0,M,0.1845,nimisõnad,2,0.005711903034734
20190108,1,M,24.004166666666663,nimisõnad,657,1.8763601469101303
20190108,2,M,21.29866666666667,nimisõnad,598,1.7078590073854758
20190108,3,M,4.30016666666667,nimisõnad,101,0.2884511032540682
20190108,4,M,5.474666666666667,nimisõnad,114,0.3255784729798391
20190108,5,M,20.710666666666665,nimisõnad,491,1.4022721950272052
20190109,0,F,0.9045,nimisõnad,21,0.0730884753396
20190109,1,F,41.34983333333333,nimisõnad,1026,3.570894080877607
20190115,0,M,0.1845,nimisõnad,2,0.005711903034734
20190115,1,M,4.868166666666666,nimisõnad,113,0.3227225214624726
20190115,2,M,14.613833333333332,nimisõnad,396,1.1309568008773387
20190115,3,M,8.922666666666665,nimisõnad,227,0.6483009944423123
20190115,5,M,8.005833333333332,nimisõnad,203,0.5797581580255031
20190115,6,M,20.665000000000003,nimisõnad,547,1.5622054799997582
20190115,7,M,1.978666666666671,nimisõnad,57,0.16278923648991922
20190115,8,M,5.863333333333336,nimisõnad,142,0.4055451154661147
20190117,0,F,41.64533333333333,nimisõnad,782,2.7216756055032048
20190204,0,F,36.162,nimisõnad,760,2.6451067265760044
20190204,1,F,6.474666666666667,nimisõnad,141,0.4907369058516002
20190307,0,F,1.546,nimisõnad,21,0.0730884753396
20190307,1,F,5.028166666666667,nimisõnad,76,0.2645106726576001
20190307,2,F,0.7946666666666667,nimisõnad,3,0.0104412107628
20190307,3,F,12.514666666666669,nimisõnad,236,0.8213752466736007
20190307,4,F,13.447333333333331,nimisõnad,236,0.8213752466736018
20190307,6,F,6.178666666666663,nimisõnad,73,0.2540694618948
20190408,0,F,7.418,nimisõnad,130,0.4524524663880004
20190408,0,F,39.77,nimisõnad,939,3.2680989687564064
20190408,1,F,2.1498333333333295,nimisõnad,55,0.1914221973180001
20190408,1,F,8.890666666666668,nimisõnad,154,0.5359821524904006
20190408,2,F,11.229833333333334,nimisõnad,244,0.8492184753744013
20190408,3,F,0.1481666666666645,nimisõnad,2,0.0069608071752
20190408,4,F,3.7001666666666666,nimisõnad,56,0.1949026009056001
20190408,5,F,12.764166666666664,nimisõnad,291,1.0127974439916008
20190417,0,F,2.8245,nimisõnad,55,0.191422197318
20190417,1,F,12.842666666666668,nimisõnad,370,1.2877493274120009
20190417,2,F,4.082666666666667,nimisõnad,114,0.3967660089864004
20190417,3,F,0.6106666666666684,nimisõnad,12,0.0417648430512
20190417,4,F,22.668166666666664,nimisõnad,646,2.248340717589602
20190823,0,F,9.627666666666666,nimisõnad,238,0.8283360538488009
20190823,1,F,23.29866666666667,nimisõnad,645,2.2448603140020036
20190823,2,F,6.433000000000004,nimisõnad,169,0.5881882063044006
20190823,3,F,3.386666666666671,nimisõnad,80,0.2784322870080002
20190904,0,M,10.242,nimisõnad,245,0.6997081217549183
20190904,1,M,19.144999999999996,nimisõnad,446,1.2737543767456883
20190904,2,M,1.5081666666666669,nimisõnad,38,0.10852615765994611
20190904,3,M,23.900166666666664,nimisõnad,571,1.6307483164165655
20190904,4,M,1.1146666666666685,nimisõnad,27,0.0771106909689092
20190904,5,M,1.8810000000000024,nimisõnad,52,0.1485094789030844
20190904,6,M,0.4906666666666676,nimisõnad,5,0.014279757586835001
