episode_id,section_index,gender,minutes,absolut_freq,freq_per_1000_tokens
20190101,1,M,6.895333333333334,4,0.011423806069468164
20190101,2,M,38.38016666666667,49,0.139941624350985
20190101,3,M,1.4586666666666663,3,0.008567854552101123
20190101,4,M,70.77066666666666,63,0.1799249455941236
20190102,0,F,43.91566666666667,63,0.21926542601880117
20190102,0,M,4.7108333333333325,7,0.019991660621569287
20190102,1,M,1.777,2,0.005711903034734082
20190102,1,M,5.327333333333334,9,0.025703563656303368
20190102,2,M,37.60733333333334,67,0.19134875166359175
20190102,3,M,1.5433333333333337,2,0.005711903034734082
20190102,3,M,5.818666666666664,4,0.011423806069468164
20190102,4,M,4.514666666666669,2,0.005711903034734082
20190102,5,M,2.9161666666666664,6,0.017135709104202246
20190102,12,M,13.065,13,0.037127369725771533
20190102,13,M,14.116166666666665,6,0.017135709104202246
20190102,14,M,2.2681666666666613,3,0.008567854552101123
20190102,15,M,5.465000000000002,6,0.017135709104202246
20190102,16,M,1.425,1,0.002855951517367041
20190102,17,M,1.8841666666666697,4,0.011423806069468164
20190102,18,M,1.5386666666666693,1,0.002855951517367041
20190102,19,M,1.600999999999999,2,0.005711903034734082
20190102,24,M,0.0433333333333318,1,0.002855951517367041
20190108,1,M,24.004166666666663,22,0.0628309333820749
20190108,2,M,21.29866666666667,22,0.0628309333820749
20190108,3,M,4.30016666666667,1,0.002855951517367041
20190108,4,M,5.474666666666667,9,0.025703563656303368
20190108,5,M,20.710666666666665,16,0.045695224277872655
20190109,0,F,0.9045,2,0.006960807175200037
20190109,1,F,41.34983333333333,51,0.17750058296760093
20190115,1,M,4.868166666666666,7,0.019991660621569287
20190115,2,M,14.613833333333332,30,0.08567854552101123
20190115,3,M,8.922666666666665,13,0.037127369725771533
20190115,5,M,8.005833333333332,7,0.019991660621569287
20190115,6,M,20.665000000000003,20,0.057119030347340824
20190115,8,M,5.863333333333336,7,0.019991660621569287
20190117,0,F,41.64533333333333,48,0.16705937220480088
20190204,0,F,36.162,32,0.11137291480320059
20190204,1,F,6.474666666666667,7,0.024362825113200128
20190307,0,F,1.546,1,0.0034804035876000185
20190307,1,F,5.028166666666667,2,0.006960807175200037
20190307,3,F,12.514666666666669,11,0.0382844394636002
20190307,4,F,13.447333333333331,7,0.024362825113200128
20190307,6,F,6.178666666666663,7,0.024362825113200128
20190408,0,F,7.418,4,0.013921614350400074
20190408,0,F,39.77,49,0.1705397757924009
20190408,1,F,2.1498333333333295,4,0.013921614350400074
20190408,1,F,8.890666666666668,8,0.027843228700800148
20190408,2,F,11.229833333333334,11,0.0382844394636002
20190408,4,F,3.7001666666666666,4,0.013921614350400074
20190408,5,F,12.764166666666664,17,0.059166860989200314
20190417,0,F,2.8245,7,0.024362825113200128
20190417,1,F,12.842666666666668,7,0.024362825113200128
20190417,2,F,4.082666666666667,4,0.013921614350400074
20190417,4,F,22.668166666666664,24,0.08352968610240044
20190823,0,F,9.627666666666666,10,0.034804035876000186
20190823,1,F,23.29866666666667,23,0.08004928251480042
20190823,2,F,6.433000000000004,12,0.04176484305120022
20190823,3,F,3.386666666666671,6,0.02088242152560011
20190904,0,M,10.242,4,0.011423806069468164
20190904,1,M,19.144999999999996,15,0.042839272760505615
20190904,3,M,23.900166666666664,13,0.037127369725771533
20190904,5,M,1.8810000000000024,4,0.011423806069468164
20190904,7,M,5.0089999999999995,1,0.002855951517367041
20190908,0,M,21.2325,14,0.039983321243138574
20190908,2,M,20.148166666666665,21,0.059974981864707864
20190908,3,M,4.2330000000000005,1,0.002855951517367041
