episode_id;section_index;gender;minutes;absolut_freq;freq_per_1000_tokens
20190101;2;M;38.38016666666667;3;0.008567854552101123
20190101;4;M;70.77066666666666;12;0.03427141820840449
20190102;0;F;43.91566666666667;4;0.013921614350400074
20190102;1;M;1.777;2;0.005711903034734082
20190102;1;M;5.327333333333334;1;0.002855951517367041
20190102;2;M;37.60733333333334;6;0.017135709104202246
20190102;3;M;5.818666666666664;1;0.002855951517367041
20190102;4;M;4.514666666666669;3;0.008567854552101123
20190102;5;M;2.9161666666666664;1;0.002855951517367041
20190102;6;M;0.2553333333333332;1;0.002855951517367041
20190102;8;M;0.4810000000000002;1;0.002855951517367041
20190102;12;M;13.065;8;0.022847612138936328
20190102;13;M;14.116166666666665;10;0.028559515173670412
20190102;15;M;5.465000000000002;2;0.005711903034734082
20190102;16;M;1.425;2;0.005711903034734082
20190102;19;M;1.600999999999999;4;0.011423806069468164
20190102;22;M;0.7818333333333309;1;0.002855951517367041
20190102;23;M;1.2426666666666657;1;0.002855951517367041
20190108;1;M;24.004166666666663;15;0.042839272760505615
20190108;2;M;21.29866666666667;8;0.022847612138936328
20190108;4;M;5.474666666666667;4;0.011423806069468164
20190108;5;M;20.710666666666665;20;0.057119030347340824
20190109;1;F;41.34983333333333;6;0.02088242152560011
20190115;2;M;14.613833333333332;2;0.005711903034734082
20190115;3;M;8.922666666666665;3;0.008567854552101123
20190115;5;M;8.005833333333332;5;0.014279757586835206
20190115;6;M;20.665000000000003;3;0.008567854552101123
20190115;7;M;1.978666666666671;1;0.002855951517367041
20190115;8;M;5.863333333333336;2;0.005711903034734082
20190307;6;F;6.178666666666663;1;0.0034804035876000185
20190408;0;F;39.77;1;0.0034804035876000185
20190408;1;F;8.890666666666668;3;0.010441210762800055
20190408;2;F;11.229833333333334;3;0.010441210762800055
20190408;4;F;3.7001666666666666;2;0.006960807175200037
20190417;1;F;12.842666666666668;2;0.006960807175200037
20190417;4;F;22.668166666666664;1;0.0034804035876000185
20190823;1;F;23.29866666666667;3;0.010441210762800055
20190904;0;M;10.242;4;0.011423806069468164
20190904;1;M;19.144999999999996;12;0.03427141820840449
20190904;3;M;23.900166666666664;8;0.022847612138936328
20190904;5;M;1.8810000000000024;4;0.011423806069468164
20190904;7;M;5.0089999999999995;3;0.008567854552101123
20190908;0;M;21.2325;2;0.005711903034734082
20190908;2;M;20.148166666666665;5;0.014279757586835206
20190908;3;M;4.2330000000000005;2;0.005711903034734082
20190908;4;M;3.4393333333333356;2;0.005711903034734082
20191223;0;F;45.16716666666667;29;0.10093170404040053
20200105;8;M;17.665000000000003;1;0.002855951517367041
20200105;12;M;5.412166666666667;1;0.002855951517367041
20200105;21;M;7.128999999999996;6;0.017135709104202246
20200105;22;M;2.0489999999999933;2;0.005711903034734082
20200105;28;M;7.664999999999994;3;0.008567854552101123
20200105;30;M;2.0393333333333277;2;0.005711903034734082
20200105;31;M;2.5273333333333388;1;0.002855951517367041
20200112;4;M;2.353;1;0.002855951517367041
20200112;6;M;1.5578333333333334;1;0.002855951517367041
20200116;1;F;53.22666666666667;3;0.010441210762800055
20200124;1;F;31.314666666666668;2;0.006960807175200037
20200124;2;F;28.689000000000004;4;0.013921614350400074
20200319;0;M;8.516166666666667;1;0.002855951517367041
20200319;1;M;2.3593333333333333;2;0.005711903034734082
20200326;0;M;14.496999999999998;24;0.06854283641680899
20200330;0;F;11.714;1;0.0034804035876000185
20200408;0;M;14.914666666666667;9;0.025703563656303368
20200412;56;M;4.0138333333333325;1;0.002855951517367041
20200412;60;M;2.737000000000004;1;0.002855951517367041
20200413;1;M;3.7433333333333336;3;0.008567854552101123
20200413;5;M;1.0586666666666664;1;0.002855951517367041
20200413;7;M;6.552999999999999;2;0.005711903034734082
20200424;0;M;16.410666666666668;2;0.005711903034734082
20200424;1;M;2.588166666666668;2;0.005711903034734082
20200505;0;M;5.723666666666667;1;0.002855951517367041
20200505;6;M;9.169000000000002;3;0.008567854552101123
20200505;9;M;5.1418333333333335;1;0.002855951517367041
20200505;13;M;1.0298333333333327;1;0.002855951517367041
20200505;14;M;5.245833333333334;1;0.002855951517367041
20200505;15;M;7.989833333333339;2;0.005711903034734082
20200505;17;M;7.306666666666668;2;0.005711903034734082
20200505;20;M;7.633000000000008;2;0.005711903034734082
20200505;23;M;6.308166666666663;1;0.002855951517367041
20200505;24;M;3.3210000000000037;1;0.002855951517367041
20200511;0;F;24.440333333333335;6;0.02088242152560011
20200524;6;M;7.1306666666666665;2;0.005711903034734082
20200524;11;M;6.058666666666666;1;0.002855951517367041
20200524;27;M;3.098666666666668;1;0.002855951517367041
20200608;0;F;24.0745;3;0.010441210762800055
20200730;3;M;4.040999999999999;2;0.005711903034734082
20200730;4;M;0.6410000000000006;1;0.002855951517367041
20200730;5;M;0.7146666666666666;1;0.002855951517367041
20200807;1;M;5.0169999999999995;3;0.008567854552101123
20200807;3;M;3.306666666666667;4;0.011423806069468164
20200807;4;M;2.881;1;0.002855951517367041
20200807;6;M;3.2041666666666684;2;0.005711903034734082
20200826;0;F;32.030833333333334;10;0.034804035876000186
20200826;1;F;5.349499999999996;2;0.006960807175200037
20200827;0;F;24.511333333333333;1;0.0034804035876000185
20200920;26;M;4.631333333333331;1;0.002855951517367041
20201108;3;M;16.409;1;0.002855951517367041
20201108;4;M;5.370666666666667;3;0.008567854552101123
20201108;11;M;19.655333333333335;3;0.008567854552101123
20201130;0;F;27.51133333333333;3;0.010441210762800055
20201130;1;F;9.525833333333331;3;0.010441210762800055
20201203;4;F;3.9626666666666663;1;0.0034804035876000185
20201203;5;F;0.5946666666666658;1;0.0034804035876000185
20201203;8;F;2.4106666666666663;1;0.0034804035876000185
20201203;10;F;2.0106666666666646;1;0.0034804035876000185
20201203;11;F;4.733833333333333;1;0.0034804035876000185
20201213;2;F;8.821833333333334;1;0.0034804035876000185
20201213;3;F;26.543333333333337;5;0.017402017938000093
20201213;4;F;9.696999999999996;1;0.0034804035876000185
20201231;3;M;7.0729999999999995;4;0.011423806069468164
20201231;4;M;1.037833333333333;2;0.005711903034734082
20201231;5;M;37.325833333333335;8;0.022847612138936328
20201231;6;M;13.087999999999996;6;0.017135709104202246
20210104;2;F;28.132166666666667;2;0.006960807175200037
20210104;3;F;8.903333333333334;3;0.010441210762800055
20210106;0;F;24.734166666666667;3;0.010441210762800055
20210112;0;F;18.557333333333336;1;0.0034804035876000185
20210124;21;M;2.4521666666666686;1;0.002855951517367041
20210124;24;M;3.221833333333332;1;0.002855951517367041
20210131;3;M;20.593;4;0.011423806069468164
20210131;5;M;20.441;3;0.008567854552101123
20210131;6;M;7.898666666666668;2;0.005711903034734082
20210131;12;M;1.35783333333333;1;0.002855951517367041
20210201;0;F;24.89816666666667;3;0.010441210762800055
20210208;0;F;24.6205;8;0.027843228700800148
20210208;3;M;6.848999999999999;5;0.014279757586835206
20210208;4;M;5.677833333333333;5;0.014279757586835206
20210208;5;M;7.338666666666668;14;0.039983321243138574
20210208;6;M;3.2169999999999996;1;0.002855951517367041
20210208;8;M;4.639333333333331;1;0.002855951517367041
20210208;9;M;6.332166666666671;4;0.011423806069468164
20210208;10;M;12.87616666666667;6;0.017135709104202246
20210208;12;M;4.0009999999999994;4;0.011423806069468164
20210220;2;F;48.436166666666665;9;0.03132363228840016
20210220;4;F;37.53383333333333;6;0.02088242152560011
20210305;1;F;26.269833333333334;5;0.017402017938000093
20210313;0;M;54.761;26;0.07425473945154307
20210318;0;F;8.362666666666666;3;0.010441210762800055
20210318;0;F;25.348166666666668;5;0.017402017938000093
20210318;1;F;6.0778333333333325;1;0.0034804035876000185
20210318;2;F;19.540166666666664;5;0.017402017938000093
20210321;0;M;41.82983333333333;12;0.03427141820840449
20210321;1;M;21.388166666666667;16;0.045695224277872655
20210322;1;F;29.687333333333335;8;0.027843228700800148
20210404;0;M;52.372166666666665;27;0.07711069096891011
20210404;1;M;1.8281666666666676;1;0.002855951517367041
20210405;2;F;4.281000000000001;1;0.0034804035876000185
20210405;3;F;28.698666666666668;7;0.024362825113200128
20210413;0;M;10.724166666666669;6;0.017135709104202246
20210413;1;M;3.460166666666667;2;0.005711903034734082
20210413;2;M;24.133833333333335;12;0.03427141820840449
20210413;3;M;17.469833333333334;10;0.028559515173670412
20210413;4;M;12.370666666666663;5;0.014279757586835206
20210413;5;M;46.16899999999999;16;0.045695224277872655
20210416;0;F;3.3459999999999996;2;0.006960807175200037
20210416;1;F;2.117833333333333;1;0.0034804035876000185
20210416;1;M;27.033;3;0.008567854552101123
20210416;2;F;12.289000000000003;3;0.010441210762800055
20210416;2;M;8.717833333333333;1;0.002855951517367041
20210416;3;F;3.132166666666668;1;0.0034804035876000185
20210416;4;F;17.264666666666667;1;0.0034804035876000185
20210416;4;M;10.882666666666667;4;0.011423806069468164
20210416;5;M;17.14183333333333;5;0.014279757586835206
20210419;2;F;9.154666666666667;3;0.010441210762800055
20210419;2;F;20.404166666666665;5;0.017402017938000093
20210419;3;F;5.945000000000001;1;0.0034804035876000185
20210419;4;F;6.745000000000001;1;0.0034804035876000185
20210419;4;F;21.924166666666668;6;0.02088242152560011
20210419;5;F;23.804166666666664;2;0.006960807175200037
20210422;0;M;83.633;10;0.028559515173670412
20210502;3;M;14.037833333333332;1;0.002855951517367041
20210502;37;M;1.625;2;0.005711903034734082
20210502;58;M;3.660166666666676;4;0.011423806069468164
20210519;2;F;1.3258333333333323;2;0.006960807175200037
20210519;3;F;1.3066666666666673;2;0.006960807175200037
20210519;4;F;3.9178333333333337;5;0.017402017938000093
20210519;5;F;21.693833333333338;4;0.013921614350400074
20210519;6;F;7.120999999999996;2;0.006960807175200037
20210531;0;M;28.527333333333335;12;0.03427141820840449
20210603;0;F;33.215333333333334;7;0.024362825113200128
20210603;2;F;2.291166666666671;1;0.0034804035876000185
20210614;0;M;14.166833333333331;2;0.005711903034734082
20210614;1;F;27.909833333333335;7;0.024362825113200128
20210614;3;F;13.800833333333332;11;0.0382844394636002
20210620;0;F;3.260166666666667;2;0.006960807175200037
20210620;1;F;44.687333333333335;2;0.006960807175200037
20210701;0;F;25.375;5;0.017402017938000093
20210727;1;F;26.025333333333332;1;0.0034804035876000185
20210729;0;F;31.861333333333334;6;0.02088242152560011
20210819;1;M;14.396166666666666;4;0.011423806069468164
20210824;0;F;17.574833333333334;1;0.0034804035876000185
20210824;1;F;14.570666666666666;3;0.010441210762800055
20210824;2;F;3.1930000000000027;1;0.0034804035876000185
20210827;0;F;10.626666666666669;1;0.0034804035876000185
20210908;0;F;25.0925;8;0.027843228700800148
20210911;0;F;24.052833333333336;9;0.03132363228840016
20210912;2;M;5.1850000000000005;1;0.002855951517367041
20210912;4;M;12.994666666666664;1;0.002855951517367041
20210912;6;M;8.991333333333333;1;0.002855951517367041
20210927;3;M;3.401;1;0.002855951517367041
20210927;4;M;2.7818333333333336;3;0.008567854552101123
20210927;5;M;19.703333333333333;10;0.028559515173670412
20210927;9;M;10.928999999999997;5;0.014279757586835206
20210927;10;M;3.305000000000003;1;0.002855951517367041
20210927;15;M;2.3241666666666636;1;0.002855951517367041
20210928;0;M;20.077333333333335;3;0.008567854552101123
20210928;1;M;40.22183333333333;9;0.025703563656303368
20210928;2;M;0.2041666666666666;1;0.002855951517367041
20210928;3;M;1.908499999999996;1;0.002855951517367041
20211018;5;M;10.847333333333337;3;0.008567854552101123
20211018;10;M;11.049;2;0.005711903034734082
20211018;12;M;15.896999999999997;2;0.005711903034734082
20211018;13;M;8.61866666666668;1;0.002855951517367041
20211018;20;M;13.132166666666656;2;0.005711903034734082
20211018;22;M;2.9658333333333453;1;0.002855951517367041
20211122;3;M;11.740166666666664;1;0.002855951517367041
20211221;1;F;2.3658333333333332;1;0.0034804035876000185
20211221;2;F;34.03616666666667;8;0.027843228700800148
20220104;0;M;6.2645;1;0.002855951517367041
20220104;1;M;15.986666666666665;2;0.005711903034734082
20220104;2;M;14.309833333333332;1;0.002855951517367041
20220104;3;M;25.564166666666665;9;0.025703563656303368
20220104;4;M;2.4730000000000016;3;0.008567854552101123
20220104;5;M;5.981833333333339;10;0.028559515173670412
20220106;10;M;13.381833333333336;1;0.002855951517367041
20220106;11;M;10.21866666666667;5;0.014279757586835206
20220106;13;M;0.975333333333333;1;0.002855951517367041
20220106;14;M;1.674666666666667;1;0.002855951517367041
20220106;16;M;8.25216666666667;1;0.002855951517367041
20220106;17;M;7.815333333333334;3;0.008567854552101123
20220106;19;M;7.805833333333331;2;0.005711903034734082
20220106;20;M;4.116166666666663;2;0.005711903034734082
20220106;22;M;8.933833333333329;1;0.002855951517367041
20220106;23;M;3.5753333333333406;3;0.008567854552101123
20220106;24;M;7.124166666666664;1;0.002855951517367041
20220106;27;M;12.972166666666665;1;0.002855951517367041
20220106;30;M;3.5978333333333317;1;0.002855951517367041
20220106;31;M;12.477833333333336;5;0.014279757586835206
20220114;1;M;19.17216666666667;3;0.008567854552101123
20220203;0;F;23.404166666666665;3;0.010441210762800055
20220204;1;F;40.18816666666667;4;0.013921614350400074
20220206;2;M;14.377;2;0.005711903034734082
20220206;18;M;40.13216666666667;6;0.017135709104202246
20220206;26;M;13.609;2;0.005711903034734082
20220206;28;M;1.3178333333333436;1;0.002855951517367041
20220216;0;F;20.730666666666668;13;0.04524524663880024
20220217;3;F;21.296;8;0.027843228700800148
20220220;2;F;32.540166666666664;12;0.04176484305120022
20220222;0;F;26.673;1;0.0034804035876000185
20220223;0;F;25.137;13;0.04524524663880024
20220306;2;F;27.668166666666668;13;0.04524524663880024
20220308;0;F;17.593000000000004;2;0.006960807175200037
20220308;2;F;15.383333333333333;2;0.006960807175200037
20220308;4;F;2.3818333333333386;1;0.0034804035876000185
