failinimi,test_norm,p_norm,sum_m,sum_n,r_rb,p_norm_holm,signif_norm_holm,chi2_stat,p_chi2,cramer_v,signif_chi2,p_chi2_holm,signif_chi2_holm
päris.csv,Mann–Whitney U,2.1874993362980554e-08,312,248,-0.44773065476190477,2.1874993362980554e-07,True,0.2508905279184123,0.616448726273034,0.0006258301214321235,False,1.0,False
liiga.csv,Mann–Whitney U,3.1059044093255952e-06,123,79,-0.5211267605633803,1.8635426455953572e-05,True,3.1646298285651335,0.07524949308478658,0.002222674095728627,False,0.3762474654239329,False
üsna.csv,Mann–Whitney U,0.004309848850153291,86,55,-0.38714733542319746,0.008619697700306583,True,2.2815501182560065,0.13092096462969607,0.0018872495740474748,False,0.5236838585187843,False
absoluutselt.csv,Mann–Whitney U,0.0013177689283579367,56,30,-0.5028571428571429,0.00395330678507381,True,3.793812739026405,0.05144234348788592,0.002433617247476911,False,0.3086540609273155,False
üldse.csv,Mann–Whitney U,1.2461692184428891e-11,227,269,-0.5413401253918495,1.7446369058200447e-10,True,15.847146405393703,6.867001101701992e-05,0.004973817711536077,True,0.0008927101432212589,True
eriti.csv,Mann–Whitney U,1.5241857140488166e-08,81,43,-0.6740823136818688,1.676604285453698e-07,True,5.688488404725804,0.01707655787737323,0.002979976010920117,True,0.13661246301898583,False
täiesti.csv,Mann–Whitney U,7.004240725010564e-08,149,171,-0.5064935064935066,5.603392580008451e-07,True,8.472862324783334,0.0036048375236576793,0.0036368836227147717,True,0.03604837523657679,True
palju.csv,Mann–Whitney U,3.0434490429892487e-10,318,424,-0.4791185082447218,3.6521388515870984e-09,True,41.7645736758728,1.029519961889379e-10,0.0080745505117458,True,1.5442799428340685e-09,True
kui.csv,Mann–Whitney U,3.6708588436631795e-17,1043,981,-0.5357390014829462,6.607545918593723e-16,True,8.023443919513575,0.004617568133452487,0.003539115531954911,True,0.04155811320107238,True
natuke.csv,Mann–Whitney U,1.2020407323700438e-06,174,130,-0.4615686274509804,8.414285126590306e-06,True,0.8142502671047146,0.36686663408662723,0.001127439598463118,False,1.0,False
hästi.csv,Mann–Whitney U,5.567700437414103e-13,395,567,-0.5574769433465085,8.351550656121155e-12,True,71.91234704504767,2.249718500050007e-17,0.010595368384378861,True,3.5995496000800113e-16,True
natukene.csv,Mann–Whitney U,3.2239728568684456e-08,90,125,-0.5729885057471265,2.901575571181601e-07,True,14.21979086006968,0.00016265085628535178,0.004711518859653956,True,0.0019518102754242214,True
tõesti.csv,Mann–Whitney U,8.280287239633404e-11,126,202,-0.6260504201680672,1.0764373411523426e-09,True,34.9511118852852,3.3808827979415504e-09,0.007386604181797705,True,4.733235917118171e-08,True
suhteliselt.csv,Mann–Whitney U,0.00045260630550602666,44,39,-0.5333333333333333,0.0018104252220241066,True,0.09107890036356717,0.7628100120154957,0.00037707107462914567,False,1.0,False
nii.csv,Mann–Whitney U,1.9965437374717355e-15,1033,982,-0.5231981981981981,3.194469979954777e-14,True,9.403885645320281,0.0021652607701683427,0.00383149267000676,True,0.023817868471851772,True
täitsa.csv,Mann–Whitney U,0.00013442324538574712,72,39,-0.534,0.0006721162269287356,True,4.664181501181802,0.030798099790579982,0.002698373421430465,True,0.21558669853405987,False
suht.csv,Mann–Whitney U,0.05664750633723721,88,9,-0.41033434650455924,0.05664750633723721,False,,,,False,,
väga.csv,Mann–Whitney U,7.003249395979353e-16,1303,1603,-0.4980911476974469,1.19055239731649e-14,True,113.6549797050491,1.5507436605800976e-26,0.013320133077804082,True,2.636264222986166e-25,True
