lemma;raw_count;freq_per_60_min
kaasnev;3;0.090
kahe-kolmetoaline;3;0.090
järveäärne;3;0.090
alternatiivne;3;0.090
jäetud;3;0.090
asjalik;3;0.090
erootiline;3;0.090
unenäoline;3;0.090
põhjuslik;3;0.090
tuvastatud;3;0.090
uudishimulik;3;0.090
helge;3;0.090
kitsas;3;0.090
ülekoormatud;3;0.090
kaheaastane;3;0.090
üleliigne;3;0.090
bioloogiline;3;0.090
ümbritsev;3;0.090
enesekahjustav;3;0.090
moodne;3;0.090
kannatlik;3;0.090
talutav;3;0.090
motiveeritud;3;0.090
inspireeriv;3;0.090
kirju;3;0.090
kosmiline;3;0.090
tundunud;3;0.090
sirge;3;0.090
ülikiire;3;0.090
peidetud;3;0.090
piinlev;3;0.090
tummine;3;0.090
hapu;3;0.090
tahke;3;0.090
orgaaniline;3;0.090
kompetentne;3;0.090
päevane;3;0.090
sotsialiseerimata;3;0.090
teotahteline;3;0.090
jooksev;3;0.090
avar;3;0.090
väekas;3;0.090
mineraalainerikas;3;0.090
jäme;3;0.090
ekslik;3;0.090
sisustamata;3;0.090
teeniv;3;0.090
hingelähedane;2;0.060
kõikuv;2;0.060
vahe;2;0.060
võitlev;2;0.060
ärev;2;0.060
vahepealne;2;0.060
nõudlik;2;0.060
andev;2;0.060
kuninglik;2;0.060
eraldatud;2;0.060
avastatud;2;0.060
pettunud;2;0.060
teadaolev;2;0.060
mastaapne;2;0.060
rajatud;2;0.060
sõbralik;2;0.060
tekitatud;2;0.060
kaetud;2;0.060
tulev;2;0.060
majanduslik;2;0.060
tööalane;2;0.060
eraeluline;2;0.060
kestev;2;0.060
räige;2;0.060
mitmekesine;2;0.060
ülihea;2;0.060
egoistlik;2;0.060
põlenud;2;0.060
tänamatu;2;0.060
lastud;2;0.060
tegelev;2;0.060
ühesuunaline;2;0.060
kooseluseadus;2;0.060
jätkusuutlik;2;0.060
struktuurne;2;0.060
koolitatud;2;0.060
arvestatav;2;0.060
tunnine;2;0.060
alumine;2;0.060
valgurikas;2;0.060
mürgitatud;2;0.060
välismaine;2;0.060
haiguspuhune;2;0.060
püstitatud;2;0.060
reguleeritud;2;0.060
liiane;2;0.060
söödud;2;0.060
kuulutatud;2;0.060
informeeritud;2;0.060
akuutne;2;0.060
minimaalne;2;0.060
nõme;2;0.060
sugune;2;0.060
solidaarne;2;0.060
tegemata;2;0.060
olemuslik;2;0.060
lahtine;2;0.060
vasak;2;0.060
lükanud;2;0.060
elujõuline;2;0.060
kasvatatud;2;0.060
öko;2;0.060
olematu;2;0.060
vastik;2;0.060
ahistav;2;0.060
mõlemapoolne;2;0.060
viieaastane;2;0.060
kahekordne;2;0.060
erakondadeülene;2;0.060
ametlik;2;0.060
lörtsiv;2;0.060
moodustatud;2;0.060
riigimehelik;2;0.060
osaline;2;0.060
toimuv;2;0.060
määrav;2;0.060
mõttekas;2;0.060
kokkuleppeline;2;0.060
suvine;2;0.060
viljakas;2;0.060
lahendamata;2;0.060
müstiline;2;0.060
akadeemiline;2;0.060
teadmata;2;0.060
ümmargune;2;0.060
astroloogiline;2;0.060
andestamatu;2;0.060
ütlenud;2;0.060
vajaduspõhine;2;0.060
direktiivne;2;0.060
õppimisvõimeline;2;0.060
edasijõudnud;2;0.060
kõlanud;2;0.060
rutiinivaba;2;0.060
teemapõnev;2;0.060
hirmuäratav;2;0.060
üleüldine;2;0.060
siiras;2;0.060
imekspandav;2;0.060
järjekindel;2;0.060
minev;2;0.060
ülemine;2;0.060
optimaalne;2;0.060
arvutatud;2;0.060
hoonestamata;2;0.060
taskukohane;2;0.060
nüüdne;2;0.060
seonduv;2;0.060
kõiksugune;2;0.060
täisväärtuslik;2;0.060
toitev;2;0.060
ülilihtne;2;0.060
ise;2;0.060
liikume;2;0.060
karastav;2;0.060
imetore;2;0.060
tänapäevane;2;0.060
rõõsk;2;0.060
süütu;2;0.060
väljamõeldud;2;0.060
koostatud;2;0.060
arusaamatu;2;0.060
tähelepanuväärne;2;0.060
tagumine;2;0.060
konsensuslik;2;0.060
kokkulepitud;2;0.060
triibuline;2;0.060
kohalduv;2;0.060
mõtlev;2;0.060
nõustatav;2;0.060
ettevõtlik;2;0.060
töötu;2;0.060
asjakohane;2;0.060
välispoliitiline;2;0.060
suletud;2;0.060
anonimiseeritud;2;0.060
külastanud;2;0.060
avaldatud;2;0.060
õigusvastane;2;0.060
kange;2;0.060
kalduv;2;0.060
ülearune;2;0.060
elevil;2;0.060
mitteformaalne;2;0.060
kõnelev;2;0.060
kutsuv;2;0.060
uudne;2;0.060
rekordiline;2;0.060
isikutevaheline;2;0.060
kaljukitsas;2;0.060
abstraktne;2;0.060
avav;2;0.060
valitsev;2;0.060
mänguline;2;0.060
nooruslik;2;0.060
kuulus;2;0.060
õiguslik;2;0.060
riigiõiguslik;2;0.060
paradoksaalne;2;0.060
samasooline;2;0.060
sõlmitud;2;0.060
hajutatud;2;0.060
teaduslik;2;0.060
tulemuslik;2;0.060
teraapiline;2;0.060
tahtlik;2;0.060
ürgne;2;0.060
traumaatiline;2;0.060
tegev;2;0.060
sealne;2;0.060
piisav;2;0.060
mustvalge;2;0.060
alasti;2;0.060
siga;2;0.060
kahjustav;2;0.060
juhitud;2;0.060
ootamatu;2;0.060
totaalne;2;0.060
saatuslik;2;0.060
eraklik;2;0.060
jumalik;2;0.060
purjus;2;0.060
võimekas;2;0.060
punktuaalne;2;0.060
spontaanne;2;0.060
sarkastiline;2;0.060
keeleline;2;0.060
heidutav;2;0.060
legitiimne;2;0.060
pahur;2;0.060
aegne;2;0.060
kaval;2;0.060
suurune;2;0.060
laenatud;2;0.060
staatiline;2;0.060
puhastav;2;0.060
paaris;2;0.060
tutvustav;2;0.060
eksklusiivne;2;0.060
sisutihe;2;0.060
mitteteadlik;2;0.060
duaalne;2;0.060
jõukohane;2;0.060
provokatiivne;2;0.060
arvestuslik;2;0.060
üleriiklik;2;0.060
kollane;2;0.060
ennetatav;2;0.060
vältimatu;2;0.060
jääv;2;0.060
viitav;2;0.060
üliäge;2;0.060
ümbritsetud;2;0.060
kolmekuune;2;0.060
hullumeelne;2;0.060
perfektne;2;0.060
lohakas;2;0.060
vildakas;2;0.060
ülilõbus;2;0.060
vihmane;2;0.060
keemiline;2;0.060
mürgine;2;0.060
ekstreemne;2;0.060
ökoloogiline;2;0.060
vihane;2;0.060
täisealine;2;0.060
meelepärane;2;0.060
entusiastlik;2;0.060
sellekordne;2;0.060
ebanormaalne;2;0.060
territoriaalne;2;0.060
destruktiivne;2;0.060
vigane;2;0.060
transsooline;2;0.060
naistevastane;2;0.060
erakondlik;2;0.060
fantastiline;2;0.060
kõrgharitud;2;0.060
juhuslik;2;0.060
pikemaajaline;2;0.060
kontrollimata;2;0.060
tugevune;2;0.060
probleemne;2;0.060
grupiülene;2;0.060
pakutud;2;0.060
veenev;2;0.060
töine;2;0.060
lühinägelik;2;0.060
mõjuv;2;0.060
lõhnaline;2;0.060
veatu;2;0.060
väljakannatamatu;2;0.060
rahustav;2;0.060
tihke;2;0.060
steriilne;2;0.060
valmistatud;2;0.060
seeditav;2;0.060
aluseline;2;0.060
viljatu;2;0.060
kutseline;2;0.060
südamlik;1;0.030
abivalmis;1;0.030
hoiskanud;1;0.030
tervendav;1;0.030
häälestuv;1;0.030
nõrgenenud;1;0.030
kriminaalne;1;0.030
katkenud;1;0.030
vastutustundetu;1;0.030
religioosne;1;0.030
problemaatiline;1;0.030
kartlik;1;0.030
mannetu;1;0.030
koostöövalmis;1;0.030
abordivastane;1;0.030
füsioloogiline;1;0.030
vasne;1;0.030
sellekohane;1;0.030
hetkeline;1;0.030
suremata;1;0.030
räägitav;1;0.030
stanud;1;0.030
elutoaline;1;0.030
piltlik;1;0.030
asine;1;0.030
eksisteeriv;1;0.030
visa;1;0.030
vastuvõtmata;1;0.030
superluks;1;0.030
ülipõnev;1;0.030
valmiv;1;0.030
tootev;1;0.030
ruutmeetrine;1;0.030
looduskaunis;1;0.030
lahke;1;0.030
kerkiv;1;0.030
kaspikale;1;0.030
enesekeskne;1;0.030
suhetud;1;0.030
kultuuriline;1;0.030
muutev;1;0.030
kodutu;1;0.030
alakasutatud;1;0.030
temaatiline;1;0.030
sirmutav;1;0.030
tähenduslik;1;0.030
üleeuroopaline;1;0.030
ettenägelik;1;0.030
soopõhine;1;0.030
vastutusrikas;1;0.030
ebavõrdne;1;0.030
lõhestav;1;0.030
ekstratundlik;1;0.030
halastamatu;1;0.030
käiv;1;0.030
töökas;1;0.030
pensionivõimalik;1;0.030
reformierakondlik;1;0.030
statsionaarne;1;0.030
komponendipõhine;1;0.030
demograafiline;1;0.030
tööealine;1;0.030
langetatud;1;0.030
kogenematu;1;0.030
liberaaldemokraatlik;1;0.030
kuumutatav;1;0.030
funktsionaalne;1;0.030
seletatav;1;0.030
võõramaine;1;0.030
ebatervislik;1;0.030
uuendusmeelne;1;0.030
viidud;1;0.030
kolesteroolirikas;1;0.030
langetav;1;0.030
rasvarikas;1;0.030
hirmutatud;1;0.030
psühhoneuroloogiline;1;0.030
neurodegeneratiivne;1;0.030
ülekaaluline;1;0.030
normaalkaaluline;1;0.030
kõhn;1;0.030
näljane;1;0.030
taimetoidurikas;1;0.030
tähtajaline;1;0.030
vastuoluline;1;0.030
kõrvalik;1;0.030
epidemioloogiline;1;0.030
rigoroosa;1;0.030
vaktsineerimata;1;0.030
haritud;1;0.030
edaspidine;1;0.030
läbipaistev;1;0.030
helesinine;1;0.030
kolmeprotsendiline;1;0.030
erakamatu;1;0.030
meelitav;1;0.030
eraviisiline;1;0.030
ärane;1;0.030
istunud;1;0.030
äppinud;1;0.030
pessimistlik;1;0.030
välkselge;1;0.030
tulenev;1;0.030
nädalane;1;0.030
planeeritav;1;0.030
formaalne;1;0.030
üheaastane;1;0.030
mobiilne;1;0.030
megaväsinud;1;0.030
megasuur;1;0.030
mitmeaastane;1;0.030
järgne;1;0.030
ülemöödunud;1;0.030
irooniline;1;0.030
kuuajane;1;0.030
mahajäetud;1;0.030
õnnis;1;0.030
prestiižne;1;0.030
lükatav;1;0.030
nooremapoolne;1;0.030
intelligentne;1;0.030
võrsunud;1;0.030
solvunud;1;0.030
põhiseaduslik;1;0.030
naeruväärne;1;0.030
salajane;1;0.030
alavääristav;1;0.030
käparlik;1;0.030
võrdväärne;1;0.030
häälekas;1;0.030
rehepaplik;1;0.030
kasutatav;1;0.030
hoidev;1;0.030
eestimeelne;1;0.030
pragmaatiline;1;0.030
poiline;1;0.030
kosmogrammine;1;0.030
suvelembeline;1;0.030
astronoomiline;1;0.030
vaadatud;1;0.030
taevane;1;0.030
maine;1;0.030
põlvkondlik;1;0.030
napikene;1;0.030
intuitiivne;1;0.030
väljenduv;1;0.030
visuaalne;1;0.030
are;1;0.030
ülekohtune;1;0.030
jõudne;1;0.030
sajaprotsendiline;1;0.030
uuenduslik;1;0.030
paslik;1;0.030
hinnateadlik;1;0.030
vaatanud;1;0.030
ahne;1;0.030
rahutu;1;0.030
kangekaelne;1;0.030
võistlev;1;0.030
konkureeriv;1;0.030
koutšiv;1;0.030
ühtlane;1;0.030
organisatsioonisisene;1;0.030
veerev;1;0.030
konfidentsiaalne;1;0.030
tõusev;1;0.030
julgustav;1;0.030
otstarbekas;1;0.030
puhkenud;1;0.030
kikkis;1;0.030
proff;1;0.030
innukas;1;0.030
ülistav;1;0.030
haljas;1;0.030
metsakuri;1;0.030
ühene;1;0.030
karjuv;1;0.030
takistav;1;0.030
imestunud;1;0.030
pädev;1;0.030
igahommikune;1;0.030
tülpinud;1;0.030
muutlik;1;0.030
rasvane;1;0.030
soodus;1;0.030
hiline;1;0.030
kõikisugune;1;0.030
sage;1;0.030
viiesajaeurone;1;0.030
kulunud;1;0.030
vanemaealine;1;0.030
kasvav;1;0.030
kolmekorruseline;1;0.030
neljakorruseline;1;0.030
ostukohane;1;0.030
elitaarne;1;0.030
pitsiline;1;0.030
tahtmata;1;0.030
paiknev;1;0.030
vähenev;1;0.030
hoomamatu;1;0.030
heitunud;1;0.030
nõukoguaegne;1;0.030
nõukogudeaegne;1;0.030
aastaringne;1;0.030
tuntav;1;0.030
rõõmsameelne;1;0.030
energiline;1;0.030
varajane;1;0.030
huvipakkuv;1;0.030
kohupiimakreem;1;0.030
munavalge;1;0.030
valguline;1;0.030
vali;1;0.030
vastumeelne;1;0.030
kergejõustikuteemaline;1;0.030
lõõgastav;1;0.030
jääkülm;1;0.030
värskendav;1;0.030
esmakordne;1;0.030
trenniväline;1;0.030
tagasitõmbunud;1;0.030
lootusetu;1;0.030
pisikene;1;0.030
tellitud;1;0.030
särasilmne;1;0.030
silmne;1;0.030
peksev;1;0.030
imearmas;1;0.030
ehtne;1;0.030
loid;1;0.030
tookordne;1;0.030
tähtsusetav;1;0.030
naiivne;1;0.030
kaasav;1;0.030
ületav;1;0.030
euroopaline;1;0.030
suurendav;1;0.030
auväärne;1;0.030
võrdlev;1;0.030
mitmekordne;1;0.030
kehtiv;1;0.030
riigipoolne;1;0.030
tehnoloogiline;1;0.030
mittetriibuline;1;0.030
värvimata;1;0.030
massiline;1;0.030
eeldav;1;0.030
defineeriv;1;0.030
õõnes;1;0.030
mõeldav;1;0.030
toetatav;1;0.030
ligipääsetav;1;0.030
arhitektuurihuviline;1;0.030
disainihuviline;1;0.030
kokkuhoidev;1;0.030
pooletunnine;1;0.030
tegutsev;1;0.030
vapper;1;0.030
vaikiv;1;0.030
ebaratsionaalne;1;0.030
totalitaarne;1;0.030
hoolealune;1;0.030
ebainimlik;1;0.030
diplomaatiline;1;0.030
täpsustatud;1;0.030
kaugeleulatuv;1;0.030
kinnipeetav;1;0.030
kaduv;1;0.030
kehtestatav;1;0.030
üksainus;1;0.030
proportsionaalne;1;0.030
nakkusohtlik;1;0.030
eesti-sisene;1;0.030
kasutamata;1;0.030
meditsiiniline;1;0.030
individualiseeritav;1;0.030
lubamatu;1;0.030
kohatu;1;0.030
diagnoositud;1;0.030
mõrane;1;0.030
piiramatu;1;0.030
mõjus;1;0.030
radikaalne;1;0.030
hoolimatu;1;0.030
kuritegelik;1;0.030
üksildane;1;0.030
vaieldamatu;1;0.030
olenev;1;0.030
välisvabatahtlik;1;0.030
teismeline;1;0.030
eraldi;1;0.030
karjäärialane;1;0.030
iga-aastane;1;0.030
selleaastane;1;0.030
osalev;1;0.030
vajaminev;1;0.030
teiepoolne;1;0.030
helde;1;0.030
nimetatud;1;0.030
ülisuur;1;0.030
vabanev;1;0.030
tsentraalne;1;0.030
lagunenud;1;0.030
folgijärgne;1;0.030
standardne;1;0.030
sisene;1;0.030
hüpoteetiline;1;0.030
sotsiaaldemograafiline;1;0.030
poliitikaväline;1;0.030
liituv;1;0.030
etteaimatav;1;0.030
nelja-aastane;1;0.030
väljapääsmatu;1;0.030
vähetõenäoline;1;0.030
ebaaus;1;0.030
teadmistepõhine;1;0.030
kõrgendatud;1;0.030
tasustatav;1;0.030
endeline;1;0.030
magnetiline;1;0.030
veenuslik;1;0.030
naudinguline;1;0.030
sümboolne;1;0.030
palav;1;0.030
korduv;1;0.030
unistuslik;1;0.030
unelev;1;0.030
fantaseeriv;1;0.030
tõhus;1;0.030
realistlik;1;0.030
empaatiline;1;0.030
liikuv;1;0.030
ulatuslik;1;0.030
kordne;1;0.030
poisilik;1;0.030
veetlev;1;0.030
eluterve;1;0.030
eerune;1;0.030
väljendunud;1;0.030
ebasobiv;1;0.030
ebasoodne;1;0.030
hingeline;1;0.030
muinasjutuline;1;0.030
sõnnilik;1;0.030
tähtsustav;1;0.030
süüdistav;1;0.030
kaitsev;1;0.030
siduv;1;0.030
kehtetu;1;0.030
valmistatav;1;0.030
vastvalitud;1;0.030
õhurikas;1;0.030
eraõiguslik;1;0.030
õigusteaduslik;1;0.030
hoolas;1;0.030
püüdlik;1;0.030
põhjendamatu;1;0.030
ebakvaliteetne;1;0.030
sünnis;1;0.030
populistlik;1;0.030
võimetu;1;0.030
kujuteldav;1;0.030
analüütiline;1;0.030
gravitatsiooniline;1;0.030
paistev;1;0.030
lõdvestunud;1;0.030
valulik;1;0.030
