lemma;raw_count;freq_per_100_lemmas
ketas;3;0.015
dekonstrueerima;3;0.015
nancy;3;0.015
irooniline;3;0.015
odavalt;3;0.015
ambitsioon;3;0.015
unipet;3;0.015
paukuma;3;0.015
naud;3;0.015
kõrvalekalle;3;0.015
vehkima;3;0.015
rahumägi;3;0.015
purustama;3;0.015
maadlus;3;0.015
teadlikum;3;0.015
viljelema;3;0.015
meistriliiga;3;0.015
trell;3;0.015
tippklubi;3;0.015
põnevus;3;0.015
haav;3;0.015
sep;3;0.015
kunstlikult;3;0.015
uusaasta;3;0.015
muuseum;3;0.015
läikima;3;0.015
ennustamine;3;0.015
67;3;0.015
otstarve;3;0.015
dramaatiline;3;0.015
lewis;3;0.015
allar;3;0.015
kompima;3;0.015
realistlik;3;0.015
rally;3;0.015
kriisa;3;0.015
kets;3;0.015
kõiksugu;3;0.015
ide;3;0.015
kobistama;3;0.015
liivi;3;0.015
kindlam;3;0.015
heiki;3;0.015
puha;3;0.015
leebem;3;0.015
möla;3;0.015
briti;3;0.015
jobu;3;0.015
hääletaja;3;0.015
kenema;3;0.015
il;3;0.015
tooja;3;0.015
pint;3;0.015
what;3;0.015
nuss;3;0.015
mersu;3;0.015
suurusjärk;3;0.015
laiutama;3;0.015
grik;3;0.015
kares;3;0.015
kollection;3;0.015
niiskus;3;0.015
tõlgendama;3;0.015
joobik;3;0.015
römka;3;0.015
ula;3;0.015
kähku;3;0.015
killer;3;0.015
kostuma;3;0.015
rahvusvaheliselt;3;0.015
eni;3;0.015
kommuun;3;0.015
räpituba;3;0.015
seerima;3;0.015
soundlaudi;3;0.015
räpane;3;0.015
eemalt;3;0.015
alandama;3;0.015
teadaanne;3;0.015
õng;3;0.015
käsil;3;0.015
viieline;3;0.015
kõver;3;0.015
rist;3;0.015
dressipüksid;3;0.015
lakkumislugu;3;0.015
õnnetunne;3;0.015
kadumine;3;0.015
torm;3;0.015
järjepidev;3;0.015
lõpupoole;3;0.015
kuule;3;0.015
sujuma;3;0.015
kõnelema;3;0.015
ansambel;3;0.015
raamatukogu;3;0.015
väli;3;0.015
tablett;3;0.015
ar;3;0.015
parm;3;0.015
otse-eeter;3;0.015
nurisema;3;0.015
kokkuvõtmine;3;0.015
osavalt;3;0.015
kanaaria;3;0.015
siim-sander;3;0.015
kehvasti;3;0.015
järjepidevalt;3;0.015
kauaoodatud;3;0.015
kont;3;0.015
kauplema;3;0.015
federation;3;0.015
davis;3;0.015
allamäge;3;0.015
salapärane;3;0.015
red;3;0.015
äärmuslik;3;0.015
seitsmevõistlus;3;0.015
saaga;3;0.015
demonstreerima;3;0.015
töötasu;3;0.015
pasta;3;0.015
appi;3;0.015
pioneer;3;0.015
armee;3;0.015
üleskutse;3;0.015
positiivsus;3;0.015
saskia;3;0.015
vigastatud;3;0.015
aseaine;3;0.015
järk;3;0.015
kinnine;3;0.015
vääriline;3;0.015
spordijuht;3;0.015
kaugus;3;0.015
omadus;3;0.015
vägevam;3;0.015
92;3;0.015
õis;3;0.015
helen;3;0.015
nelis;3;0.015
spordialaliit;3;0.015
vehklemisliit;3;0.015
erimeelsus;3;0.015
lisaväärtus;3;0.015
kollektiivne;3;0.015
tsiklimees;3;0.015
kalamees;3;0.015
milleks;3;0.015
käivituma;3;0.015
tööülesanne;3;0.015
sõõrumaa;3;0.015
haab;3;0.015
lahedalt;3;0.015
roolind;3;0.015
küllalt;3;0.015
ärev;3;0.015
äärelinn;3;0.015
pee;3;0.015
bac;3;0.015
lindistamine;3;0.015
cop;3;0.015
kopkild;3;0.015
kopkell;3;0.015
sampleid;3;0.015
gäng;3;0.015
tarava;3;0.015
kõiksugune;3;0.015
mõjutus;3;0.015
soft;3;0.015
leitav;3;0.015
vhs;3;0.015
murdepunkt;3;0.015
tilkuma;3;0.015
it-ettevõte;3;0.015
pai;3;0.015
väheke;3;0.015
tiraaž;3;0.015
loosima;3;0.015
logistika;3;0.015
urmet;3;0.015
klaarima;3;0.015
suitsetaja;3;0.015
leek;3;0.015
hõljuma;3;0.015
huul;3;0.015
virtuaalne;3;0.015
jätkusuutlikkus;3;0.015
müügipakkumine;3;0.015
investeerima;3;0.015
taanduma;3;0.015
dekaan;3;0.015
informaatika;3;0.015
kar;3;0.015
infotehnoloogia;3;0.015
uur;3;0.015
kaheksakümnes;3;0.015
soojus;3;0.015
lõpetaja;3;0.015
teaduskond;3;0.015
harima;3;0.015
läikiv;3;0.015
spekter;3;0.015
paka;3;0.015
kaitsmine;3;0.015
julgustama;3;0.015
taltekk;3;0.015
sinnakanti;3;0.015
intelligents;3;0.015
meditsiinitehnika;3;0.015
paisumine;3;0.015
jämedalt;3;0.015
sügavamalt;3;0.015
bodka;3;0.015
pläru;3;0.015
styl;3;0.015
grammar;3;0.015
ristsõna;3;0.015
kämmal;3;0.015
mekk;3;0.015
rahastama;3;0.015
niitma;3;0.015
tank;3;0.015
geto;3;0.015
brothers;3;0.015
sügavalt;3;0.015
kärsatama;3;0.015
vananema;3;0.015
fond;3;0.015
ehmatama;3;0.015
väljaspoolt;3;0.015
elujõuline;3;0.015
käkk;3;0.015
free;3;0.015
kri;3;0.015
lähem;3;0.015
matus;3;0.015
maikuu;3;0.015
kohandus;3;0.015
õppematerjal;3;0.015
510;3;0.015
õppeaasta;3;0.015
2022.;3;0.015
omandama;3;0.015
kontent;3;0.015
mihkli;3;0.015
valgustama;3;0.015
toimetulek;3;0.015
tegevmeeskond;3;0.015
ametikoht;3;0.015
seminar;3;0.015
edendamine;3;0.015
korraldamine;3;0.015
terviseamet;3;0.015
fookusteema;3;0.015
läbiviimine;3;0.015
osalemine;3;0.015
leidmine;3;0.015
katuseorganisatsioon;3;0.015
sassis;3;0.015
eliinen;3;0.015
ance;3;0.015
if;3;0.015
ou;3;0.015
ähvardama;3;0.015
moodne;3;0.015
aegajalt;3;0.015
liimima;3;0.015
tihedalt;3;0.015
del;3;0.015
aeglustama;3;0.015
bret;3;0.015
vaatajatele-kuulaja;3;0.015
eelkool;3;0.015
algkool;3;0.015
lõputult;3;0.015
puuster;3;0.015
investeering;3;0.015
võrduma;3;0.015
röövima;3;0.015
hukka;3;0.015
vaheaeg;3;0.015
sajaprotsendiline;3;0.015
valdav;3;0.015
tassima;3;0.015
kamin;3;0.015
kesk-eest;3;0.015
nüri;3;0.015
pooleks;3;0.015
mi;3;0.015
lavahirm;3;0.015
teatriklass;3;0.015
huiamine;3;0.015
ve;3;0.015
peegelduma;3;0.015
palama;3;0.015
lik;3;0.015
salat;3;0.015
lukustama;3;0.015
eranditult;3;0.015
urineerima;3;0.015
palav;3;0.015
mõnusam;3;0.015
analoog;3;0.015
kasvamine;3;0.015
füüsik;3;0.015
tembutama;3;0.015
mõttemaailm;3;0.015
mehaanika;3;0.015
külmetushaigus;3;0.015
koonduslaager;3;0.015
sünkroonsus;3;0.015
ingel;3;0.015
päästmine;3;0.015
peegeldama;3;0.015
külapood;3;0.015
veiko;3;0.015
vestluspartner;3;0.015
kodutu;3;0.015
jutuajamine;3;0.015
pehmem;3;0.015
õppija;3;0.015
viivitus;3;0.015
alanud;3;0.015
hoopiski;3;0.015
senglens;3;0.015
taimetoitlane;3;0.015
sinnamaani;3;0.015
tervisekriis;3;0.015
mikrobiom;3;0.015
väljaheide;3;0.015
vaadatud;3;0.015
kapsas;3;0.015
algne;3;0.015
munk;3;0.015
närvisüsteem;3;0.015
aktiveeruma;3;0.015
siseorgan;3;0.015
turgutama;3;0.015
võõrsõna;3;0.015
ainevahetuslik;3;0.015
sed;3;0.015
vereringe;3;0.015
42;3;0.015
aktiivsus;3;0.015
kääritama;3;0.015
omastama;3;0.015
hapendatud;3;0.015
vetikas;3;0.015
külmkapp;3;0.015
steriilne;3;0.015
toetav;3;0.015
mast;3;0.015
tu;3;0.015
katt;3;0.015
soovitatav;3;0.015
haavand;3;0.015
ohhira.ee;3;0.015
autofaagia;3;0.015
veepaast;3;0.015
pulber;3;0.015
farm;3;0.015
ebamugav;3;0.015
mõnu;3;0.015
programmeerima;3;0.015
insta;3;0.015
stiilne;3;0.015
loka;3;0.015
kuivama;3;0.015
luuletama;3;0.015
nael;3;0.015
õhuvägi;3;0.015
kittel;3;0.015
õhurõhk;3;0.015
paisuma;3;0.015
lennuohutus;3;0.015
inimlik;3;0.015
iste;3;0.015
ülistiilne;3;0.015
poogen;3;0.015
korraldus;3;0.015
häirekeskus;3;0.015
ravimatu;3;0.015
tegelemine;3;0.015
preester;3;0.015
üürikorter;3;0.015
ümbrik;3;0.015
kihutamine;3;0.015
sotsiaalporno;3;0.015
balloon;3;0.015
rott;3;0.015
tänusõna;3;0.015
sol;3;0.015
koguaeg;3;0.015
jaapani;3;0.015
elektritõukeratas;3;0.015
grete;3;0.015
klopsima;3;0.015
olme;3;0.015
laululind;3;0.015
parandus;3;0.015
vitt;3;0.015
silmapilk;3;0.015
reid;3;0.015
tolmama;3;0.015
ori;3;0.015
ele;3;0.015
fännikiri;3;0.015
kääbik;3;0.015
toja;3;0.015
cat;3;0.015
joel;3;0.015
steinfeld;3;0.015
infarkt;3;0.015
võtmehoidja;3;0.015
tuts;3;0.015
kõrgharitud;3;0.015
kolgas;3;0.015
saag;3;0.015
katlakütja;3;0.015
nõukas;3;0.015
esileht;3;0.015
järelmaks;3;0.015
hou;3;0.015
õrnem;3;0.015
ho;3;0.015
niiugune;3;0.015
sars;3;0.015
38;3;0.015
farma;3;0.015
värdjas;3;0.015
ruutmeeter;3;0.015
skiso;3;0.015
laksutus;3;0.015
pindala;3;0.015
fender;3;0.015
elektriklaver;3;0.015
rasvasem;3;0.015
sis;3;0.015
krants;3;0.015
tatsuma;3;0.015
mt;3;0.015
batlei;3;0.015
lingimees;3;0.015
jõulumees;3;0.015
projekteerima;3;0.015
päikeseline;3;0.015
erisus;3;0.015
korrigeerima;3;0.015
kulubaas;3;0.015
muudetud;3;0.015
msi;3;0.015
props;3;0.015
tööjõuturg;3;0.015
majutuskorter;3;0.015
üüripakkumine;3;0.015
ootamatu;3;0.015
üürihind;3;0.015
neeme;3;0.015
majutusturg;3;0.015
funktsionaalsus;3;0.015
temperamentne;3;0.015
vehaka;3;0.015
lõhe;3;0.015
ninamees;3;0.015
spekuleerima;3;0.015
vilbur;3;0.015
armastatu;3;0.015
pruut;3;0.015
kuntvõõras;3;0.015
etikett;3;0.015
šoti;3;0.015
eraelu;3;0.015
kisamine;3;0.015
pritsimine;3;0.015
mumm;2;0.010
vallavalitsus;2;0.010
taastama;2;0.010
põline;2;0.010
majandamine;2;0.010
pikkune;2;0.010
elupõline;2;0.010
märksa;2;0.010
cv;2;0.010
vanavanaema;2;0.010
viie-kuus;2;0.010
omane;2;0.010
mullikas;2;0.010
negatiivselt;2;0.010
liivakast;2;0.010
lastevanem;2;0.010
tavalisem;2;0.010
maainimene;2;0.010
lisaraha;2;0.010
pärastlõuna;2;0.010
muusikalitrupp;2;0.010
põldsaar;2;0.010
mõõn;2;0.010
kollektiiv;2;0.010
emane;2;0.010
viimsi;2;0.010
pahandus;2;0.010
kuritegu;2;0.010
väärtuslik;2;0.010
kohusetundlik;2;0.010
mökk;2;0.010
lavastus;2;0.010
kostüüm;2;0.010
pilatus;2;0.010
professor;2;0.010
postiljon;2;0.010
üldpilt;2;0.010
peaosa;2;0.010
metsamajandus;2;0.010
poodkäsi;2;0.010
looduskaitsja;2;0.010
aduma;2;0.010
mitmekihiline;2;0.010
majandama;2;0.010
bakalaureus;2;0.010
magister;2;0.010
sõjavägi;2;0.010
vanur;2;0.010
ühing;2;0.010
istung;2;0.010
eino;2;0.010
elukool;2;0.010
raamatupidaja;2;0.010
bussipilet;2;0.010
pesa;2;0.010
2011.;2;0.010
esik;2;0.010
telliskivi;2;0.010
linnuhuviline;2;0.010
kehaline;2;0.010
kasvatus;2;0.010
erialatund;2;0.010
tü;2;0.010
planeering;2;0.010
kaheksa-üheksa;2;0.010
vallakodanik;2;0.010
pakend;2;0.010
konteiner;2;0.010
hõlmama;2;0.010
talunik;2;0.010
traktor;2;0.010
paberitöö;2;0.010
kelner;2;0.010
ametkond;2;0.010
kaos;2;0.010
ekstreemspordihall;2;0.010
näitering;2;0.010
tehnikamaailm;2;0.010
5000.;2;0.010
pidur;2;0.010
tuunima;2;0.010
2005;2;0.010
rattasõit;2;0.010
nõel;2;0.010
ekstreemsport;2;0.010
seonduv;2;0.010
paganama;2;0.010
ahmima;2;0.010
ekoriie;2;0.010
teostus;2;0.010
98.;2;0.010
pitsa;2;0.010
kolmekest;2;0.010
popmuusik;2;0.010
mainstreamiks;2;0.010
aarühma;2;0.010
väikestviis;2;0.010
kutsekool;2;0.010
kähe;2;0.010
trammipeatus;2;0.010
naabrimees;2;0.010
koomik;2;0.010
kahtlane;2;0.010
poliitiliselt;2;0.010
leo;2;0.010
diagonaal;2;0.010
majandusspetsialist;2;0.010
kritiseerima;2;0.010
tont;2;0.010
teadmata;2;0.010
suusasõit;2;0.010
vastupidavus;2;0.010
äkitselt;2;0.010
rahustav;2;0.010
ületreening;2;0.010
haamer;2;0.010
poodium;2;0.010
esikolmik;2;0.010
ausenberg;2;0.010
suusaaeg;2;0.010
350;2;0.010
audentes;2;0.010
perspektiivikas;2;0.010
2026;2;0.010
vigursuusatamine;2;0.010
rutiinne;2;0.010
võrkpallitrenn;2;0.010
tahtja;2;0.010
eduseis;2;0.010
lever;2;0.010
psühholoogiliselt;2;0.010
sära;2;0.010
läbipõlemine;2;0.010
kogutud;2;0.010
kõlle;2;0.010
täiendavalt;2;0.010
eraldatud;2;0.010
valimistulemus;2;0.010
kultuuriminister;2;0.010
rahvatants;2;0.010
minister;2;0.010
sugema;2;0.010
ujumine;2;0.010
devalveerima;2;0.010
91;2;0.010
meessportlane;2;0.010
telepilt;2;0.010
vaidlustama;2;0.010
terane;2;0.010
kaubik;2;0.010
land;2;0.010
teenindus;2;0.010
ville;2;0.010
õigustus;2;0.010
ford;2;0.010
sõidutama;2;0.010
pahasti;2;0.010
korvpalliliiga;2;0.010
keeld;2;0.010
rahatrahv;2;0.010
pretsedenditu;2;0.010
avaldus;2;0.010
hõre;2;0.010
itk;2;0.010
maakeel;2;0.010
öeldud;2;0.010
eesots;2;0.010
veteran;2;0.010
komplekteerimine;2;0.010
stiimul;2;0.010
rain;2;0.010
veidemann;2;0.010
jalgpalliliiga;2;0.010
identiteet;2;0.010
ringlema;2;0.010
mängumees;2;0.010
dis;2;0.010
sang;2;0.010
patriot;2;0.010
nba;2;0.010
sobivam;2;0.010
ülekaalukalt;2;0.010
oot-oot-oot-oot;2;0.010
osjee;2;0.010
sitröön;2;0.010
sõidumees;2;0.010
nov;2;0.010
lähipäev;2;0.010
kompama;2;0.010
ületamatu;2;0.010
viieteistkümnes;2;0.010
neljateistkümnes;2;0.010
murdumine;2;0.010
ennatlik;2;0.010
kõhklema;2;0.010
valiksari;2;0.010
teppan;2;0.010
martti;2;0.010
juhkami;2;0.010
keit;2;0.010
pupart;2;0.010
85;2;0.010
korvpallimeeskond;2;0.010
esmakordselt;2;0.010
komplekteerima;2;0.010
kergejõustiklane;2;0.010
doha;2;0.010
meetrine;2;0.010
hilissügis;2;0.010
maicel;2;0.010
rekordiline;2;0.010
suurvõistlus;2;0.010
positiivsemalt;2;0.010
ainuüksi;2;0.010
väristama;2;0.010
võimsalt;2;0.010
alge;2;0.010
muigama;2;0.010
otsustaja;2;0.010
silder;2;0.010
laskmis;2;0.010
bra;2;0.010
olümpiaala;2;0.010
hetkeseis;2;0.010
ilvesel;2;0.010
pale;2;0.010
maamees;2;0.010
baruto;2;0.010
elulugu;2;0.010
lõpparve;2;0.010
probleemistik;2;0.010
maire;2;0.010
aunaste;2;0.010
kuliss;2;0.010
ek;2;0.010
ehitusluba;2;0.010
ehitaja;2;0.010
ehitushind;2;0.010
harjumatu;2;0.010
pangasüsteem;2;0.010
laenuleping;2;0.010
keskpank;2;0.010
elukondlik;2;0.010
panga;2;0.010
ööinimene;2;0.010
vallutaja;2;0.010
muusikamaastik;2;0.010
ülistus;2;0.010
hirmuäratav;2;0.010
orkester;2;0.010
uss;2;0.010
ulatuma;2;0.010
viksima;2;0.010
lavakirjutaja;2;0.010
võrrand;2;0.010
mõõdupuu;2;0.010
2002;2;0.010
men;2;0.010
mank;2;0.010
miksama;2;0.010
julge;2;0.010
stiililiselt;2;0.010
räpplugu;2;0.010
piires;2;0.010
jututeema;2;0.010
vanamuusika;2;0.010
metal;2;0.010
omaaegne;2;0.010
seppelin;2;0.010
jackson;2;0.010
tõetera;2;0.010
mõmin;2;0.010
lüürika;2;0.010
žanriliselt;2;0.010
viieaastaselt;2;0.010
omapära;2;0.010
hobimuusik;2;0.010
süvamuusik;2;0.010
metallikas;2;0.010
hotell;2;0.010
püsivalt;2;0.010
töökas;2;0.010
tülitsema;2;0.010
360;2;0.010
infomüra;2;0.010
turundama;2;0.010
plaadileping;2;0.010
naljalt;2;0.010
tuntus;2;0.010
tip-top;2;0.010
võlusõna;2;0.010
tata;2;0.010
kaubamärk;2;0.010
assistent;2;0.010
lihtsustama;2;0.010
tänavamuusik;2;0.010
wellerman;2;0.010
song;2;0.010
vira;2;0.010
taustauuring;2;0.010
täheldama;2;0.010
mitmekordne;2;0.010
lepland;2;0.010
aimama;2;0.010
leibur;2;0.010
usutavalt;2;0.010
hävima;2;0.010
töötav;2;0.010
despassito;2;0.010
sans;2;0.010
willhelm;2;0.010
action;2;0.010
lord;2;0.010
motiiv;2;0.010
beatles;2;0.010
silune;2;0.010
imponeerima;2;0.010
täima;2;0.010
kutsumus;2;0.010
kultuuriakadeemia;2;0.010
huviring;2;0.010
ohverdama;2;0.010
teenimine;2;0.010
sisutu;2;0.010
kommunikatsioonivorm;2;0.010
kreem;2;0.010
šanss;2;0.010
õnnetu;2;0.010
rahvapidu;2;0.010
helimees;2;0.010
helirežissöör;2;0.010
laduma;2;0.010
pet;2;0.010
kik;2;0.010
kõrvu;2;0.010
ületootmine;2;0.010
ajupoolkera;2;0.010
poolkera;2;0.010
pilbas;2;0.010
dave;2;0.010
läpakat;2;0.010
siuline;2;0.010
rebecca;2;0.010
emadepäev;2;0.010
hüpotees;2;0.010
plagin;2;0.010
vahete;2;0.010
broneerima;2;0.010
billie;2;0.010
reprodutseerima;2;0.010
ink;2;0.010
niisugu;2;0.010
megasuur;2;0.010
säästma;2;0.010
režissöör;2;0.010
semi;2;0.010
ork;2;0.010
tunnine;2;0.010
ppm;2;0.010
140;2;0.010
popmuss;2;0.010
mõjutatav;2;0.010
tšik;2;0.010
ladina;2;0.010
driver;2;0.010
nostalgia;2;0.010
tiktokis;2;0.010
siukne;2;0.010
ilmselge;2;0.010
monte;2;0.010
triver;2;0.010
fleetwoo;2;0.010
lisens;2;0.010
äratuntav;2;0.010
neiu;2;0.010
hitimasin;2;0.010
ksi;2;0.010
nisugune;2;0.010
sess;2;0.010
ühe;2;0.010
jester;2;0.010
muusikapood;2;0.010
shin;2;0.010
pärl;2;0.010
domineeriv;2;0.010
vähesem;2;0.010
teke;2;0.010
tuntu;2;0.010
topik;2;0.010
hübriid;2;0.010
aprillikuu;2;0.010
variraport;2;0.010
ettekirjutus;2;0.010
saam;2;0.010
joost;2;0.010
peaspetsialist;2;0.010
korduv;2;0.010
juhtinud;2;0.010
murekoht;2;0.010
rahastamine;2;0.010
süsteemne;2;0.010
sotsiaalteenus;2;0.010
saaja;2;0.010
seadusandlus;2;0.010
sõnastus;2;0.010
elluviimine;2;0.010
otsustamine;2;0.010
sotsiaalministeerium;2;0.010
teave;2;0.010
subtiiter;2;0.010
hooldekodu;2;0.010
tugiteenus;2;0.010
rajamine;2;0.010
pakutav;2;0.010
suunis;2;0.010
järgima;2;0.010
levitama;2;0.010
nõndanimetatud;2;0.010
lihtsustatud;2;0.010
protseduur;2;0.010
rakendamine;2;0.010
spordikeskus;2;0.010
kiht;2;0.010
lumehunnik;2;0.010
ringiratast;2;0.010
meriti;2;0.010
puperdama;2;0.010
ärrituma;2;0.010
noja;2;0.010
nutikell;2;0.010
hoiatama;2;0.010
kolmekümnes;2;0.010
eelistama;2;0.010
juhtumine;2;0.010
aeglaselt;2;0.010
kon;2;0.010
paragrahv;2;0.010
märkmik;2;0.010
inter;2;0.010
puhkima;2;0.010
m1;2;0.010
mäi;2;0.010
kümmekond;2;0.010
tehnoloogiline;2;0.010
armprotsessor;2;0.010
line;2;0.010
arvutamine;2;0.010
network;2;0.010
performance;2;0.010
enneolematu;2;0.010
im;2;0.010
ten;2;0.010
arvutusvõimsus;2;0.010
tarbimine;2;0.010
kompanii;2;0.010
teisiti;2;0.010
võimsus;2;0.010
südamelähedane;2;0.010
määratud;2;0.010
kommunikeerimine;2;0.010
ebasõbralik;2;0.010
tahk;2;0.010
hierarhiline;2;0.010
usaldusväärne;2;0.010
eriarvamus;2;0.010
inspektor;2;0.010
hispaanlane;2;0.010
üldistama;2;0.010
tüüpiliselt;2;0.010
skaala;2;0.010
konsulteerima;2;0.010
kestnud;2;0.010
lugupidav;2;0.010
this;2;0.010
iisrael;2;0.010
hierarhia;2;0.010
mõtlemisviis;2;0.010
uskumine;2;0.010
efektiivselt;2;0.010
pettus;2;0.010
analüütiliselt;2;0.010
adekvaatselt;2;0.010
konspiratsiooniteoreetik;2;0.010
lamedam;2;0.010
küroskoop;2;0.010
pöörlema;2;0.010
paigal;2;0.010
aas;2;0.010
lõpmatult;2;0.010
raiskamine;2;0.010
raiskav;2;0.010
tilgutamine;2;0.010
kimbutama;2;0.010
ülekaaluline;2;0.010
tugevdama;2;0.010
elevus;2;0.010
misofoonik;2;0.010
hakkamine;2;0.010
eesliin;2;0.010
protsendiline;2;0.010
kraadine;2;0.010
ligipääs;2;0.010
70.;2;0.010
vähendatud;2;0.010
halvim;2;0.010
tõsisemalt;2;0.010
facepalm;2;0.010
harry;2;0.010
jõulukalender;2;0.010
jõulupuu;2;0.010
samuel;2;0.010
miniatuurne;2;0.010
pangandus;2;0.010
draiver;2;0.010
omafinantseering;2;0.010
laenutaotleja;2;0.010
äriettevõte;2;0.010
laenuotsus;2;0.010
eraisik;2;0.010
teenindama;2;0.010
tugevasti;2;0.010
vastutulek;2;0.010
20091011;2;0.010
proportsioon;2;0.010
pühkima;2;0.010
tulem;2;0.010
lühiajaliselt;2;0.010
nutt;2;0.010
ammutama;2;0.010
normaalsus;2;0.010
kütnud;2;0.010
mõistlikkus;2;0.010
sage;2;0.010
skype;2;0.010
zoom;2;0.010
lärm;2;0.010
liikuv;2;0.010
idest;2;0.010
hauduma;2;0.010
energiavahetus;2;0.010
instas;2;0.010
liialdama;2;0.010
kaan;2;0.010
tankima;2;0.010
tänksit;2;0.010
haakuma;2;0.010
protesteerima;2;0.010
protestiaktsioon;2;0.010
slogan;2;0.010
pritson;2;0.010
tamme;2;0.010
kriskala;2;0.010
bad;2;0.010
juriidiliselt;2;0.010
raad;2;0.010
sõnavabadus;2;0.010
hoidmine;2;0.010
loosung;2;0.010
konditsioneer;2;0.010
reser;2;0.010
liigitama;2;0.010
inimloomus;2;0.010
vaieldav;2;0.010
pankrot;2;0.010
mugavam;2;0.010
sorteerima;2;0.010
teadagi;2;0.010
teadja;2;0.010
eestlaslik;2;0.010
tvist;2;0.010
käis;2;0.010
väljaütlemine;2;0.010
keskerakond;2;0.010
kliiniline;2;0.010
paksult;2;0.010
usutav;2;0.010
levik;2;0.010
süstemaatiline;2;0.010
formuleerima;2;0.010
voolik;2;0.010
süva;2;0.010
pak;2;0.010
nunnu;2;0.010
käsna;2;0.010
ebaõnnestuma;2;0.010
lõhestamine;2;0.010
tõuklema;2;0.010
aktivist;2;0.010
jälk;2;0.010
arvamusliider;2;0.010
mõistev;2;0.010
1,3;2;0.010
tulevikuplaan;2;0.010
91.;2;0.010
elamisluba;2;0.010
linnaosa;2;0.010
aktuaalsem;2;0.010
siirdumine;2;0.010
reetur;2;0.010
järelevaatamine;2;0.010
ojamets;2;0.010
võrkpallimeeskond;2;0.010
foto;2;0.010
spordihoone;2;0.010
tüürima;2;0.010
tollal;2;0.010
võrkpallinaine;2;0.010
koduliiga;2;0.010
tšehhi;2;0.010
valikturniir;2;0.010
lahjem;2;0.010
janne;2;0.010
beljajev;2;0.010
krahv;2;0.010
kaotamine;2;0.010
ebamugavalt;2;0.010
embrich;2;0.010
erika;2;0.010
individuaalvõistlus;2;0.010
kulunud;2;0.010
laskesuusatamine;2;0.010
föderatsioon;2;0.010
eurosport;2;0.010
elementaarne;2;0.010
murdmaa;2;0.010
uga;2;0.010
1200;2;0.010
mitmeid-mitu;2;0.010
sõprusmäng;2;0.010
sööt;2;0.010
pärane;2;0.010
kandev;2;0.010
maraton;2;0.010
karel;2;0.010
broadcas;2;0.010
maa-ala;2;0.010
murdmine;2;0.010
gunnar;2;0.010
paugutama;2;0.010
solser;2;0.010
rendileping;2;0.010
doping;2;0.010
pööre;2;0.010
häbi;2;0.010
punastama;2;0.010
konstruktiivne;2;0.010
koostatud;2;0.010
klaavan;2;0.010
pealtvaataja;2;0.010
katkestamine;2;0.010
kiireim;2;0.010
asfalt;2;0.010
vihjama;2;0.010
willi;2;0.010
kiusamine;2;0.010
vaoshoitum;2;0.010
märtin;2;0.010
richard;2;0.010
lõppmäng;2;0.010
esireket;2;0.010
kohustuslik;2;0.010
pähkel;2;0.010
64;2;0.010
stabiilsus;2;0.010
tuch;2;0.010
touchdown;2;0.010
ülesehitamine;2;0.010
offi;2;0.010
golds;2;0.010
eneseületus;2;0.010
veidikene;2;0.010
latialt;2;0.010
pealinn;2;0.010
klubijuht;2;0.010
toimiv;2;0.010
treima;2;0.010
u20;2;0.010
kullame;2;0.010
annuk;2;0.010
abitreener;2;0.010
üleeile;2;0.010
vastutaja;2;0.010
sümpaatne;2;0.010
potas;2;0.010
kutsu;2;0.010
erima;2;0.010
umbluu;2;0.010
magamine;2;0.010
sevakin;2;0.010
eskaleeruma;2;0.010
drastiline;2;0.010
aplodeerima;2;0.010
vabanduma;2;0.010
agenda;2;0.010
move;2;0.010
pol;2;0.010
alatu;2;0.010
põõsas;2;0.010
pilduma;2;0.010
lüpsmine;2;0.010
teadasaamine;2;0.010
huviorbiit;2;0.010
väiksus;2;0.010
ümmarguselt;2;0.010
rat;2;0.010
vastakas;2;0.010
kadu;2;0.010
televisioonipakett;2;0.010
check;2;0.010
tuubel;2;0.010
33;2;0.010
loba;2;0.010
rassistlik;2;0.010
nuudel;2;0.010
starter;2;0.010
tõsielu;2;0.010
tuupima;2;0.010
soojalt;2;0.010
külmalt;2;0.010
argumenteerija;2;0.010
leer;2;0.010
keris;2;0.010
lõhestumine;2;0.010
viskamine;2;0.010
viiskümme;2;0.010
munamägi;2;0.010
reserch;2;0.010
sõrmus;2;0.010
miim;2;0.010
spot;2;0.010
kimmel;2;0.010
dv;2;0.010
elda;2;0.010
brigitte;2;0.010
unt;2;0.010
suudlema;2;0.010
nexte;2;0.010
fain;2;0.010
pett;2;0.010
sele;2;0.010
rolf;2;0.010
kriitilisem;2;0.010
solvav;2;0.010
loopimine;2;0.010
teleekraan;2;0.010
pruun;2;0.010
taunima;2;0.010
oksmaa;2;0.010
väravavaht;2;0.010
tolkshow;2;0.010
uudistesaade;2;0.010
õhtusaade;2;0.010
laviin;2;0.010
prügi;2;0.010
rahastatud;2;0.010
ajavahemik;2;0.010
cansel;2;0.010
valetamine;2;0.010
valiv;2;0.010
strateegiline;2;0.010
pidepunkt;2;0.010
avalikustama;2;0.010
kiitus;2;0.010
ulg;2;0.010
matsalu;2;0.010
tšau;2;0.010
ajalooraamat;2;0.010
päss;2;0.010
argentiina;2;0.010
aval;2;0.010
allveelaev;2;0.010
liitlane;2;0.010
õhuline;2;0.010
ülekaal;2;0.010
kolp;2;0.010
braun;2;0.010
