ngram;count;freq_per_100_n-gramms
ei teadma;854;0.6249
mina arvama;656;0.4800
see mõte;531;0.3885
mina ütlema;346;0.2532
see asi;302;0.2210
saama aru;298;0.2180
mina tahtma;289;0.2115
mina arust;273;0.1998
kogu aeg;236;0.1727
mina rääkima;182;0.1332
olema lihtsalt;182;0.1332
mina teadma;181;0.1324
olema tegelikult;180;0.1317
mina mõtlema;177;0.1295
ei tahtma;160;0.1171
see lugu;159;0.1163
olema vaja;157;0.1149
väga hea;154;0.1127
olema hea;142;0.1039
see aasta;137;0.1002
mina vaatama;131;0.0959
see inimene;128;0.0937
ei oskama;122;0.0893
selline asi;122;0.0893
mina lihtsalt;111;0.0812
mina meeldima;107;0.0783
ei no;105;0.0768
olema hästi;103;0.0754
mina nägema;102;0.0746
et tegelikult;101;0.0739
sina tahtma;101;0.0739
sina ütlema;87;0.0637
eelmine aasta;86;0.0629
see teema;83;0.0607
tema ütlema;83;0.0607
et inimene;83;0.0607
väga hästi;79;0.0578
ja ütlema;79;0.0578
mina panema;78;0.0571
mina võtma;78;0.0571
mina mäletama;77;0.0563
olema võimalik;77;0.0563
olema vaatama;77;0.0563
olema üldse;76;0.0556
üks asi;76;0.0556
see aeg;75;0.0549
ei mäletama;75;0.0549
niisugune asi;75;0.0549
sina arvama;74;0.0541
ja vaatama;73;0.0534
olema ütlema;73;0.0534
olema nägema;72;0.0527
olema eesti;71;0.0520
mingi hetk;71;0.0520
mis asi;71;0.0520
ei nägema;71;0.0520
mingi asi;68;0.0498
see nii-öelda;68;0.0498
olema no;66;0.0483
see hetk;66;0.0483
mina uskuma;66;0.0483
nagu ütlema;65;0.0476
teine asi;65;0.0476
mõni mõte;64;0.0468
olema täpselt;63;0.0461
see saade;62;0.0454
mina käima;61;0.0446
sina nägema;61;0.0446
see ütlema;61;0.0446
iga juht;61;0.0446
olema natuke;60;0.0439
ei ütlema;60;0.0439
see lihtsalt;59;0.0432
ei suutma;59;0.0432
sina vaatama;58;0.0424
ja no;58;0.0424
ja tegelikult;57;0.0417
aga no;57;0.0417
ei jõudma;57;0.0417
sina mõtlema;57;0.0417
väga suur;56;0.0410
olema kaks;56;0.0410
ja asi;55;0.0402
tema tahtma;55;0.0402
mina tunduma;54;0.0395
see küsimus;54;0.0395
et vaatama;54;0.0395
tema lihtsalt;54;0.0395
iga päev;53;0.0388
olema kindlasti;53;0.0388
kõige parem;53;0.0388
sina teadma;53;0.0388
mina tegelikult;53;0.0388
võima ütlema;53;0.0388
ei tohtima;52;0.0380
olema kuulma;52;0.0380
see film;51;0.0373
aga tegelikult;51;0.0373
esimene kord;50;0.0366
sina rääkima;49;0.0359
sama aeg;49;0.0359
mina tundma;49;0.0359
olema täna;48;0.0351
no ütlema;48;0.0351
et lihtsalt;48;0.0351
et äkki;48;0.0351
ei meeldima;47;0.0344
aga lihtsalt;47;0.0344
et kuulma;47;0.0344
olema huvitav;46;0.0337
üks lugu;46;0.0337
see vaatama;46;0.0337
mina kuulama;45;0.0329
ei uskuma;45;0.0329
mina küsima;45;0.0329
tahtma ütlema;44;0.0322
et eesti;44;0.0322
olema nõus;44;0.0322
olema õige;44;0.0322
puue inimene;44;0.0322
et ütlema;43;0.0315
mina lootma;43;0.0315
et okei;43;0.0315
olema jälle;43;0.0315
nii ütlema;42;0.0307
see koht;42;0.0307
ei viitsima;41;0.0300
see osa;41;0.0300
sina võtma;41;0.0300
nii suur;40;0.0293
et no;40;0.0293
see vana;40;0.0293
see muusika;40;0.0293
mina jääma;39;0.0285
olema okei;39;0.0285
tema rääkima;39;0.0285
et võtma;39;0.0285
olema suur;39;0.0285
noh ütlema;39;0.0285
päris hea;39;0.0285
see tähendama;39;0.0285
vana kool;39;0.0285
ju tegelikult;38;0.0278
eesti keel;38;0.0278
kõik asi;38;0.0278
olema tehtud;38;0.0278
uus aasta;38;0.0278
üks hetk;38;0.0278
siis tegelikult;38;0.0278
eesti laul;38;0.0278
see kaks;37;0.0271
see maailm;37;0.0271
siis nii-öelda;37;0.0271
aga ütlema;37;0.0271
sina panema;37;0.0271
sama asi;37;0.0271
nagu hästi;37;0.0271
mingi mõte;37;0.0271
olema inimene;37;0.0271
ja panema;36;0.0263
ei võtma;36;0.0263
kui inimene;36;0.0263
see eesti;36;0.0263
sina lihtsalt;36;0.0263
mina saade;35;0.0256
nagu inimene;35;0.0256
olema halb;35;0.0256
kaks aasta;35;0.0256
see esimene;35;0.0256
mis tähendama;35;0.0256
mina kuulma;35;0.0256
ja lihtsalt;34;0.0249
kõige suurem;34;0.0249
väga huvitav;34;0.0249
ei andma;33;0.0241
see tunduma;33;0.0241
viimane aeg;33;0.0241
see mäng;33;0.0241
iga kord;33;0.0241
olema mõtlema;33;0.0241
kes tahtma;32;0.0234
olema nii-öelda;32;0.0234
teine inimene;32;0.0234
ja rääkima;32;0.0234
see käima;32;0.0234
ka tegelikult;31;0.0227
väga meeldima;31;0.0227
see andma;31;0.0227
mina jõudma;31;0.0227
ja võtma;31;0.0227
siis vaatama;31;0.0227
olema näide;31;0.0227
ei kujutama;31;0.0227
siis ütlema;31;0.0227
saama teadma;30;0.0220
ei käima;30;0.0220
ei vaatama;30;0.0220
see jutt;30;0.0220
olema parem;30;0.0220
nagu lihtsalt;30;0.0220
see kõlama;30;0.0220
eesti puue;30;0.0220
see rääkima;30;0.0220
olema käima;30;0.0220
ei panema;29;0.0212
olema esimene;29;0.0212
hea meel;29;0.0212
mina kujutama;29;0.0212
või no;29;0.0212
too hetk;29;0.0212
saama ütlema;29;0.0212
üks päev;29;0.0212
palju asi;29;0.0212
see olukord;29;0.0212
olema erinev;29;0.0212
inimene koda;29;0.0212
väga kõva;29;0.0212
nagu vaatama;29;0.0212
see probleem;28;0.0205
mina elu;28;0.0205
see uus;28;0.0205
mina andma;28;0.0205
olema täis;28;0.0205
ausalt ütlema;28;0.0205
olema jõudma;28;0.0205
olema aeg;28;0.0205
nagu tegelikult;28;0.0205
palju inimene;28;0.0205
lugu nimi;28;0.0205
mina lugema;27;0.0198
see tegelikult;27;0.0198
