lemma;raw_count;freq_per_100_lemmas
igasugu;4;0.031
ausus;4;0.031
galaktika;4;0.031
mitukümmend;4;0.031
kuldne;4;0.031
kliima;4;0.031
geneetiline;4;0.031
üleminek;4;0.031
intensiivsem;4;0.031
mass;4;0.031
soojem;4;0.031
maakera;4;0.031
kehastus;4;0.031
õudus;4;0.031
jada;4;0.031
petma;4;0.031
lise;4;0.031
kergemalt;4;0.031
looming;4;0.031
langus;4;0.031
sugulane;4;0.031
hingetasand;4;0.031
isiksus;4;0.031
talu;4;0.031
kuninganna;4;0.031
kõrgemal;4;0.031
lähedus;4;0.031
kehastumine;4;0.031
patt;4;0.031
järsk;4;0.031
haigestumine;4;0.031
tervenema;4;0.031
puhkema;4;0.031
domineeriv;4;0.031
järgnema;4;0.031
mõttetu;4;0.031
10000;4;0.031
harjumaa;4;0.031
taastamine;4;0.031
vöönd;4;0.031
hõljuma;4;0.031
mess;4;0.031
nauding;4;0.031
meelitama;4;0.031
ekstra;4;0.031
homoseksuaalne;4;0.031
reisima;4;0.031
realiseeruma;4;0.031
hilja;4;0.031
broadca;4;0.031
kohapealne;4;0.031
turuaktiivsus;4;0.031
investeerimine;4;0.031
nina;4;0.031
ehitushind;4;0.031
kraana;4;0.031
rüütel;4;0.031
niit;4;0.031
eurone;4;0.031
temperatuur;4;0.031
üliõpilane;4;0.031
koduostja;4;0.031
äratama;4;0.031
pikaajaliselt;4;0.031
puumaja;4;0.031
siiamaale;4;0.031
kütma;4;0.031
ruut;4;0.031
kaunis;4;0.031
tulemine;4;0.031
hoonestusõigus;4;0.031
rajama;4;0.031
ostusoov;4;0.031
toaline;4;0.031
2022;4;0.031
teenindamine;4;0.031
ometigi;4;0.031
äär;4;0.031
kaevama;4;0.031
2018;4;0.031
nõutud;4;0.031
hirmutav;4;0.031
ägedam;4;0.031
haru;4;0.031
paanika;4;0.031
narva;4;0.031
noortevahetus;4;0.031
kolimine;4;0.031
jätmine;4;0.031
koormama;4;0.031
potentsiaalne;4;0.031
piirkondlik;4;0.031
pangakonto;4;0.031
esitatud;4;0.031
eksisteerima;4;0.031
projektijuht;4;0.031
ohukoht;4;0.031
ülehindama;4;0.031
ajaline;4;0.031
sotsiaalkaitseminister;4;0.031
sotsiaaltöö;4;0.031
üks-üks;4;0.031
sotsiaalvaldkond;4;0.031
haldusala;4;0.031
soodustama;4;0.031
aeglane;4;0.031
kuuluv;4;0.031
hooldus;4;0.031
erisus;4;0.031
pooldama;4;0.031
kooselu;4;0.031
märkus;4;0.031
vananemine;4;0.031
omastehooldus;4;0.031
tööelu;4;0.031
saba;4;0.031
optimistlik;4;0.031
kuulmiseni;4;0.031
anneli;4;0.031
toitumisteraapia;4;0.031
täiendkoolitus;4;0.031
toitumisalane;4;0.031
eksam;4;0.031
õppekava;4;0.031
koosnema;4;0.031
saadaval;4;0.031
komm;4;0.031
põhjalikumalt;4;0.031
võileib;4;0.031
teoreetiliselt;4;0.031
kraam;4;0.031
lõbus;4;0.031
diabeet;4;0.031
normaliseeruma;4;0.031
indeks;4;0.031
lõunasöök;4;0.031
puhastumine;4;0.031
tervislikum;4;0.031
kilo;4;0.031
kurtma;4;0.031
orienteeruma;4;0.031
uurimine;4;0.031
teadusministeerium;4;0.031
suurusjärk;4;0.031
väidetavalt;4;0.031
valgamaa;4;0.031
kooliaasta;4;0.031
küsitlus;4;0.031
sujuvalt;4;0.031
ladu;4;0.031
uuendama;4;0.031
elektrooniline;4;0.031
iseseisev;4;0.031
iseseisvalt;4;0.031
rõõmustama;4;0.031
120;4;0.031
maksimaalselt;4;0.031
tunnikoormus;4;0.031
temaatika;4;0.031
samm-sammult;4;0.031
sots;4;0.031
annika;4;0.031
peaministripartei;4;0.031
usutav;4;0.031
rebitud;4;0.031
tagasitulek;4;0.031
riigiettevõte;4;0.031
aprill;4;0.031
järk-järgult;4;0.031
koondatud;4;0.031
otsustaja;4;0.031
töötatud;4;0.031
balti;4;0.031
härra;4;0.031
karu;4;0.031
olek;4;0.031
indrek;4;0.031
kõlbama;4;0.031
ütlemine;4;0.031
noorsoot;4;0.031
noortevolikogu;4;0.031
seitsmeaastane;4;0.031
protokoll;4;0.031
kodanik;4;0.031
nuga;4;0.031
jagamine;4;0.031
kup;4;0.031
kakskümmend;4;0.031
helen;4;0.031
väsitav;4;0.031
käskima;4;0.031
tahes;4;0.031
online;4;0.031
pannkook;4;0.031
päevapealt;4;0.031
noorsoo;4;0.031
vasak;4;0.031
lastekaitsepäev;4;0.031
varaait;4;0.031
instagrami;4;0.031
ilmatsalu;4;0.031
helle;4;0.031
kinnine;4;0.031
testament;4;0.031
harmoonia;4;0.031
piibel;4;0.031
kogemata;4;0.031
helve;4;0.031
elamine;4;0.031
broneerima;4;0.031
kahekesi;4;0.031
jäämine;4;0.031
järgija;4;0.031
keeld;4;0.031
püüdlema;4;0.031
soovitu;4;0.031
šašlõkk;4;0.031
naturaalne;4;0.031
kohustama;4;0.031
klaarima;4;0.031
õhustik;4;0.031
sinnani;4;0.031
grill;4;0.031
protseduur;4;0.031
68;4;0.031
ansip;4;0.031
taanduma;4;0.031
parlament;4;0.031
määramine;4;0.031
vihje;4;0.031
juhitav;4;0.031
koosseis;4;0.031
pettuma;4;0.031
seljatamine;4;0.031
ehitaja;4;0.031
seitsmeteistkümnes;4;0.031
väärima;4;0.031
südametunnistus;4;0.031
muutumine;4;0.031
naaberriik;4;0.031
ligipääs;4;0.031
võimekus;4;0.031
ülioluline;4;0.031
kiirustama;4;0.031
tavapäraselt;4;0.031
moskva;4;0.031
sebima;4;0.031
veevale;4;0.031
mõõtmine;4;0.031
sekund;4;0.031
ambur;4;0.031
sõnn;4;0.031
ahi;4;0.031
parameeter;4;0.031
õhumärk;4;0.031
iseloomustama;4;0.031
sisend;4;0.031
pehme;4;0.031
hindamine;4;0.031
hinnastamine;4;0.031
kõikuma;4;0.031
müügiprotsess;4;0.031
pisiasi;4;0.031
kaks-kolm;4;0.031
lüli;4;0.031
peit;4;0.031
silmaring;4;0.031
täiuslik;4;0.031
arenemine;4;0.031
kõhklus;4;0.031
rändama;4;0.031
põlv;4;0.031
stabiilselt;4;0.031
siinsamas;4;0.031
vanemmaakler;4;0.031
ljanika;4;0.031
janika;4;0.031
hotell;4;0.031
sed;4;0.031
kinnisvaramaailm;4;0.031
tahk;4;0.031
äriline;4;0.031
sotsiaalmeediaturundus;4;0.031
konkurents;4;0.031
arkavar;4;0.031
kõrgharidus;4;0.031
150000;4;0.031
sedasorti;4;0.031
mainitud;4;0.031
flaier;4;0.031
osakoormus;4;0.031
habe;4;0.031
kristall;4;0.031
julgem;4;0.031
puhastamine;4;0.031
eksinud;4;0.031
rõõmsalt;4;0.031
ümberringi;4;0.031
arkavara;4;0.031
maamaja;4;0.031
buum;4;0.031
niipea;4;0.031
rajoon;4;0.031
rõdu;4;0.031
lift;4;0.031
seostuma;4;0.031
kalamaja;4;0.031
vangla;4;0.031
köitma;4;0.031
33;4;0.031
vaikus;4;0.031
tööpäev;4;0.031
suunduma;4;0.031
tavainimene;4;0.031
sportlik;4;0.031
kaneel;4;0.031
nauditav;4;0.031
krooniline;4;0.031
passiivne;4;0.031
istumine;4;0.031
hoopiski;4;0.031
õrn;4;0.031
retsept;4;0.031
treeneriamet;4;0.031
bioloogia;4;0.031
kolm-neli;4;0.031
pikutama;4;0.031
puhkamine;4;0.031
lülitama;4;0.031
raam;4;0.031
määratud;4;0.031
sinine;4;0.031
vererõhk;4;0.031
päästja;4;0.031
karistus;4;0.031
vaenlane;4;0.031
signaal;4;0.031
üle-eelmine;4;0.031
taldrik;4;0.031
mölakas;4;0.031
kaas;4;0.031
poti;4;0.031
liisa;4;0.031
reinsalu;4;0.031
küsitud;4;0.031
rahandusministeerium;4;0.031
postimees;4;0.031
45;4;0.031
mahukas;4;0.031
teke;4;0.031
päevaleht;4;0.031
vahemik;4;0.031
ööklubi;4;0.031
perekonnaseadus;4;0.031
vähemus;4;0.031
salu;4;0.031
arusaadavalt;4;0.031
ootamatult;4;0.031
süvenema;4;0.031
karjäärinõustamine;4;0.031
skript;4;0.031
töökogemus;4;0.031
pulss;4;0.031
kodulehekülg;4;0.031
aktiveerimine;4;0.031
kaitse;4;0.031
raskelt;4;0.031
saaremaa;4;0.031
ulatus;4;0.031
kehtestamine;4;0.031
karmim;4;0.031
kraav;4;0.031
põhinev;4;0.031
positsioneerimine;4;0.031
karistamine;4;0.031
kurjategija;4;0.031
senini;4;0.031
istung;4;0.031
sisaldama;4;0.031
levitama;4;0.031
ülemäärane;4;0.031
ööbimine;4;0.031
hukas;4;0.031
aastakümme;4;0.031
huvitavam;4;0.031
väli;4;0.031
rahatarkus;4;0.031
tiktokk;4;0.031
nutinoorsootöö;4;0.031
like;4;0.031
bodcasti;4;0.031
sau;4;0.031
poolaasta;4;0.031
augustikuu;4;0.031
kaugtöö;4;0.031
post;4;0.031
juulikuu;4;0.031
tootmisettevõte;4;0.031
koonduma;4;0.031
ööbima;4;0.031
kalkuleerima;4;0.031
tiit;4;0.031
kaljulaidi;4;0.031
ühiskondlik;4;0.031
varjatud;4;0.031
kättesaadavam;4;0.031
spirituaalne;4;0.031
rahulikumalt;4;0.031
bluuto;4;0.031
sõrg;4;0.031
võluma;4;0.031
täpp;4;0.031
põgusalt;4;0.031
fantaasia;4;0.031
vallutama;4;0.031
argumentatsioon;4;0.031
siseruum;4;0.031
nõukoda;4;0.031
nõrkus;4;0.031
instituut;4;0.031
koorem;4;0.031
hingamisterapeut;4;0.031
baasprogramm;4;0.031
intensiivselt;4;0.031
krampi;4;0.031
tõke;4;0.031
valama;4;0.031
algallikas;4;0.031
hingetõmme;4;0.031
alfa;4;0.031
saun;4;0.031
loov;4;0.031
mui;4;0.031
märkamine;4;0.031
ümarlaud;4;0.031
häire;4;0.031
kurbus;4;0.031
matma;4;0.031
koolinoor;4;0.031
õhkkond;4;0.031
riskitegur;4;0.031
sünge;4;0.031
nukk;4;0.031
katus;4;0.031
koolipsühholoog;4;0.031
vigastama;4;0.031
ilu;4;0.031
kliiniline;4;0.031
maalima;4;0.031
kaunistama;4;0.031
torkima;4;0.031
king;4;0.031
kaardipakk;4;0.031
pettumus;4;0.031
mikrofon;4;0.031
kukal;4;0.031
ahistama;4;0.031
ümbritsema;4;0.031
pruun;4;0.031
metsik;4;0.031
asenduma;4;0.031
eluline;4;0.031
õnnetu;4;0.031
rinnavähk;4;0.031
kogunema;4;0.031
vahetu;4;0.031
heidutus;4;0.031
20.;4;0.031
teesklema;4;0.031
asjaolu;4;0.031
ärritama;4;0.031
lennart;4;0.031
ootamine;4;0.031
pakett;4;0.031
metodraie;4;0.031
75;4;0.031
vaevama;4;0.031
keskendunud;4;0.031
ralli;4;0.031
pensioniraha;4;0.031
omafinantseering;4;0.031
kapital;4;0.031
finantseerima;4;0.031
likviidne;4;0.031
võlgu;4;0.031
jälg;4;0.031
traumakabinet;4;0.031
laduma;4;0.031
traumamehhanism;4;0.031
külastatavus;4;0.031
lõige;4;0.031
öine;4;0.031
traumapunkt;4;0.031
vigastatud;4;0.031
tagasihoidlik;4;0.031
kuidagimoodi;4;0.031
assistent;4;0.031
tra;4;0.031
hall;4;0.031
pisar;4;0.031
elementaarne;4;0.031
vanusepiirang;4;0.031
karilaid;4;0.031
mahl;4;0.031
trikk;4;0.031
definitsioon;4;0.031
access;4;0.031
hunnik;4;0.031
korporatsioon;4;0.031
pohlamoos;4;0.031
tuleelement;4;0.031
tuline;4;0.031
keema;4;0.031
pirn;4;0.031
näitamine;4;0.031
käik;4;0.031
maarja;4;0.031
kuritegu;4;0.031
libakonto;4;0.031
raadiosaade;4;0.031
ajaplaneerimine;4;0.031
telefonikõne;4;0.031
firma;4;0.031
laura;4;0.031
täiskuu;4;0.031
perekonnaliige;4;0.031
käpp;4;0.031
treenitud;4;0.031
hundikari;4;0.031
metssiga;4;0.031
metsloom;4;0.031
diplom;4;0.031
pedofiil;4;0.031
siiri;4;0.031
oviir;4;0.031
ehitusspetsialist;4;0.031
ärimudel;4;0.031
insener;4;0.031
autentsus;4;0.031
linnasisene;4;0.031
linnaväline;4;0.031
kokkutulek;4;0.031
maailmavaateline;4;0.031
näidiskorter;4;0.031
manustama;4;0.031
toksilisus;4;0.031
valgusüntees;4;0.031
rasvatriip;4;0.031
kartulikrõps;4;0.031
tervisekriis;4;0.031
turismisektor;4;0.031
telg;4;0.031
suvepuhkus;3;0.023
natukeseks;3;0.023
agnes;3;0.023
blond;3;0.023
kõrvaklapp;3;0.023
analüüsimine;3;0.023
poodkest;3;0.023
tege;3;0.023
podcasti;3;0.023
väljasõit;3;0.023
autovabadus;3;0.023
puiestee;3;0.023
aku;3;0.023
viis-kuus;3;0.023
muutuv;3;0.023
dna;3;0.023
poolus;3;0.023
külmem;3;0.023
viie-kuus;3;0.023
ulme;3;0.023
tihe;3;0.023
paljas;3;0.023
headus;3;0.023
säde;3;0.023
vaimutasand;3;0.023
suhteline;3;0.023
abiline;3;0.023
vanaisa;3;0.023
jeesus;3;0.023
kristus;3;0.023
ese;3;0.023
klammerduma;3;0.023
kummitus;3;0.023
õnnistama;3;0.023
põõsas;3;0.023
kontingent;3;0.023
ungari;3;0.023
arendav;3;0.023
viljastuma;3;0.023
daam;3;0.023
soosima;3;0.023
drastiline;3;0.023
järsult;3;0.023
ülemaailmne;3;0.023
lähiaasta;3;0.023
kallinema;3;0.023
osaliselt;3;0.023
soetama;3;0.023
äärmus;3;0.023
tikk;3;0.023
metall;3;0.023
sõltuv;3;0.023
rahulikum;3;0.023
visioon;3;0.023
telomeer;3;0.023
vananema;3;0.023
kümne-viisteist;3;0.023
kõrgel;3;0.023
detailne;3;0.023
kogetud;3;0.023
lend;3;0.023
boks;3;0.023
toru;3;0.023
resoneeruma;3;0.023
šampanja;3;0.023
de;3;0.023
pass;3;0.023
aktiveeritud;3;0.023
sootu;3;0.023
täheldama;3;0.023
kalduma;3;0.023
iseseisvus;3;0.023
visadus;3;0.023
laabuma;3;0.023
rahasumma;3;0.023
oot-oot-oot;3;0.023
põnevalt;3;0.023
võrk;3;0.023
müümine;3;0.023
üürimine;3;0.023
ostupakkumine;3;0.023
peetud;3;0.023
hinnatase;3;0.023
inflatsioon;3;0.023
tüüpkorter;3;0.023
rajamine;3;0.023
avarus;3;0.023
igalühel;3;0.023
üüripakkumine;3;0.023
tulu;3;0.023
märgatav;3;0.023
ülevaatamine;3;0.023
ehitusluba;3;0.023
rahunemine;3;0.023
audru;3;0.023
valgerand;3;0.023
õnneks;3;0.023
kinnistuma;3;0.023
otsustamine;3;0.023
teretulnud;3;0.023
maandamine;3;0.023
põgus;3;0.023
sissevaade;3;0.023
regioon;3;0.023
kolsar;3;0.023
solidaarsuskorpus;3;0.023
tutvustus;3;0.023
rahastama;3;0.023
korpus;3;0.023
tulev;3;0.023
aastaaeg;3;0.023
kandideerimine;3;0.023
võrgustik;3;0.023
rikkam;3;0.023
eeskätt;3;0.023
läbiv;3;0.023
ametlikult;3;0.023
allkirjastama;3;0.023
solidaarsusprojekt;3;0.023
fond;3;0.023
agentuur;3;0.023
koolitaja;3;0.023
isend;3;0.023
advokaat;3;0.023
kuulsus;3;0.023
realiseerimine;3;0.023
täituma;3;0.023
pidurduma;3;0.023
seaduserikkumine;3;0.023
koroonaviirus;3;0.023
töörühm;3;0.023
feminist;3;0.023
isemoodi;3;0.023
võrdsus;3;0.023
õigupoolest;3;0.023
perekondlik;3;0.023
verbaalne;3;0.023
mittetulundusühing;3;0.023
võrdsustama;3;0.023
ajahetk;3;0.023
rahvastik;3;0.023
väärikas;3;0.023
tervishoiusüsteem;3;0.023
saadetud;3;0.023
2019.;3;0.023
rikkus;3;0.023
hulgi;3;0.023
kujundamine;3;0.023
erinevam;3;0.023
kogum;3;0.023
partei;3;0.023
toona;3;0.023
suitsetamine;3;0.023
maaleht;3;0.023
toitumisnõustamine;3;0.023
meedik;3;0.023
puutumata;3;0.023
spetsiaalne;3;0.023
haridusministeerium;3;0.023
organ;3;0.023
tarvitama;3;0.023
kaloraaž;3;0.023
muna;3;0.023
konkreetsem;3;0.023
põhjamaa;3;0.023
toidukord;3;0.023
toitumiskava;3;0.023
puudujääk;3;0.023
mahe;3;0.023
mahetoit;3;0.023
põllumaa;3;0.023
varakult;3;0.023
koormus;3;0.023
kehakaal;3;0.023
biokeemia;3;0.023
kõrgemalt;3;0.023
kuiv;3;0.023
maitsma;3;0.023
normaalselt;3;0.023
edasine;3;0.023
alkohol;3;0.023
paastumine;3;0.023
hiina;3;0.023
piirav;3;0.023
tasakaalustama;3;0.023
geenikool;3;0.023
ahel;3;0.023
lausaliselt;3;0.023
suunamine;3;0.023
lõuna-eesti;3;0.023
ilmne;3;0.023
800;3;0.023
ilmselge;3;0.023
kooliõde;3;0.023
üldhariduskool;3;0.023
veidikene;3;0.023
jagu;3;0.023
objektiivne;3;0.023
tasakaalukas;3;0.023
aktus;3;0.023
igavene;3;0.023
peeter;3;0.023
raisku;3;0.023
ekraan;3;0.023
uuendamine;3;0.023
arusaadavasti;3;0.023
jõudmine;3;0.023
64;3;0.023
lauri;3;0.023
inetu;3;0.023
raimo;3;0.023
ausõna;3;0.023
igatsema;3;0.023
eetiline;3;0.023
kett;3;0.023
lõputult;3;0.023
optimeerima;3;0.023
professionaalselt;3;0.023
al;3;0.023
kõhutunne;3;0.023
kino;3;0.023
teenindus;3;0.023
bolt;3;0.023
peakontor;3;0.023
polt;3;0.023
integreerima;3;0.023
reljeefne;3;0.023
ossinovsk;3;0.023
taani;3;0.023
rootsi;3;0.023
võetav;3;0.023
teemaline;3;0.023
planeering;3;0.023
arendustegevus;3;0.023
kirjeldus;3;0.023
moodus;3;0.023
esindus;3;0.023
kelgutama;3;0.023
ilgelt;3;0.023
adekvaatne;3;0.023
plaanima;3;0.023
püks;3;0.023
närima;3;0.023
kirjas;3;0.023
üheskoos;3;0.023
omaalgatus;3;0.023
korraldaja;3;0.023
infovahetus;3;0.023
kate;3;0.023
tänavanoorsootöö;3;0.023
kaardistama;3;0.023
alaealine;3;0.023
valem;3;0.023
piires;3;0.023
viisakus;3;0.023
sobivam;3;0.023
segane;3;0.023
emotsionaalselt;3;0.023
mälestus;3;0.023
silmitsi;3;0.023
paindlik;3;0.023
e-noortekas;3;0.023
avatar;3;0.023
reede;3;0.023
universaalne;3;0.023
disko;3;0.023
server;3;0.023
zoom;3;0.023
keetmine;3;0.023
pooleliolev;3;0.023
vets;3;0.023
viisakalt;3;0.023
korterikaaslane;3;0.023
23;3;0.023
november;3;0.023
tunnustama;3;0.023
graffiti;3;0.023
hitt;3;0.023
rubriik;3;0.023
geniaalne;3;0.023
uskumatult;3;0.023
vissarion;3;0.023
viimne;3;0.023
meeter;3;0.023
väikene;3;0.023
retkin;3;0.023
ebameeldivam;3;0.023
negatiivsus;3;0.023
visarion;3;0.023
šokeeriv;3;0.023
staatus;3;0.023
vastastikune;3;0.023
lt;3;0.023
36;3;0.023
kurvastama;3;0.023
pidaja;3;0.023
presidendikandidaat;3;0.023
viisakas;3;0.023
lugupeetud;3;0.023
ametiaeg;3;0.023
jäik;3;0.023
nõupidamine;3;0.023
sõdur;3;0.023
kohane;3;0.023
süü;3;0.023
märksa;3;0.023
karmistama;3;0.023
erakordne;3;0.023
käkk;3;0.023
raport;3;0.023
järelevalve;3;0.023
riigimees;3;0.023
aastapäev;3;0.023
mängija;3;0.023
haruldane;3;0.023
lennujaam;3;0.023
38;3;0.023
põgenik;3;0.023
lähemal;3;0.023
survestama;3;0.023
inimlikkus;3;0.023
defitsiit;3;0.023
järg;3;0.023
kredex;3;0.023
ühendamine;3;0.023
kivike;3;0.023
vana-aasta;3;0.023
milleks;3;0.023
sünniaeg;3;0.023
kellakeeramine;3;0.023
suveaeg;3;0.023
sodiaagimärk;3;0.023
vaatlus;3;0.023
talvine;3;0.023
arvamine;3;0.023
massimeedia;3;0.023
13.;3;0.023
kandja;3;0.023
maine;3;0.023
õnnelikum;3;0.023
kõrvuti;3;0.023
joodik;3;0.023
valgustama;3;0.023
trügima;3;0.023
mast;3;0.023
hüüdma;3;0.023
süntees;3;0.023
lõik;3;0.023
sünnihetk;3;0.023
elatud;3;0.023
kand;3;0.023
viha;3;0.023
riiul;3;0.023
tegevjuht;3;0.023
rävala;3;0.023
visatud;3;0.023
toidupood;3;0.023
soovitud;3;0.023
efektiivselt;3;0.023
kuulutama;3;0.023
petlik;3;0.023
esialgne;3;0.023
hindamisakt;3;0.023
brita;3;0.023
tuntum;3;0.023
mentorlussüsteem;3;0.023
ko;3;0.023
üksus;3;0.023
2009.;3;0.023
parandamine;3;0.023
täiendama;3;0.023
lastevanem;3;0.023
laiendama;3;0.023
süsteemsus;3;0.023
järjepidevalt;3;0.023
tuksuma;3;0.023
neli-viis;3;0.023
ebaõnnestuma;3;0.023
konfidentsiaalsus;3;0.023
risti-rästi;3;0.023
vahendama;3;0.023
limiit;3;0.023
juurduma;3;0.023
pihk;3;0.023
seadmine;3;0.023
juhtimisindeks;3;0.023
täienema;3;0.023
venekeelne;3;0.023
juunikuu;3;0.023
abc;3;0.023
arenguprogramm;3;0.023
puhk;3;0.023
va;3;0.023
remax;3;0.023
tänaseni;3;0.023
kriisiolukord;3;0.023
kristen;3;0.023
lapsepõlveunistus;3;0.023
toonane;3;0.023
allaandmine;3;0.023
kokkuvõtlikult;3;0.023
ehitusmaterjal;3;0.023
tuldud;3;0.023
ehitusekspert;3;0.023
ärima;3;0.023
maakleripäev;3;0.023
värvikas;3;0.023
keskharidus;3;0.023
mõttemaailm;3;0.023
kontakteeruma;3;0.023
treeningprogramm;3;0.023
käivituma;3;0.023
bränditurg;3;0.023
toomine;3;0.023
digiturundus;3;0.023
pang;3;0.023
live;3;0.023
varn;3;0.023
kanaldama;3;0.023
kosmos;3;0.023
registreerima;3;0.023
kaugelt;3;0.023
hari;3;0.023
regi;3;0.023
maagiline;3;0.023
seen;3;0.023
vikerkaar;3;0.023
rõhk;3;0.023
edukam;3;0.023
energeetika;3;0.023
tsakra;3;0.023
närviline;3;0.023
samaaegselt;3;0.023
unistamine;3;0.023
virisema;3;0.023
töötasu;3;0.023
vein;3;0.023
värisema;3;0.023
rohi;3;0.023
tume;3;0.023
sõrmus;3;0.023
kohusetundlik;3;0.023
persoon;3;0.023
terjevõrk;3;0.023
suvitama;3;0.023
eliste;3;0.023
räämas;3;0.023
kanalisatsioon;3;0.023
mustamägi;3;0.023
üles-alla;3;0.023
ühetoaline;3;0.023
hitim;3;0.023
vanalinn;3;0.023
puit;3;0.023
analoogne;3;0.023
kinnisvarahind;3;0.023
eramaja;3;0.023
lisanduma;3;0.023
mugavam;3;0.023
asula;3;0.023
tühjus;3;0.023
tori;3;0.023
ajutine;3;0.023
vaiksem;3;0.023
elamufond;3;0.023
kargama;3;0.023
tasakaalukalt;3;0.023
mitmekesiselt;3;0.023
sulama;3;0.023
eluetapp;3;0.023
igavesti;3;0.023
viiekümnes;3;0.023
mõttekoht;3;0.023
kiusatus;3;0.023
näksima;3;0.023
roog;3;0.023
teene;3;0.023
fitness;3;0.023
jõutreening;3;0.023
lapseiga;3;0.023
rong;3;0.023
töönädal;3;0.023
melu;3;0.023
tulevikuplaan;3;0.023
spordiriie;3;0.023
tõesõna;3;0.023
ebaloomulik;3;0.023
vereliin;3;0.023
pauk;3;0.023
14.;3;0.023
teismeiga;3;0.023
veri;3;0.023
kaenal;3;0.023
maksmine;3;0.023
hullumeelne;3;0.023
siiralt;3;0.023
hubane;3;0.023
piinav;3;0.023
atraktiivsem;3;0.023
võimsam;3;0.023
palve;3;0.023
vääriline;3;0.023
tuul;3;0.023
tollane;3;0.023
kaaslane;3;0.023
asetus;3;0.023
läbipaistvus;3;0.023
pädevus;3;0.023
pakosta;3;0.023
ebaõiglane;3;0.023
hooldama;3;0.023
korraldatud;3;0.023
omandamine;3;0.023
diskrimineerimine;3;0.023
kahjulik;3;0.023
majanduslikult;3;0.023
trahv;3;0.023
sookvoot;3;0.023
sedapidi;3;0.023
prantsusmaa;3;0.023
norra;3;0.023
jook;3;0.023
paralleel;3;0.023
barjäär;3;0.023
töötav;3;0.023
müügiinimene;3;0.023
motiveeriv;3;0.023
äriplaan;3;0.023
tööjõud;3;0.023
skype;3;0.023
id-kaart;3;0.023
chat;3;0.023
nakatama;3;0.023
kooskõlastama;3;0.023
veebileht;3;0.023
prantsuse;3;0.023
sort;3;0.023
supp;3;0.023
era;3;0.023
võrdlemisi;3;0.023
sõnastus;3;0.023
komandanditund;3;0.023
ajalooline;3;0.023
rangem;3;0.023
õiguspärane;3;0.023
nakatunu;3;0.023
ravima;3;0.023
teisisõnu;3;0.023
töölaud;3;0.023
talumees;3;0.023
põhimõtteline;3;0.023
algatama;3;0.023
vaidlustama;3;0.023
konkreetsemalt;3;0.023
tähelepanelik;3;0.023
juhataja;3;0.023
etendus;3;0.023
regulaarselt;3;0.023
loovus;3;0.023
popim;3;0.023
väljenduma;3;0.023
pöial;3;0.023
annelinn;3;0.023
kaasnev;3;0.023
hääletaja;3;0.023
üldisem;3;0.023
opermann;3;0.023
segment;3;0.023
kahe-kolmetoaline;3;0.023
tulija;3;0.023
hetkeolukord;3;0.023
tihtilugu;3;0.023
sotsiaalkorter;3;0.023
tiik;3;0.023
järveäärne;3;0.023
büroopind;3;0.023
spekuleerima;3;0.023
volmer;3;0.023
sponsor;3;0.023
viivitama;3;0.023
alternatiivne;3;0.023
reform;3;0.023
jäetud;3;0.023
heaolu;3;0.023
aruanne;3;0.023
kaljukitsas;3;0.023
erilisem;3;0.023
uraan;3;0.023
asjalik;3;0.023
keskpunkt;3;0.023
kristlus;3;0.023
sümbol;3;0.023
bluto;3;0.023
asteroid;3;0.023
eros;3;0.023
erootiline;3;0.023
kupima;3;0.023
põhiolemus;3;0.023
siia-sinna;3;0.023
vann;3;0.023
unenäoline;3;0.023
võtmefiguur;3;0.023
sse;3;0.023
kohtunik;3;0.023
laialt;3;0.023
lõhmus;3;0.023
üksnes;3;0.023
muudatusettepanek;3;0.023
kõikjal;3;0.023
küllaltki;3;0.023
ähvardama;3;0.023
lõpmatus;3;0.023
otsekohe;3;0.023
rain;3;0.023
põhjuslik;3;0.023
tuvastatud;3;0.023
briti;3;0.023
tõmme;3;0.023
lockdown;3;0.023
tiia;3;0.023
üld;3;0.023
kork;3;0.023
sügavamalt;3;0.023
jää;3;0.023
provotseerima;3;0.023
uudishimulik;3;0.023
mustus;3;0.023
lusikas;3;0.023
lõualuu;3;0.023
televiisor;3;0.023
alfalaine;3;0.023
helge;3;0.023
migreen;3;0.023
kitsas;3;0.023
ülekoormatud;3;0.023
nabanöör;3;0.023
ookean;3;0.023
kaheaastane;3;0.023
moodul;3;0.023
üleliigne;3;0.023
lihtsamalt;3;0.023
võrsuma;3;0.023
huvikaitse;3;0.023
liikmeskond;3;0.023
mõneti;3;0.023
alustala;3;0.023
ühisjoon;3;0.023
sümptom;3;0.023
bioloogiline;3;0.023
ümbritsev;3;0.023
väärkohtlema;3;0.023
lihtsamini;3;0.023
ema-isa;3;0.023
start;3;0.023
gümnaasiumiõpilane;3;0.023
tan;3;0.023
enesekahjustav;3;0.023
müüt;3;0.023
klassiõde;3;0.023
ärrituma;3;0.023
esinemisärevus;3;0.023
hambaarst;3;0.023
juhtumine;3;0.023
nud;3;0.023
hügieen;3;0.023
rebima;3;0.023
kujundus;3;0.023
lumehang;3;0.023
ra;3;0.023
püss;3;0.023
tuleproov;3;0.023
möllama;3;0.023
võnnu;3;0.023
kaar;3;0.023
sadu;3;0.023
moodne;3;0.023
mõtlemisvõime;3;0.023
kannatlik;3;0.023
rebasekavalus;3;0.023
noormees;3;0.023
pada;3;0.023
ennustus;3;0.023
