ngram;count;freq_per_1000_n-gramms
ei tea;414;3.7191
ma arvan;337;3.0274
selles mõttes;274;2.4614
et tegelikult;172;1.5451
kogu aeg;157;1.4104
on tegelikult;156;1.4014
on hästi;144;1.2936
ma tahan;136;1.2217
on vaja;126;1.1319
me räägime;116;1.0421
on võimalik;113;1.0151
väga hea;112;1.0061
ma tean;98;0.8804
see ongi;88;0.7905
ja tegelikult;85;0.7636
saan aru;81;0.7276
siis tegelikult;79;0.7097
sa tahad;77;0.6917
ma ütlen;72;0.6468
väga hästi;71;0.6378
see tähendab;67;0.6019
aga tegelikult;65;0.5839
need inimesed;64;0.5749
ma usun;63;0.5659
iga päev;61;0.5480
sa ütlesid;61;0.5480
on kindlasti;60;0.5390
on täna;59;0.5300
et inimesed;59;0.5300
kui inimene;58;0.5210
ei oska;54;0.4851
me vaatame;53;0.4761
et näiteks;52;0.4671
ei olegi;51;0.4581
ma mõtlen;50;0.4492
ma ütleks;49;0.4402
ma näen;49;0.4402
sa tunned;49;0.4402
siis nii-öelda;49;0.4402
et inimene;48;0.4312
on hea;47;0.4222
üks asi;46;0.4132
ei tohi;46;0.4132
väga oluline;46;0.4132
väga suur;45;0.4042
väga raske;45;0.4042
on näiteks;45;0.4042
ma ütlesin;45;0.4042
on lihtsalt;45;0.4042
väga paljud;44;0.3953
ju tegelikult;44;0.3953
ei näe;43;0.3863
nii öelda;42;0.3773
just nimelt;40;0.3593
et okei;40;0.3593
need asjad;39;0.3503
ühel hetkel;39;0.3503
mulle meeldib;38;0.3414
ma vaatan;38;0.3414
ma lihtsalt;38;0.3414
see inimene;38;0.3414
samal ajal;37;0.3324
et kindlasti;37;0.3324
ja kindlasti;37;0.3324
ma räägin;37;0.3324
ma tahaks;37;0.3324
vaimse tervise;36;0.3234
hästi oluline;36;0.3234
me näeme;36;0.3234
mis asi;36;0.3234
hea meel;35;0.3144
me tahame;35;0.3144
minu arust;35;0.3144
mulle tundub;35;0.3144
see tegelikult;34;0.3054
ma tunnen;34;0.3054
nagu hästi;34;0.3054
ei sobi;34;0.3054
me teame;33;0.2964
on nii-öelda;33;0.2964
ta tahab;33;0.2964
neid asju;32;0.2875
sa tead;32;0.2875
ma mäletan;32;0.2875
ma loodan;32;0.2875
ma küsin;31;0.2785
et äkki;31;0.2785
väga tore;30;0.2695
ja no;30;0.2695
sa näed;30;0.2695
neid inimesi;30;0.2695
noh ütleme;30;0.2695
et lihtsalt;29;0.2605
täpselt samamoodi;29;0.2605
mõnes mõttes;29;0.2605
me rääkisime;28;0.2515
ei pruugi;28;0.2515
see asi;28;0.2515
me tegelikult;27;0.2425
see esimene;27;0.2425
head sõbrad;27;0.2425
see nii-öelda;27;0.2425
teine asi;26;0.2336
ei meeldi;26;0.2336
on täpselt;26;0.2336
ei suuda;26;0.2336
ei julge;26;0.2336
ei jõua;26;0.2336
ma tegelikult;26;0.2336
et kuule;26;0.2336
nii suur;25;0.2246
ei võta;25;0.2246
on oluline;25;0.2246
ka tegelikult;25;0.2246
sellel aastal;25;0.2246
ei ütle;25;0.2246
ei räägi;24;0.2156
kaks aastat;24;0.2156
ma võtan;24;0.2156
oma elu;24;0.2156
mis tähendab;24;0.2156
on seotud;24;0.2156
palju erinevaid;24;0.2156
on erinevad;24;0.2156
see õige;24;0.2156
sellised asjad;23;0.2066
aga lihtsalt;23;0.2066
kõige olulisem;23;0.2066
kõige suurem;23;0.2066
ei mäleta;23;0.2066
nad tahavad;23;0.2066
ma mõtlesin;23;0.2066
see lihtsalt;23;0.2066
siis ongi;23;0.2066
sa lihtsalt;23;0.2066
ei saagi;22;0.1976
ja loomulikult;22;0.1976
on natuke;22;0.1976
ma tundsin;22;0.1976
või ütleme;22;0.1976
noh näiteks;22;0.1976
et eesti;22;0.1976
kui inimesed;22;0.1976
et no;22;0.1976
tänasel päeval;22;0.1976
selline asi;22;0.1976
ole vaja;22;0.1976
noh tegelikult;22;0.1976
arko vara;22;0.1976
aga kindlasti;21;0.1886
esimest korda;21;0.1886
paljud inimesed;21;0.1886
sest tegelikult;21;0.1886
on õige;21;0.1886
et hästi;21;0.1886
hea meelega;21;0.1886
kõige parem;21;0.1886
ei pane;21;0.1886
see aasta;21;0.1886
sa tahaksid;21;0.1886
väga head;21;0.1886
selle aja;20;0.1797
tartu noorsootöö;20;0.1797
kui näiteks;20;0.1797
väga tihti;20;0.1797
sain aru;20;0.1797
siis näiteks;20;0.1797
sa mainisid;20;0.1797
mis puudutab;20;0.1797
väga lihtne;20;0.1797
on samamoodi;20;0.1797
siis täna;20;0.1797
siis kindlasti;20;0.1797
nagu nii-öelda;20;0.1797
ja üldse;20;0.1797
ma tahtsin;19;0.1707
sa võtad;19;0.1707
ma kindlasti;19;0.1707
ka hästi;19;0.1707
hästi suur;19;0.1707
mitu korda;19;0.1707
mis toimub;19;0.1707
ei mõtle;19;0.1707
see annab;19;0.1707
ja samamoodi;19;0.1707
ka näiteks;19;0.1707
see koht;19;0.1707
veel kord;19;0.1707
ei tähenda;19;0.1707
ma käisin;19;0.1707
oleme rääkinud;19;0.1707
sa vaatad;19;0.1707
sellel hetkel;19;0.1707
no ütleme;19;0.1707
sa paned;19;0.1707
ka nii-öelda;19;0.1707
oma elus;18;0.1617
viis aastat;18;0.1617
et ühesõnaga;18;0.1617
me mõtleme;18;0.1617
ei jää;18;0.1617
väga põnev;18;0.1617
või tegelikult;18;0.1617
ta ütles;18;0.1617
seda tööd;18;0.1617
sa ütled;18;0.1617
ma üldse;18;0.1617
on väga-väga;18;0.1617
ole võimalik;18;0.1617
saa öelda;18;0.1617
me võtame;18;0.1617
nagu tegelikult;18;0.1617
siis ütleme;18;0.1617
mingil hetkel;18;0.1617
mis tegelikult;17;0.1527
nii tore;17;0.1527
üks inimene;17;0.1527
iga inimene;17;0.1527
te tahate;17;0.1527
on no;17;0.1527
aga ütleme;17;0.1527
on üldse;17;0.1527
ole tegelikult;17;0.1527
väga huvitav;17;0.1527
viimasel ajal;17;0.1527
selliseid asju;17;0.1527
selle koha;17;0.1527
nii hästi;17;0.1527
ma panen;17;0.1527
oli hästi;17;0.1527
on jälle;17;0.1527
ma söön;17;0.1527
üle eesti;17;0.1527
väga suure;17;0.1527
et ütleme;17;0.1527
midagi viga;17;0.1527
see aeg;16;0.1437
ei teadnud;16;0.1437
palju inimesi;16;0.1437
ta tunneb;16;0.1437
ole üldse;16;0.1437
saa aru;16;0.1437
ei tahtnud;16;0.1437
on suur;16;0.1437
ma tahaksin;16;0.1437
ei tunne;16;0.1437
on inimesed;16;0.1437
seda asja;16;0.1437
seda nii-öelda;16;0.1437
on natukene;16;0.1437
on õigus;16;0.1437
et täna;16;0.1437
ja nii-öelda;16;0.1437
kõik asjad;16;0.1437
ei käi;16;0.1437
sellist asja;16;0.1437
on võimalus;16;0.1437
sa tegelikult;16;0.1437
väga keeruline;16;0.1437
on öelnud;16;0.1437
sa küsid;16;0.1437
ka kindlasti;16;0.1437
eelmine aasta;16;0.1437
aktiivne noor;16;0.1437
esimene asi;15;0.1347
ja lihtsalt;15;0.1347
on jäänud;15;0.1347
võib öelda;15;0.1347
kaks korda;15;0.1347
see teema;15;0.1347
et ongi;15;0.1347
ja inimesed;15;0.1347
ära võtta;15;0.1347
ma kujutan;15;0.1347
mina arvan;15;0.1347
ei söö;15;0.1347
kui vaadata;15;0.1347
on selge;15;0.1347
kõik inimesed;15;0.1347
ka öelda;15;0.1347
sa arvad;15;0.1347
räägime täna;15;0.1347
ja hästi;15;0.1347
on tore;15;0.1347
ole mõtet;15;0.1347
selles osas;15;0.1347
ma nägin;14;0.1258
ja täpselt;14;0.1258
vaba aega;14;0.1258
et tahaks;14;0.1258
nii põnev;14;0.1258
siis lihtsalt;14;0.1258
et eestis;14;0.1258
ausalt öeldes;14;0.1258
noh nii-öelda;14;0.1258
selle asja;14;0.1258
mina tahan;14;0.1258
see vahe;14;0.1258
siis loomulikult;14;0.1258
ma soovitan;14;0.1258
nagu lihtsalt;14;0.1258
hästi hea;14;0.1258
saad aru;14;0.1258
ka natukene;14;0.1258
tere head;14;0.1258
selle nimel;14;0.1258
ta tegelikult;14;0.1258
ja ütleme;14;0.1258
et nii-öelda;14;0.1258
on valmis;14;0.1258
see hind;14;0.1258
