ngram;count;freq_per_60_min
ja lugu;13;0.3011
mina otsima;13;0.3011
ei magama;13;0.3011
ära lõpetama;13;0.3011
hea aeg;13;0.3011
päikseline päev;13;0.3011
tema meeldima;12;0.2779
ja hea;12;0.2779
ju käima;12;0.2779
olema osa;12;0.2779
ja huvitav;12;0.2779
olema ainuke;12;0.2779
mingi viis;12;0.2779
nagu veits;12;0.2779
tema jääma;12;0.2779
inimene tahtma;12;0.2779
sina elama;12;0.2779
mina ema;12;0.2779
mina natuke;12;0.2779
sama teema;12;0.2779
et kindlasti;12;0.2779
see suund;12;0.2779
olema vale;12;0.2779
olema võimalus;12;0.2779
mis mõte;12;0.2779
sina lugema;12;0.2779
see emotsioon;12;0.2779
see naine;12;0.2779
selline olukord;12;0.2779
ott tänaku;12;0.2779
järgmine kord;12;0.2779
et näiteks;12;0.2779
nagu kaks;12;0.2779
mina toon;12;0.2779
suur asi;12;0.2779
väga õige;12;0.2779
saama algus;12;0.2779
lihtsalt võtma;12;0.2779
kaks asi;12;0.2779
aga okei;12;0.2779
kaks kord;12;0.2779
ju ütlema;12;0.2779
see teadmine;12;0.2779
ja absoluutselt;12;0.2779
või tähendama;12;0.2779
tema valima;12;0.2779
nagu muusika;12;0.2779
mina saatma;12;0.2779
nii kaugele;12;0.2779
välja andma;12;0.2779
seesama asi;12;0.2779
ka teadma;12;0.2779
olema jube;12;0.2779
olema mees;12;0.2779
mis tahtma;12;0.2779
tema mõtlema;12;0.2779
tema elama;12;0.2779
nagu panema;12;0.2779
see point;12;0.2779
nagu mõtlema;12;0.2779
mina eeldama;12;0.2779
minema lihtsalt;12;0.2779
see mõtlema;12;0.2779
nagu jääma;12;0.2779
olema leidma;12;0.2779
see erinev;12;0.2779
olema kiri;12;0.2779
ka kuulma;12;0.2779
mina näiteks;12;0.2779
nagu algus;12;0.2779
kuidas asi;12;0.2779
või võtma;12;0.2779
tema teadma;12;0.2779
lame maa;12;0.2779
see koroona;12;0.2779
mingi vana;12;0.2779
siin viimane;12;0.2779
mina nimi;12;0.2779
kaks lugu;12;0.2779
see toimuma;12;0.2779
kollane meedia;12;0.2779
kokku võtma;12;0.2779
see kõne;12;0.2779
see natuke;12;0.2779
olema võitma;12;0.2779
ja ootama;12;0.2779
ja üritama;12;0.2779
paar aasta;12;0.2779
olema naine;12;0.2779
juba ütlema;12;0.2779
mina liikuma;12;0.2779
selline suur;12;0.2779
kohalik omavalitsus;12;0.2779
see kool;11;0.2548
mina armastama;11;0.2548
käsi jõudma;11;0.2548
võib-olla natuke;11;0.2548
ära käima;11;0.2548
läbi käima;11;0.2548
ja üldse;11;0.2548
teine koht;11;0.2548
mina tegelema;11;0.2548
ei tunduma;11;0.2548
mina soovitama;11;0.2548
olema veits;11;0.2548
olema päev;11;0.2548
mingi osa;11;0.2548
ei aitama;11;0.2548
viis miinus;11;0.2548
hakkama rääkima;11;0.2548
sina käima;11;0.2548
kristjan ilves;11;0.2548
just mõtlema;11;0.2548
olema tähtis;11;0.2548
siin ütlema;11;0.2548
olema küllaltki;11;0.2548
või kaks;11;0.2548
äge asi;11;0.2548
palju ütlema;11;0.2548
nüüd viimane;11;0.2548
see vahe;11;0.2548
asi tegelikult;11;0.2548
õige vastus;11;0.2548
et mees;11;0.2548
rääkima eesti;11;0.2548
teadma no;11;0.2548
aasta hiljem;11;0.2548
ikkagi ütlema;11;0.2548
kuidas ütlema;11;0.2548
hakkama vaatama;11;0.2548
tegelikult ütlema;11;0.2548
see kriis;11;0.2548
ise arvama;11;0.2548
ja esimene;11;0.2548
15 aasta;11;0.2548
tegema lihtsalt;11;0.2548
et põhimõtteliselt;11;0.2548
noh nii-öelda;11;0.2548
tema kirjutama;11;0.2548
olema endiselt;11;0.2548
see konkreetne;11;0.2548
ka näide;11;0.2548
tahtma lihtsalt;11;0.2548
siis põhimõtteliselt;11;0.2548
see nimel;11;0.2548
tegema vaatama;11;0.2548
olema raha;11;0.2548
sina leidma;11;0.2548
aga inimene;11;0.2548
et jääma;11;0.2548
tema kuulama;11;0.2548
see auto;11;0.2548
julgema ütlema;11;0.2548
see parem;11;0.2548
siis teadma;11;0.2548
tema tooma;11;0.2548
see seltskond;11;0.2548
siis esimene;11;0.2548
tema kasutama;11;0.2548
vaid lihtsalt;11;0.2548
tema küsima;11;0.2548
mina mainima;11;0.2548
nädal aeg;11;0.2548
selline väike;11;0.2548
nüüd vaatama;11;0.2548
vaatama tegelikult;11;0.2548
tegelikult tahtma;11;0.2548
no lihtsalt;11;0.2548
see väike;11;0.2548
mingisugune asi;11;0.2548
euroopa meistrivõistlus;11;0.2548
tekkima küsimus;11;0.2548
ise ütlema;11;0.2548
mina laskma;11;0.2548
ära ütlema;11;0.2548
panema kinni;11;0.2548
hea küsimus;11;0.2548
ära unustama;11;0.2548
ja onu;11;0.2548
mis üldse;11;0.2548
et vana;11;0.2548
see aitama;11;0.2548
sina laskma;11;0.2548
kõva lugu;11;0.2548
esimene armastus;11;0.2548
jutt roheline;10;0.2316
roheline stuudio;10;0.2316
ka natukene;10;0.2316
ja suur;10;0.2316
mingi teema;10;0.2316
ja teadma;10;0.2316
rääkima inimene;10;0.2316
mina kindlasti;10;0.2316
tulema uus;10;0.2316
järgmine päev;10;0.2316
sina nõus;10;0.2316
sina tooma;10;0.2316
olema lugu;10;0.2316
olema tekkima;10;0.2316
kes tegelikult;10;0.2316
olema onu;10;0.2316
ei pakkuma;10;0.2316
tegema koostöö;10;0.2316
kui ütlema;10;0.2316
õige koht;10;0.2316
et paluma;10;0.2316
olema tohutult;10;0.2316
see lõpuks;10;0.2316
see tekkima;10;0.2316
no tegelikult;10;0.2316
tähelepanu pöörama;10;0.2316
õigesti aru;10;0.2316
olema tubli;10;0.2316
ei absoluutselt;10;0.2316
kõige hullem;10;0.2316
no põhimõtteliselt;10;0.2316
tema jõudma;10;0.2316
väga selgelt;10;0.2316
ei maksma;10;0.2316
olema lihtsam;10;0.2316
ära kasutama;10;0.2316
kui hästi;10;0.2316
järgmine asi;10;0.2316
nii kõva;10;0.2316
ei toimuma;10;0.2316
rääkima natuke;10;0.2316
et esiteks;10;0.2316
see klubi;10;0.2316
kõva vend;10;0.2316
sina käsi;10;0.2316
olema antud;10;0.2316
tulema no;10;0.2316
saama panema;10;0.2316
ja okei;10;0.2316
mina kord;10;0.2316
saama üldse;10;0.2316
olema aru;10;0.2316
mina küsimus;10;0.2316
nagu elu;10;0.2316
kõik ütlema;10;0.2316
tulema vaatama;10;0.2316
olema kord;10;0.2316
olema muusika;10;0.2316
või lihtsalt;10;0.2316
mina arvamus;10;0.2316
mis ütlema;10;0.2316
ja samamoodi;10;0.2316
ei mängima;10;0.2316
ka rääkima;10;0.2316
päev lõpp;10;0.2316
olema tohutu;10;0.2316
olema hullult;10;0.2316
kaks kolm;10;0.2316
kõik tahtma;10;0.2316
huvitav asi;10;0.2316
palju parem;10;0.2316
ei jätma;10;0.2316
see tooma;10;0.2316
mina näitama;10;0.2316
olema päriselt;10;0.2316
olema kirjutama;10;0.2316
mina üritama;10;0.2316
nii lihtne;10;0.2316
ütlema tahtma;10;0.2316
väga kõrge;10;0.2316
olema tahtma;10;0.2316
nagu erinev;10;0.2316
mina julgema;10;0.2316
siis kuulama;10;0.2316
ütlema lihtsalt;10;0.2316
et küsima;10;0.2316
ja aasta;10;0.2316
kes käima;10;0.2316
kõige kõvem;10;0.2316
aga ühesõnaga;10;0.2316
ka inimene;10;0.2316
et eestlane;10;0.2316
nagu suurem;10;0.2316
tema otsustama;10;0.2316
et osa;10;0.2316
siis tahtma;10;0.2316
natuke aeg;10;0.2316
ja nautima;10;0.2316
võtma aeg;10;0.2316
nagu äge;10;0.2316
see viima;10;0.2316
päris hästi;10;0.2316
mina kutsuma;10;0.2316
ei toimima;10;0.2316
asi ütlema;10;0.2316
saama võtma;10;0.2316
ei muutma;10;0.2316
mina istuma;10;0.2316
väga halb;10;0.2316
miski rääkima;10;0.2316
aga põhimõtteliselt;10;0.2316
ka kindlasti;10;0.2316
ja jääma;10;0.2316
see piir;10;0.2316
olema ootama;10;0.2316
olema tegemine;10;0.2316
peale vaatama;10;0.2316
andres sõber;10;0.2316
väga tõsine;10;0.2316
üks mees;10;0.2316
see tahtma;10;0.2316
muu mood;10;0.2316
inimene vaatama;10;0.2316
siis erinev;10;0.2316
mis tunne;10;0.2316
et maailm;10;0.2316
saama tegelikult;10;0.2316
olema õnnelik;10;0.2316
mis aasta;10;0.2316
see armastus;10;0.2316
olema sitt;10;0.2316
mina väike;10;0.2316
uus kool;10;0.2316
esimene jaanuar;10;0.2316
mina kuulaja;10;0.2316
mina eesmärk;10;0.2316
esimene lugu;10;0.2316
see album;10;0.2316
olema venelane;10;0.2316
selline suurem;10;0.2316
väike laps;10;0.2316
erivajadus tudeng;10;0.2316
sina inimene;10;0.2316
elu mõte;10;0.2316
ei lahkuma;10;0.2316
tere hea;9;0.2084
aeg rääkima;9;0.2084
ja küsima;9;0.2084
ise rääkima;9;0.2084
ja õigus;9;0.2084
minema hästi;9;0.2084
see muutuma;9;0.2084
et raha;9;0.2084
ja lootma;9;0.2084
vana hea;9;0.2084
ka käima;9;0.2084
nagu valmis;9;0.2084
mina suutma;9;0.2084
et nii-öelda;9;0.2084
noor inimene;9;0.2084
ju vaatama;9;0.2084
kui võtma;9;0.2084
aasta aeg;9;0.2084
see teenus;9;0.2084
ka nii-öelda;9;0.2084
see teekond;9;0.2084
kaua aeg;9;0.2084
suur probleem;9;0.2084
kui lihtsalt;9;0.2084
see kiri;9;0.2084
siis juhtuma;9;0.2084
see otsus;9;0.2084
ka varem;9;0.2084
raske aeg;9;0.2084
ka täna;9;0.2084
siis laskma;9;0.2084
saama õigesti;9;0.2084
olema viis;9;0.2084
ja halb;9;0.2084
ei tasuma;9;0.2084
olema suurem;9;0.2084
sina proovima;9;0.2084
selline nii-öelda;9;0.2084
olema lugema;9;0.2084
ei arvama;9;0.2084
olema plaan;9;0.2084
tema üldse;9;0.2084
neli aasta;9;0.2084
ja mängima;9;0.2084
mina soovima;9;0.2084
miski vaatama;9;0.2084
