ngram;count;freq_per_1000_n-gramms
eesti puuetega inimeste;22;0.4230
mehed ei nuta;18;0.3461
no selles mõttes;17;0.3268
jutud rohelises stuudios;10;0.1923
no ma arvan;9;0.1730
puuetega inimeste kojas;8;0.1538
puuetega inimeste koja;8;0.1538
no ma ütlen;8;0.1538
konsultant ja koolitaja;6;0.1154
tegelikult ma arvan;6;0.1154
tegelikult selles mõttes;6;0.1154
täpselt sama asi;6;0.1154
tegelikult ei tea;6;0.1154
sõna otseses mõttes;6;0.1154
tahtsin seda öelda;6;0.1154
varem või hiljem;6;0.1154
aega terve päeva;6;0.1154
terve päeva vaeva;6;0.1154
küsimus kas eesti;5;0.0961
koolitaja tõnu toomberg;5;0.0961
no see ongi;5;0.0961
arvan et tegelikult;5;0.0961
intervjueeris ja monteeris;5;0.0961
maa on ümmargune;5;0.0961
räägime väga olulisest;5;0.0961
siim sander vene;5;0.0961
eesti puuete inimeste;5;0.0961
kuus neli seitse;5;0.0961
neli seitse kaheksa;5;0.0961
seitse kaheksa null;5;0.0961
kaheksa null viis;5;0.0961
soome ralli võit;4;0.0769
tõnu toompark kinnisvaraanalüütik;4;0.0769
lihtsalt ei tea;4;0.0769
puuetega inimeste organisatsioonide;4;0.0769
mõtlesin et äkki;4;0.0769
puust ja punaseks;4;0.0769
öö ja päev;4;0.0769
mõtlesin et kurat;4;0.0769
aru et okei;4;0.0769
kindlasti ma arvan;4;0.0769
eesti mälu instituut;4;0.0769
monteeris jakob rosi;4;0.0769
neli või viis;4;0.0769
tõde ja õigus;4;0.0769
kuus üks viis;4;0.0769
olulisest asjast nimelt;4;0.0769
vana kooli rubriik;4;0.0769
kasumile mulle eesmärgiks;4;0.0769
anna mulle andeks;4;0.0769
koha juurde number;4;0.0769
onu jopska tasku;4;0.0769
95 pluss miinus;4;0.0769
pluss miinus kaks;4;0.0769
kinnisvaraanalüütik ja kinnisvarakooli;4;0.0769
kohalike omavalitsuste sotsiaalvaldkonna;4;0.0769
aasta pärast uuesti;4;0.0769
hea ja halb;4;0.0769
tallinna kõrgeimal mäel;4;0.0769
sõna on rahu;4;0.0769
armastus on rahu;4;0.0769
tean kelleks tahan;4;0.0769
plussid ja miinused;3;0.0577
tegelikult minu arust;3;0.0577
vastust sellele küsimusele;3;0.0577
delfist eesti päevalehest;3;0.0577
no ei tea;3;0.0577
küsimus number seitse;3;0.0577
inimestel on vaja;3;0.0577
lõunast tere õhtust;3;0.0577
üldiselt ma arvan;3;0.0577
täpselt ei mäleta;3;0.0577
kolm või neli;3;0.0577
tegelikult väga hästi;3;0.0577
aastat vana lugu;3;0.0577
üro puuetega inimeste;3;0.0577
puuetega inimeste koda;3;0.0577
asi mis inimestel;3;0.0577
tea ma arvan;3;0.0577
no see kõlab;3;0.0577
head kinnisvarahuvilised heidame;3;0.0577
kinnisvarahuvilised heidame täna;3;0.0577
lihtsalt ei suuda;3;0.0577
lihtsalt ei viitsi;3;0.0577
mõttes on hästi;3;0.0577
hästi suur asi;3;0.0577
öelda ma arvan;3;0.0577
tead ma arvan;3;0.0577
elu on näidanud;3;0.0577
avaliku elu tegelane;3;0.0577
lihtsalt selles mõttes;3;0.0577
hästi suur probleem;3;0.0577
urmas eero liiv;3;0.0577
mõttes on hea;3;0.0577
inimesed kes elavad;3;0.0577
ongi see vaata;3;0.0577
tänavani teed viivad;3;0.0577
inimesed on tegelikult;3;0.0577
kaks aastat hiljem;3;0.0577
lihtsalt ma tahtsin;3;0.0577
viis või kuus;3;0.0577
täpselt ei tea;3;0.0577
uuspõld läheb tartusse;3;0.0577
koha peale vaatama;3;0.0577
häda ja viletsus;3;0.0577
vaata see ongi;3;0.0577
the sound track;3;0.0577
head uut aastat;3;0.0577
eesmärgiks olla paljutahuline;3;0.0577
kolm korda nädalas;3;0.0577
sapka mägi onu;3;0.0577
tuulelohena hõljuda kaugele;3;0.0577
tegelikult on võimalik;3;0.0577
no minu arust;3;0.0577
tea ma lihtsalt;3;0.0577
inimeste kojas eesti;3;0.0577
puuete inimeste koda;3;0.0577
telekas tuleb muretseda;3;0.0577
vaeva teistele laena;3;0.0577
vaeva teistele laenad;3;0.0577
tea ei no;3;0.0577
hinda pole räägivad;3;0.0577
räägivad et hindamatu;3;0.0577
mees vormis sinise;3;0.0577
näed tallinna kõrgeimal;3;0.0577
sõnad rahuks valatud;3;0.0577
tahan saada armastuseks;3;0.0577
lõppenud tahaks teada;3;0.0577
jõudnud õhtu tund;3;0.0577
tund see laul;3;0.0577
head vana aasta;3;0.0577
õppida vene keelt;3;0.0577
esimene armastus jääb;3;0.0577
värvi on armastus;3;0.0577
head kuulamist jutud;2;0.0385
kuulamist jutud rohelises;2;0.0385
esimest korda elus;2;0.0385
vaatasin seda filmi;2;0.0385
mets võetakse maha;2;0.0385
täpselt sel hetkel;2;0.0385
jaa selles mõttes;2;0.0385
ongi sa tahad;2;0.0385
mõtlesin et tahaks;2;0.0385
ongi väga hea;2;0.0385
ongi minu koht;2;0.0385
nuta tere teisipäeva;2;0.0385
jaan martinson delfist;2;0.0385
martinson delfist eesti;2;0.0385
öelda et pensionärid;2;0.0385
õige või vale;2;0.0385
jõudnud üle-eelmise aasta;2;0.0385
üle-eelmise aasta tasemele;2;0.0385
no mina ütlen;2;0.0385
paar päeva hiljem;2;0.0385
hea kolleeg madis;2;0.0385
ütleme 50 aasta;2;0.0385
võtta eelmise aasta;2;0.0385
tõsta ei absoluutselt;2;0.0385
küsimus kas anett;2;0.0385
kolm väga head;2;0.0385
täpselt nii kaua;2;0.0385
juhkami ja keit;2;0.0385
