ngram;count;freq_per_100_n-gramms
tartu noorsootöö keskus;19;0.0467
mees ja naine;13;0.0319
noor vaimne tervis;11;0.0270
ütlema et kuulma;10;0.0246
hästi palju erinev;9;0.0221
ema ja isa;8;0.0197
teinekord ikka jälle;8;0.0197
no mina arvama;8;0.0197
no mina ütlema;8;0.0197
puudutama mina saade;7;0.0172
hea uus aasta;7;0.0172
arko vara kinnisvarabüroo;7;0.0172
grete ning tänane;6;0.0147
eesti noor vaimne;6;0.0147
no see mõte;6;0.0147
ütlema et inimene;6;0.0147
kuulaja ja vaataja;6;0.0147
aru et okei;6;0.0147
tahtma see asi;6;0.0147
varem või hiljem;6;0.0147
inimene kes täna;6;0.0147
täpselt ei teadma;6;0.0147
mõtlema et okei;6;0.0147
turg olema aktiivne;6;0.0147
tartu noor töömalev;6;0.0147
sõna otsene mõte;6;0.0147
vaimne tervis teema;6;0.0147
vaimne tervis mure;6;0.0147
vaimne tervis liikumine;5;0.0123
inimene kes elama;5;0.0123
inimene kes oskama;5;0.0123
hea sõber suur;5;0.0123
viimane paar aasta;5;0.0123
inimene kes tegelikult;5;0.0123
ütlema et teadma;5;0.0123
hästi kuulmine nägemiseni;5;0.0123
mõtlema et tahtma;5;0.0123
teadma mis asi;5;0.0123
rääkima natuke lähemalt;5;0.0123
tegelikult mina ütlema;5;0.0123
elama oma elu;5;0.0123
ots kokku tõmbama;5;0.0123
rääkima oma kogemus;5;0.0123
leidma see aeg;4;0.0098
võtma mina ühendus;4;0.0098
tallinn ja tartu;4;0.0098
hea või halb;4;0.0098
stuudio hea sõber;4;0.0098
hästi palju inimene;4;0.0098
sõber suur rõõm;4;0.0098
hea meel tervitama;4;0.0098
haridus ja teadusministeerium;4;0.0098
rääkima mõni sõna;4;0.0098
hea sõber täna;4;0.0098
ütlema et nägema;4;0.0098
tegelikult ei teadma;4;0.0098
kindlasti mina arvama;4;0.0098
2000 seitsmeteistkümnes aasta;4;0.0098
küsima sina käsi;4;0.0098
leidma see õige;4;0.0098
inimene ei tahtma;4;0.0098
tahtma saama maakler;4;0.0098
nii-öelda see esimene;4;0.0098
aitama inimene kodu;4;0.0098
null mina arvama;4;0.0098
esimene neli kuu;4;0.0098
eesti keskmine palk;4;0.0098
andma oma panus;4;0.0098
saatma oma cv;4;0.0098
tahtma tegema äri;4;0.0098
inimene olema muutuma;4;0.0098
kuulama ja vaatama;4;0.0098
müüma vahetama üürima;4;0.0098
tänane saade rääkima;4;0.0098
aeg maha võtma;4;0.0098
ütlema et elari;4;0.0098
järjekordne noor aken;4;0.0098
noor aken episood;4;0.0098
aru et tegelikult;4;0.0098
päike ja veenus;4;0.0098
rääkima vaimne tervis;4;0.0098
nägema et tegelikult;4;0.0098
võtma see aeg;4;0.0098
hästi palju rääkima;4;0.0098
mõtlema et issand;4;0.0098
eesti elu parem;4;0.0098
tegelikult mina nägema;4;0.0098
erakorraline meditsiin osakond;4;0.0098
tunne et okei;4;0.0098
justiitsminister raivo aeg;4;0.0098
panema selg roosa;4;0.0098
selg roosa kleit;4;0.0098
aasta ema tiitel;4;0.0098
kolm kord päev;4;0.0098
püüdma kogu aeg;3;0.0074
otsus vastu võtma;3;0.0074
keskmine ruutmeeter hind;3;0.0074
korter ruutmeeter hind;3;0.0074
inimene kes otsima;3;0.0074
ostja ja müüja;3;0.0074
suur tänu kuulama;3;0.0074
õppima saama aru;3;0.0074
teadma et tegelikult;3;0.0074
inimene kes aitama;3;0.0074
leidma see lahendus;3;0.0074
inimene kes töötama;3;0.0074
teadma väga hästi;3;0.0074
laps olema väärtus;3;0.0074
aeg olema piiratud;3;0.0074
tervislik tasakaalustatud toitumine;3;0.0074
ütlema et eesti;3;0.0074
ütlema et esimene;3;0.0074
suurim hea meel;3;0.0074
rääkima paar sõna;3;0.0074
õpetaja keskmine palk;3;0.0074
töötama see aeg;3;0.0074
suur osa inimene;3;0.0074
jälle olema terve;3;0.0074
tartu noorsoot keskus;3;0.0074
ütlema et lihtsalt;3;0.0074
noor kes tahtma;3;0.0074
tahtma kool käima;3;0.0074
sobima üks tüüp;3;0.0074
tartu noorsootöökeskus koduleht;3;0.0074
leidma rohkem info;3;0.0074
kuulma ja nägema;3;0.0074
tundma ise halvasti;3;0.0074
asi ära klaarima;3;0.0074
rõõm sina jälle;3;0.0074
inimene kes vajama;3;0.0074
hommik või õhtu;3;0.0074
üldse ei meeldima;3;0.0074
viis kuni 10;3;0.0074
no kõige olulisem;3;0.0074
müüma see hind;3;0.0074
marge ja soovima;3;0.0074
inimene see mõte;3;0.0074
mõtlema et tegelikult;3;0.0074
mäletama oma esimene;3;0.0074
loomulikult ka klient;3;0.0074
100 kuni 150000;3;0.0074
arvama et küsimus;3;0.0074
äri see suur;3;0.0074
täna arko vara;3;0.0074
maakler ka õpetama;3;0.0074
tahtma see töö;3;0.0074
arko vara talent;3;0.0074
inimene ei tundma;3;0.0074
leidma oma kodu;3;0.0074
ütlema et tartu;3;0.0074
vaatama hea aeg;3;0.0074
õhtune armas vaataja;3;0.0074
no aga rääkima;3;0.0074
rõõmus ja õnnelik;3;0.0074
muutma oma elu;3;0.0074
võtma see tegevus;3;0.0074
nimi olema elari;3;0.0074
arko akadeemia järjekordne;3;0.0074
tahtma seal elama;3;0.0074
aasta teine kvartal;3;0.0074
ostma müüma vahetama;3;0.0074
ilus päev jätkuma;3;0.0074
kuulama mina järjekordne;3;0.0074
täpselt sama hästi;3;0.0074
erinev muu asi;3;0.0074
täna ei jõudma;3;0.0074
inimene kes ütlema;3;0.0074
käima ja vaatama;3;0.0074
tegelikult väga oluline;3;0.0074
naine ja mees;3;0.0074
60 minut tööaeg;3;0.0074
arutama see teema;3;0.0074
kuulama järjekordne noor;3;0.0074
no sina ütlema;3;0.0074
noor olema hukas;3;0.0074
vaba aeg veetma;3;0.0074
anne noortekeskus hoov;3;0.0074
kuulama arko akadeemia;3;0.0074
kersti kaljulaid eesti;3;0.0074
eesmärk elu viima;3;0.0074
no mis asi;3;0.0074
ütlema et jaa;3;0.0074
vaimne tervis probleem;3;0.0074
vaimne tervis hoidma;3;0.0074
tegelikult väga hea;3;0.0074
