ngram;count;freq_per_1000_n-gramms
ei tea;793;5.7799
ma arvan;597;4.3513
selles mõttes;467;3.4038
minu arust;272;1.9825
kogu aeg;234;1.7056
ma ütlen;145;1.0569
see ongi;127;0.9257
väga hea;122;0.8892
ma tean;122;0.8892
saan aru;118;0.8601
on lihtsalt;118;0.8601
on tegelikult;115;0.8382
ei no;105;0.7653
et tegelikult;101;0.7362
on vaja;99;0.7216
ma lihtsalt;89;0.6487
ei oska;88;0.6414
see asi;83;0.6050
ma mõtlen;81;0.5904
on hea;79;0.5758
väga hästi;79;0.5758
ma tahan;79;0.5758
on hästi;77;0.5612
ma tahtsin;73;0.5321
ma ütlesin;71;0.5175
sa tahad;71;0.5175
ei mäleta;66;0.4811
me räägime;66;0.4811
ma mäletan;65;0.4738
mõnes mõttes;63;0.4592
ma mõtlesin;62;0.4519
ma vaatasin;59;0.4300
ma räägin;59;0.4300
see aasta;59;0.4300
ja no;58;0.4227
ja tegelikult;57;0.4155
aga no;57;0.4155
mulle meeldib;57;0.4155
saad aru;57;0.4155
üks asi;57;0.4155
ei olegi;56;0.4082
see lugu;56;0.4082
ma tahaks;55;0.4009
ei näe;53;0.3863
ma usun;52;0.3790
iga päev;51;0.3717
aga tegelikult;51;0.3717
teine asi;51;0.3717
on võimalik;51;0.3717
samal ajal;49;0.3571
neid asju;49;0.3571
mingi hetk;49;0.3571
ma ütleks;49;0.3571
et lihtsalt;48;0.3499
et äkki;48;0.3499
aga lihtsalt;47;0.3426
et inimesed;45;0.3280
sa mõtled;45;0.3280
saa aru;45;0.3280
on täpselt;44;0.3207
ja ütleme;44;0.3207
on natuke;43;0.3134
sa ütlesid;43;0.3134
see lihtsalt;43;0.3134
et okei;43;0.3134
selle asja;43;0.3134
ei suuda;43;0.3134
ei usu;42;0.3061
mis asi;41;0.2988
no ütleme;41;0.2988
et kuule;41;0.2988
sa vaatad;40;0.2915
et no;40;0.2915
ei meeldi;40;0.2915
väga suur;39;0.2843
see inimene;39;0.2843
nii öelda;39;0.2843
mulle tundub;39;0.2843
need asjad;39;0.2843
esimest korda;38;0.2770
ju tegelikult;38;0.2770
ei jõua;38;0.2770
noh ütleme;38;0.2770
ei tohi;38;0.2770
seda asja;38;0.2770
sa arvad;38;0.2770
siis tegelikult;38;0.2770
on kindlasti;37;0.2697
siis nii-öelda;37;0.2697
sa näed;37;0.2697
kõige parem;37;0.2697
ma loodan;37;0.2697
nagu hästi;37;0.2697
ma käisin;36;0.2624
eelmine aasta;36;0.2624
need inimesed;36;0.2624
puuetega inimeste;36;0.2624
ma nägin;35;0.2551
ole üldse;35;0.2551
ei ütle;35;0.2551
selline asi;35;0.2551
ja lihtsalt;34;0.2478
ma vaatan;34;0.2478
ta ütles;34;0.2478
on täna;33;0.2405
ma näen;33;0.2405
päris hea;33;0.2405
ei saagi;33;0.2405
iga kord;33;0.2405
see tähendab;33;0.2405
et vaata;33;0.2405
selle aasta;32;0.2332
mis tähendab;32;0.2332
sa lihtsalt;32;0.2332
seda lugu;32;0.2332
vana kooli;32;0.2332
ka tegelikult;31;0.2259
see nii-öelda;31;0.2259
me võtame;31;0.2259
on okei;30;0.2187
ei teagi;30;0.2187
ma tunnen;30;0.2187
aga ütleme;30;0.2187
et ütleme;30;0.2187
ei viitsi;30;0.2187
ühel hetkel;30;0.2187
selles osas;30;0.2187
nagu lihtsalt;30;0.2187
me tahame;30;0.2187
on kaks;29;0.2114
või no;29;0.2114
on no;29;0.2114
väga huvitav;29;0.2114
viimasel ajal;29;0.2114
sa võtad;29;0.2114
kõik asjad;29;0.2114
on vaata;29;0.2114
et eesti;28;0.2041
on eesti;28;0.2041
et näiteks;28;0.2041
sellist asja;28;0.2041
sa paned;28;0.2041
on jälle;28;0.2041
nagu tegelikult;28;0.2041
on huvitav;28;0.2041
väga kõva;28;0.2041
sa tead;27;0.1968
kõige suurem;27;0.1968
ma küsin;27;0.1968
kaks aastat;27;0.1968
niisugune asi;27;0.1968
ja täpselt;27;0.1968
just nimelt;27;0.1968
ma kujutan;26;0.1895
eelmise aasta;26;0.1895
ma tegelikult;26;0.1895
võib öelda;26;0.1895
mingis mõttes;26;0.1895
ma panen;26;0.1895
selle loo;25;0.1822
nii kaua;25;0.1822
olen nõus;25;0.1822
nad tahavad;25;0.1822
ausalt öeldes;24;0.1749
ja asju;24;0.1749
väga lihtne;24;0.1749
mingeid asju;24;0.1749
see kõlab;24;0.1749
eesti puuetega;24;0.1749
et täna;24;0.1749
sellel ajal;24;0.1749
nii suur;23;0.1676
täpselt samamoodi;23;0.1676
et inimene;23;0.1676
see oligi;23;0.1676
siis ongi;23;0.1676
väga head;23;0.1676
nagu hea;23;0.1676
sel aastal;23;0.1676
ei kujuta;23;0.1676
nagu nii-öelda;23;0.1676
ei teadnud;22;0.1604
mis toimub;22;0.1604
hea meel;22;0.1604
ja lõpuks;22;0.1604
on tunne;22;0.1604
on õige;22;0.1604
noh tegelikult;22;0.1604
nad lihtsalt;22;0.1604
nagu no;22;0.1604
ta lihtsalt;22;0.1604
on üldse;22;0.1604
sain aru;22;0.1604
ma võtan;22;0.1604
et kurat;22;0.1604
mulle meeldis;21;0.1531
olen näinud;21;0.1531
ja hästi;21;0.1531
see tundub;21;0.1531
palju asju;21;0.1531
nagu ütleme;21;0.1531
sa ütled;21;0.1531
see küsimus;21;0.1531
ott tänak;21;0.1531
