ngram;count;freq_per_1000_n-gramms
eesti puue inimene;28;0.5454
puue inimene koda;27;0.5259
mees ei nutma;20;0.3895
no see mõte;17;0.3311
teadma mis asi;13;0.2532
no mina ütlema;12;0.2337
jutt roheline stuudio;10;0.1948
ütlema et kuulma;10;0.1948
tõde ja õigus;9;0.1753
no mina arvama;9;0.1753
täpselt sama asi;9;0.1753
tahtma see ütlema;8;0.1558
mõtlema et äkki;8;0.1558
mõtlema et kurat;8;0.1558
vana kool rubriik;8;0.1558
tegelikult ei teadma;7;0.1363
tegelikult mina arvama;7;0.1363
kuulama see lugu;7;0.1363
rääkima väga oluline;7;0.1363
konsultant ja koolitaja;6;0.1169
tegelikult see mõte;6;0.1169
teadma mina arvama;6;0.1169
sõna otsene mõte;6;0.1169
tundma ise hästi;6;0.1169
varem või hiljem;6;0.1169
ütlema et okei;6;0.1169
pluss miinus kaks;6;0.1169
aeg terve päev;6;0.1169
terve päev vaev;6;0.1169
vaev teine laenama;6;0.1169
ütlema mina arvama;5;0.0974
rääkima kogu aeg;5;0.0974
küsimus kas eesti;5;0.0974
koolitaja tõnu toomberg;5;0.0974
arvama et tegelikult;5;0.0974
lihtsalt ei teadma;5;0.0974
kolm või neli;5;0.0974
panema see lugu;5;0.0974
intervjueerima ja monteerima;5;0.0974
öö ja päev;5;0.0974
avalik elu tegelane;5;0.0974
vaatama see saade;5;0.0974
maa olema ümmargune;5;0.0974
vaatama see asi;5;0.0974
eesti mälu instituut;5;0.0974
häda ja viletsus;5;0.0974
siim sander vene;5;0.0974
hea ja halb;5;0.0974
kuus neli seitse;5;0.0974
neli seitse kaheksa;5;0.0974
seitse kaheksa null;5;0.0974
kaheksa null viis;5;0.0974
vaatama see film;4;0.0779
ütlema et nägema;4;0.0779
mäletama mina käima;4;0.0779
inimene kes ütlema;4;0.0779
delfi eesti päevaleht;4;0.0779
ütlema kogu aeg;4;0.0779
soome ralli võit;4;0.0779
parim sportlane valimine;4;0.0779
inimene olema vaja;4;0.0779
tõnu toompark kinnisvaraanalüütik;4;0.0779
jõudma nii kaugele;4;0.0779
küsima et kuulma;4;0.0779
mõte olema hästi;4;0.0779
ots kokku tõmbama;4;0.0779
puue inimene organisatsioon;4;0.0779
no see kõlama;4;0.0779
asi mis inimene;4;0.0779
inimene saama aru;4;0.0779
asi mina arvama;4;0.0779
puu ja punane;4;0.0779
lihtsalt ei viitsima;4;0.0779
aru et okei;4;0.0779
kindlasti mina arvama;4;0.0779
inimene olema tegelikult;4;0.0779
ütlema mina tahtma;4;0.0779
mõte olema hea;4;0.0779
tahtma see asi;4;0.0779
monteerima jakob rosi;4;0.0779
ütlema et no;4;0.0779
neli või viis;4;0.0779
kolm kuni viis;4;0.0779
oluline asi nimelt;4;0.0779
kogumik osa kaks;4;0.0779
kasum mina eesmärk;4;0.0779
andma mina andeks;4;0.0779
koht juurde number;4;0.0779
meister liiga finaal;4;0.0779
ütlema see lugu;4;0.0779
onu jopska tasku;4;0.0779
95 pluss miinus;4;0.0779
kinnisvaraanalüütik ja kinnisvarakool;4;0.0779
teadma mina lihtsalt;4;0.0779
erivajadus tudeng nõustaja;4;0.0779
