ngram;count;freq_per_60_min;KP_markerid
olema väiksem;9;0.2686;
kes otsima;9;0.2686;
võima võtma;9;0.2686;
olema jätkuvalt;9;0.2686;
ka nägema;9;0.2686;
pikem aeg;9;0.2686;
et natukene;9;0.2686;
üks kord;9;0.2686;
ja isa;9;0.2686;
ja lisa;9;0.2686;
tegema näiteks;9;0.2686;
sina soovitama;9;0.2686;
ei jaksama;9;0.2686;
juurde panema;9;0.2686;
see projekt;9;0.2686;
päris hästi;9;0.2686;
miski aru;9;0.2686;
kes aitama;9;0.2686;
ära kaduma;9;0.2686;
see tulemus;9;0.2686;
mina lubama;9;0.2686;
päris hea;9;0.2686;
tulema stuudio;9;0.2686;
sina keha;9;0.2686;
maha müüma;9;0.2686;
see töötama;9;0.2686;
100 protsent;9;0.2686;
kord päev;9;0.2686;
et hoidma;9;0.2686;
olema tervislik;9;0.2686;
see soovitus;9;0.2686;
mina paluma;9;0.2686;
praegu ütlema;9;0.2686;
inimene rääkima;9;0.2686;
see õigus;9;0.2686;
see õpilane;9;0.2686;
või kaks;9;0.2686;
keskmine palk;9;0.2686;
riik keskmine;9;0.2686;
järgmine nädal;9;0.2686;
kohalik valimine;9;0.2686;
teine külg;9;0.2686;
mina pea;9;0.2686;
siin eesti;9;0.2686;
olema aitama;9;0.2686;
olema endiselt;9;0.2686;
igasugune asi;9;0.2686;
see noortekeskus;9;0.2686;
tartu noor;9;0.2686;
mis viima;9;0.2686;
ise tahtma;9;0.2686;
hakkama mõtlema;9;0.2686;
mina liikuma;9;0.2686;
nagu erinev;9;0.2686;
olema osa;9;0.2686;
vene keel;9;0.2686;
kus inimene;9;0.2686;
siis nägema;9;0.2686;
saama üldse;9;0.2686;
tema panema;9;0.2686;
10 minut;9;0.2686;
ei vaatama;9;0.2686;
õige inimene;9;0.2686;
võima vaatama;9;0.2686;
siis no;9;0.2686;
see tehing;9;0.2686;
see ostja;9;0.2686;
siis klient;9;0.2686;
nagu natuke;9;0.2686;
maakler töö;9;0.2686;
selline mõnus;9;0.2686;
et jällegi;9;0.2686;
sina alustama;9;0.2686;
keegi küsima;9;0.2686;
oma esimene;9;0.2686;
arko varas;9;0.2686;
tegema tahtma;9;0.2686;
pool tund;9;0.2686;
edukas päev;9;0.2686;
natuke lähemalt;9;0.2686;
tähelepanu pöörama;9;0.2686;
tartu ülikool;9;0.2686;
või tahtma;9;0.2686;
tema oskama;9;0.2686;
olema tegemine;9;0.2686;
noor töömalev;9;0.2686;
see teenus;9;0.2686;
mis aitama;9;0.2686;
et täpselt;9;0.2686;
mõni noor;9;0.2686;
liina kersna;9;0.2686;
ka teadma;8;0.2388;
kolm sõna;8;0.2388;
üks näide;8;0.2388;
suur asi;8;0.2388;
mina sobima;8;0.2388;
aeg planeerimine;8;0.2388;
iga kord;8;0.2388;
üks noor;8;0.2388;
eesti noor;8;0.2388;
olema teema;8;0.2388;
kõik rääkima;8;0.2388;
kes rääkima;8;0.2388;
siis leidma;8;0.2388;
ja alustama;8;0.2388;
kes teadma;8;0.2388;
välja mõtlema;8;0.2388;
olema antud;8;0.2388;
tahtma rääkima;8;0.2388;
ja selge;8;0.2388;
edasi andma;8;0.2388;
30 aasta;8;0.2388;
selline vaimne;8;0.2388;
olema huvitav;8;0.2388;
ise hästi;8;0.2388;
mina sündima;8;0.2388;
kõik hea;8;0.2388;
olema tohutu;8;0.2388;
tema püüdma;8;0.2388;
see reaalsus;8;0.2388;
käest küsima;8;0.2388;
ja pakkumine;8;0.2388;
olema kinni;8;0.2388;
palju suurem;8;0.2388;
see positsioon;8;0.2388;
või inimene;8;0.2388;
ka hea;8;0.2388;
nagu rääkima;8;0.2388;
see plaan;8;0.2388;
keegi tahtma;8;0.2388;
ju inimene;8;0.2388;
see valmis;8;0.2388;
ei vastama;8;0.2388;
ära rääkima;8;0.2388;
mina saatma;8;0.2388;
nagu inimene;8;0.2388;
et jälle;8;0.2388;
see keha;8;0.2388;
väga õnnelik;8;0.2388;
et riik;8;0.2388;
kui tihti;8;0.2388;
erinev võimalus;8;0.2388;
sina suutma;8;0.2388;
olema alustama;8;0.2388;
olema algus;8;0.2388;
võima arvama;8;0.2388;
ja tartu;8;0.2388;
kolm kuu;8;0.2388;
see muutuma;8;0.2388;
olema häda;8;0.2388;
ise kodu;8;0.2388;
siis tähendama;8;0.2388;
kogu eesti;8;0.2388;
see pakkumine;8;0.2388;
ei soovitama;8;0.2388;
ilus päev;8;0.2388;
mina mainima;8;0.2388;
andma võimalus;8;0.2388;
see vabatahtlik;8;0.2388;
saama nii-öelda;8;0.2388;
olema kiri;8;0.2388;
olema vabatahtlik;8;0.2388;
see tekitama;8;0.2388;
seesama asi;8;0.2388;
siis alustama;8;0.2388;
läbi rääkima;8;0.2388;
mingi projekt;8;0.2388;
osa võtma;8;0.2388;
tükk aeg;8;0.2388;
mina otsustama;8;0.2388;
see sobima;8;0.2388;
kes oskama;8;0.2388;
nagu suurem;8;0.2388;
selline koht;8;0.2388;
mina üritama;8;0.2388;
see roll;8;0.2388;
saama rääkima;8;0.2388;
kõik teema;8;0.2388;
tanel kiik;8;0.2388;
eelmine valitsus;8;0.2388;
see hästi;8;0.2388;
siin ütlema;8;0.2388;
siis jälle;8;0.2388;
olema sõna;8;0.2388;
mõni asi;8;0.2388;
see panema;8;0.2388;
ja lõpuks;8;0.2388;
mina aeg;8;0.2388;
ja klient;8;0.2388;
olema pikk;8;0.2388;
olema tänaseks;8;0.2388;
siin aasta;8;0.2388;
pidama sööma;8;0.2388;
tema kirjutama;8;0.2388;
tema õppima;8;0.2388;
et üldse;8;0.2388;
mingi kindel;8;0.2388;
aasta algus;8;0.2388;
nagu aeg;8;0.2388;
et õpetaja;8;0.2388;
30 protsent;8;0.2388;
see viirus;8;0.2388;
pidama tunnistama;8;0.2388;
see jõudma;8;0.2388;
see keskkond;8;0.2388;
üks oluline;8;0.2388;
pidama liikuma;8;0.2388;
riigikogu valimine;8;0.2388;
veel ütlema;8;0.2388;
mina julgema;8;0.2388;
osa inimene;8;0.2388;
arve võtma;8;0.2388;
aitama kaasa;8;0.2388;
see meeskond;8;0.2388;
mina käsi;8;0.2388;
erakond juht;8;0.2388;
saama võtma;8;0.2388;
siin täna;8;0.2388;
no tegelikult;8;0.2388;
sina kuulama;8;0.2388;
tema kodu;8;0.2388;
et hetk;8;0.2388;
juba teadma;8;0.2388;
käima kool;8;0.2388;
oma nii-öelda;8;0.2388;
see koroona;8;0.2388;
olema tohutult;8;0.2388;
vana maja;8;0.2388;
see muutus;8;0.2388;
24 tund;8;0.2388;
see armastus;8;0.2388;
selline näide;8;0.2388;
ju nii-öelda;8;0.2388;
see pinge;8;0.2388;
ja eriti;8;0.2388;
see idee;8;0.2388;
olema tõsi;8;0.2388;
sina valitsus;8;0.2388;
olema suutma;8;0.2388;
suur pilt;8;0.2388;
nagu selge;8;0.2388;
ei kujutama;8;0.2388;
see teadma;8;0.2388;
tegema otsus;8;0.2388;
kuidagi teistmoodi;8;0.2388;
nagu tahtma;8;0.2388;
issand jumal;8;0.2388;
ja enamasti;8;0.2388;
andma andeks;8;0.2388;
siis juhtuma;8;0.2388;
mina hinnang;8;0.2388;
olema edukas;8;0.2388;
rahulolu uuring;8;0.2388;
ja lisama;8;0.2388;
saama maakler;8;0.2388;
nii-öelda klient;8;0.2388;
see märksõna;8;0.2388;
pidama tegelikult;8;0.2388;
et alustama;8;0.2388;
et küsimus;8;0.2388;
olema julgema;8;0.2388;
olema kaasa;8;0.2388;
võib-olla ütlema;8;0.2388;
mina klient;8;0.2388;
täna hommik;8;0.2388;
et tartu;8;0.2388;
siis näiteks;8;0.2388;
kohta ütlema;8;0.2388;
sina jääma;8;0.2388;
see maja;8;0.2388;
mina analüütik;8;0.2388;
et pakkumine;8;0.2388;
tema kindlasti;8;0.2388;
selline tore;8;0.2388;
siis esimene;8;0.2388;
selline positiivne;8;0.2388;
mina lõpetama;8;0.2388;
see viimane;8;0.2388;
ka suur;8;0.2388;
olema jube;8;0.2388;
mina kodu;8;0.2388;
nagu nägema;8;0.2388;
pidama pöörduma;8;0.2388;
martin helme;8;0.2388;
sooline palgalõhe;8;0.2388;
valitsus otsus;8;0.2388;
see kasutama;8;0.2388;
oluline osa;8;0.2388;
oma klient;8;0.2388;
selline viis;8;0.2388;
sina töötama;8;0.2388;
et raha;8;0.2388;
mis juhtuma;8;0.2388;
saama hästi;8;0.2388;
see nädal;8;0.2388;
kes tegelema;8;0.2388;
see näitama;8;0.2388;
tulema meel;8;0.2388;
see hingamine;8;0.2388;
see raamat;8;0.2388;
see füüsiline;8;0.2388;
saksa keel;8;0.2388;
teine kord;8;0.2388;
kinnisvara ostma;8;0.2388;
veel võimalik;8;0.2388;
raivo aeg;8;0.2388;
väga sagedasti;8;0.2388;
kalju kits;8;0.2388;
mingi kaks;7;0.2089;
väga pikk;7;0.2089;
võima sööma;7;0.2089;
esimene episood;7;0.2089;
olema teadlik;7;0.2089;
tegelikult panema;7;0.2089;
olema hästi-hästi;7;0.2089;
hakkama rääkima;7;0.2089;
olema tähtis;7;0.2089;
kui võimalik;7;0.2089;
tegema lihtsalt;7;0.2089;
siis ilmselt;7;0.2089;
selline erinev;7;0.2089;
põnev asi;7;0.2089;
ja keha;7;0.2089;
olema kergem;7;0.2089;
ei töötama;7;0.2089;
tulema hästi;7;0.2089;
võima inimene;7;0.2089;
olema halb;7;0.2089;
iga hetk;7;0.2089;
tõeline olemus;7;0.2089;
tema pakkuma;7;0.2089;
see tase;7;0.2089;
juures käima;7;0.2089;
siis tahtma;7;0.2089;
olema ema;7;0.2089;
tulema natukene;7;0.2089;
ise mõte;7;0.2089;
üle maailm;7;0.2089;
selline kogemus;7;0.2089;
ise mõtlema;7;0.2089;
et enamus;7;0.2089;
mina kogema;7;0.2089;
olema keha;7;0.2089;
sina valima;7;0.2089;
et erinev;7;0.2089;
see kuulma;7;0.2089;
et algus;7;0.2089;
see lõpp;7;0.2089;
tema kartma;7;0.2089;
olema tihti;7;0.2089;
siin rääkima;7;0.2089;
et otsima;7;0.2089;
teine kvartal;7;0.2089;
olema pärnu;7;0.2089;
üks väike;7;0.2089;
hea asi;7;0.2089;
ja üleüldse;7;0.2089;
ju nägema;7;0.2089;
see väärtus;7;0.2089;
olema lihtsam;7;0.2089;
see abi;7;0.2089;
ja ilus;7;0.2089;
saama algus;7;0.2089;
ka töö;7;0.2089;
ja natukene;7;0.2089;
selline üldine;7;0.2089;
võib-olla algus;7;0.2089;
selline oluline;7;0.2089;
uus inimene;7;0.2089;
kui noor;7;0.2089;
ise looma;7;0.2089;
see tooma;7;0.2089;
ei hoidma;7;0.2089;
läbi mõtlema;7;0.2089;
siis täpsemalt;7;0.2089;
ja mõte;7;0.2089;
saama tehtud;7;0.2089;
siis erinev;7;0.2089;
olema avalik;7;0.2089;
sina kogemus;7;0.2089;
ju rääkima;7;0.2089;
hea võimalus;7;0.2089;
valitsus liige;7;0.2089;
kui esimene;7;0.2089;
mina ühiskond;7;0.2089;
no kindlasti;7;0.2089;
see suund;7;0.2089;
see vajama;7;0.2089;
et kaks;7;0.2089;
sina töö;7;0.2089;
kes töötama;7;0.2089;
maks tõstma;7;0.2089;
sina mäletama;7;0.2089;
olema olukord;7;0.2089;
tere päev;7;0.2089;
17 aasta;7;0.2089;
võima tunduma;7;0.2089;
mis kindlasti;7;0.2089;
juurde võtma;7;0.2089;
ja kaks;7;0.2089;
ise kujutama;7;0.2089;
mingi muutus;7;0.2089;
ka väike;7;0.2089;
mina jätma;7;0.2089;
olulisem asi;7;0.2089;
mina natuke;7;0.2089;
tulema ütlema;7;0.2089;
elu viima;7;0.2089;
siis kolm;7;0.2089;
õigesti aru;7;0.2089;
tema kasutama;7;0.2089;
sina käima;7;0.2089;
olema pea;7;0.2089;
mina eesti;7;0.2089;
ette valmistama;7;0.2089;
välja arvama;7;0.2089;
juhtima tähelepanu;7;0.2089;
olema vaktsineerima;7;0.2089;
siis kool;7;0.2089;
ka kool;7;0.2089;
ei soovima;7;0.2089;
oluline teema;7;0.2089;
olema neli;7;0.2089;
see eriala;7;0.2089;
see erakond;7;0.2089;
olema tubli;7;0.2089;
aga näide;7;0.2089;
sina käsi;7;0.2089;
see eriolukord;7;0.2089;
ise lubama;7;0.2089;
see periood;7;0.2089;
olema eraldi;7;0.2089;
ka täna;7;0.2089;
palju parem;7;0.2089;
täiesti arusaadav;7;0.2089;
ja laps;7;0.2089;
sina viitama;7;0.2089;
rääkima noor;7;0.2089;
siis küsima;7;0.2089;
tegema väike;7;0.2089;
ja tegevus;7;0.2089;
tänane teema;7;0.2089;
võima tooma;7;0.2089;
olema õpilasesindus;7;0.2089;
et liis;7;0.2089;
erinev koht;7;0.2089;
praegune olukord;7;0.2089;
jaoks oluline;7;0.2089;
õige asi;7;0.2089;
erivajadus noor;7;0.2089;
tegema täna;7;0.2089;
viis minut;7;0.2089;
kõige esimene;7;0.2089;
võib-olla tahtma;7;0.2089;
see vajalik;7;0.2089;
nagu okei;7;0.2089;
tahtma nägema;7;0.2089;
tegema näide;7;0.2089;
aga hästi;7;0.2089;
selline võimalus;7;0.2089;
nagu suur;7;0.2089;
sina kuulma;7;0.2089;
ja eesti;7;0.2089;
päris pikk;7;0.2089;
pidama ütlema;7;0.2089;
see meeldima;7;0.2089;
kaasa võtma;7;0.2089;
võtma vastutus;7;0.2089;
raha teenima;7;0.2089;
loomne valk;7;0.2089;
kui naine;7;0.2089;
kui kaks;7;0.2089;
nagu aru;7;0.2089;
nii kaugele;7;0.2089;
ja mees;7;0.2089;
siis naine;7;0.2089;
hästi tundma;7;0.2089;
tekkima küsimus;7;0.2089;
siis jõudma;7;0.2089;
ei elama;7;0.2089;
olema juhtuma;7;0.2089;
see seisukoht;7;0.2089;
tegema no;7;0.2089;
olema põhiseadus;7;0.2089;
ja erinev;7;0.2089;
ja hoidma;7;0.2089;
tema inimene;7;0.2089;
kes soovima;7;0.2089;
võtma käsi;7;0.2089;
ja jõudma;7;0.2089;
ei tasuma;7;0.2089;
see parem;7;0.2089;
sina kindlasti;7;0.2089;
vaatama inimene;7;0.2089;
rohkem inimene;7;0.2089;
inimene teadma;7;0.2089;
ise valima;7;0.2089;
miski valesti;7;0.2089;
kõige hullem;7;0.2089;
tema näitama;7;0.2089;
pidama tegelema;7;0.2089;
oma vanem;7;0.2089;
olema elari;7;0.2089;
see müük;7;0.2089;
peamine põhjus;7;0.2089;
kui hind;7;0.2089;
ei jätma;7;0.2089;
et jaa;7;0.2089;
oma panus;7;0.2089;
siis jääma;7;0.2089;
ütlema tegelikult;7;0.2089;
see müüja;7;0.2089;
nagu raske;7;0.2089;
üks aasta;7;0.2089;
olema looma;7;0.2089;
noh lihtsalt;7;0.2089;
kui vana;7;0.2089;
siis facebook;7;0.2089;
juurde jõudma;7;0.2089;
klient leidmine;7;0.2089;
ka klient;7;0.2089;
maakler alustama;7;0.2089;
olema kogemus;7;0.2089;
saama alustama;7;0.2089;
ja otsima;7;0.2089;
mina koolitama;7;0.2089;
see ideaalne;7;0.2089;
kodu ostmine;7;0.2089;
üks intervjuu;7;0.2089;
see käsi;7;0.2089;
nüüd rääkima;7;0.2089;
esimene tehing;7;0.2089;
mis pakkuma;7;0.2089;
saama täna;7;0.2089;
kui maakler;7;0.2089;
ise klient;7;0.2089;
tekkima huvi;7;0.2089;
olema energia;7;0.2089;
hea uus;7;0.2089;
üks mees;7;0.2089;
mina valima;7;0.2089;
oma pea;7;0.2089;
eelmine elu;7;0.2089;
see soov;7;0.2089;
vara kinnisvarabüroo;7;0.2089;
analüütik mihkel;7;0.2089;
mis eesti;7;0.2089;
ja natuke;7;0.2089;
kuidas leidma;7;0.2089;
see raske;7;0.2089;
ja õppima;7;0.2089;
see täna;7;0.2089;
tegema kolm;7;0.2089;
aeg maha;7;0.2089;
tulema tegelikult;7;0.2089;
hea uudis;7;0.2089;
nagu asi;7;0.2089;
see juhtum;7;0.2089;
mina aru;7;0.2089;
tulema tegelema;7;0.2089;
olema tööandja;7;0.2089;
ei täitma;7;0.2089;
see referendum;7;0.2089;
paar lause;7;0.2089;
et turg;7;0.2089;
eesti riik;7;0.2089;
üks võimalus;7;0.2089;
tahtma kuulama;7;0.2089;
ülle madis;7;0.2089;
päris põnev;7;0.2089;
hea küsimus;7;0.2089;
tänapäev noor;7;0.2089;
siis hästi;7;0.2089;
see malev;7;0.2089;
pakkumine hulk;7;0.2089;
ka viljandi;7;0.2089;
ja müüma;7;0.2089;
tegelikult kinnisvara;7;0.2089;
olema pakkuma;7;0.2089;
olema klient;7;0.2089;
see täpselt;7;0.2089;
esile tooma;7;0.2089;
et asi;7;0.2089;
oma vaimne;7;0.2089;
sina päriselt;7;0.2089;
kokku tõmbama;7;0.2089;
lihtne asi;7;0.2089;
tervis mure;7;0.2089;
üldse noor;7;0.2089;
ka täpselt;7;0.2089;
see vaimne;7;0.2089;
tegema asi;7;0.2089;
kaasa lööma;7;0.2089;
kes küsima;7;0.2089;
või näide;7;0.2089;
kinnisvara väärtus;7;0.2089;
kõik ütlema;7;0.2089;
see noorsootöö;7;0.2089;
see auhind;7;0.2089;
mina viimane;6;0.1791;
ning tänane;6;0.1791;
et jääma;6;0.1791;
kaks päev;6;0.1791;
ei ootama;6;0.1791;
see teekond;6;0.1791;
ära lõpetama;6;0.1791;
hästi tähtis;6;0.1791;
olema üksinda;6;0.1791;
ütlema inimene;6;0.1791;
olema sõber;6;0.1791;
sina pea;6;0.1791;
mina tartu;6;0.1791;
õhtune armas;6;0.1791;
kord elu;6;0.1791;
aga mõtlema;6;0.1791;
eelnev aasta;6;0.1791;
kaks kolm;6;0.1791;
või rääkima;6;0.1791;
mina mõte;6;0.1791;
tegelema inimene;6;0.1791;
iga nädal;6;0.1791;
üks koht;6;0.1791;
hirmsasti tahtma;6;0.1791;
mina maailm;6;0.1791;
olema ammu;6;0.1791;
ümber häälestama;6;0.1791;
olema hing;6;0.1791;
olema põnev;6;0.1791;
see õppima;6;0.1791;
kõik nägema;6;0.1791;
ja parem;6;0.1791;
ikkagi vaatama;6;0.1791;
ju vaatama;6;0.1791;
see tõmbama;6;0.1791;
ja uskuma;6;0.1791;
aasta hiljem;6;0.1791;
100 aasta;6;0.1791;
inimene tundma;6;0.1791;
mina teema;6;0.1791;
80 protsent;6;0.1791;
tema otsustama;6;0.1791;
suur muutus;6;0.1791;
mina mõjutama;6;0.1791;
et maailm;6;0.1791;
see mõjutama;6;0.1791;
see mõju;6;0.1791;
juba aasta;6;0.1791;
olema raha;6;0.1791;
välja kujunema;6;0.1791;
võima leidma;6;0.1791;
no näiteks;6;0.1791;
ei vajama;6;0.1791;
olema proovima;6;0.1791;
ei kuuluma;6;0.1791;
saama osa;6;0.1791;
kui näiteks;6;0.1791;
tulema näide;6;0.1791;
küsimus küsima;6;0.1791;
mina mõistma;6;0.1791;
siis tegelema;6;0.1791;
olema abi;6;0.1791;
ka meeldima;6;0.1791;
näide tooma;6;0.1791;
väga kindel;6;0.1791;
ja vaataja;6;0.1791;
just rääkima;6;0.1791;
positiivne külg;6;0.1791;
ära kasutama;6;0.1791;
väga vähe;6;0.1791;
see ostma;6;0.1791;
esimene järjekord;6;0.1791;
ja ehitama;6;0.1791;
kindlasti tahtma;6;0.1791;
olema hirm;6;0.1791;
see hirm;6;0.1791;
olema kolm;6;0.1791;
olema koroona;6;0.1791;
ja ostma;6;0.1791;
ja jääma;6;0.1791;
et hea;6;0.1791;
et pärnu;6;0.1791;
olema vana;6;0.1791;
sina soovitus;6;0.1791;
inimene võtma;6;0.1791;
tema ostma;6;0.1791;
oma küsimus;6;0.1791;
ja pakkuma;6;0.1791;
sina lugema;6;0.1791;
pidama inimene;6;0.1791;
see kogema;6;0.1791;
minema kuskile;6;0.1791;
selline suurem;6;0.1791;
üks sõna;6;0.1791;
olema euroopa;6;0.1791;
vanem inimene;6;0.1791;
ja jällegi;6;0.1791;
see koolitus;6;0.1791;
ise teadma;6;0.1791;
ise arvama;6;0.1791;
mis vajama;6;0.1791;
et käima;6;0.1791;
kõige keerulisem;6;0.1791;
iga asi;6;0.1791;
tema aitama;6;0.1791;
kes nägema;6;0.1791;
teine noor;6;0.1791;
see viis;6;0.1791;
nagu oluline;6;0.1791;
mina samamoodi;6;0.1791;
seal tekkima;6;0.1791;
ja teisalt;6;0.1791;
veel küsima;6;0.1791;
või hiljem;6;0.1791;
ja teadmine;6;0.1791;
poolteist aasta;6;0.1791;
et tõepoolest;6;0.1791;
ka esimene;6;0.1791;
tagasi astuma;6;0.1791;
selline teema;6;0.1791;
liiga vähe;6;0.1791;
väga tugevalt;6;0.1791;
kui kiiresti;6;0.1791;
teine sammas;6;0.1791;
ette antud;6;0.1791;
raske töö;6;0.1791;
olema valik;6;0.1791;
et hooldekodu;6;0.1791;
tulema leidma;6;0.1791;
olema väärtus;6;0.1791;
praegune hetk;6;0.1791;
tegelikult rääkima;6;0.1791;
olema kiire;6;0.1791;
inimene elama;6;0.1791;
see menüü;6;0.1791;
ära sööma;6;0.1791;
mina jällegi;6;0.1791;
üks olulisem;6;0.1791;
ka sööma;6;0.1791;
mina unustama;6;0.1791;
siis õhtu;6;0.1791;
mingi juht;6;0.1791;
ka kaasa;6;0.1791;
peale mõtlema;6;0.1791;
see piirkond;6;0.1791;
ka lapsevanem;6;0.1791;
et kuulama;6;0.1791;
kui kool;6;0.1791;
mingi uus;6;0.1791;
ei arvama;6;0.1791;
saama andma;6;0.1791;
olema ühiskond;6;0.1791;
olema hommik;6;0.1791;
hommik õhtu;6;0.1791;
aitäh kutsuma;6;0.1791;
see seoses;6;0.1791;
hakkama liikuma;6;0.1791;
olema idee;6;0.1791;
see seotud;6;0.1791;
eesti poliitika;6;0.1791;
hakkama nii-öelda;6;0.1791;
tänane episood;6;0.1791;
kõrval istuma;6;0.1791;
ise natukene;6;0.1791;
sina kirjeldama;6;0.1791;
tahtma täna;6;0.1791;
olema onju;6;0.1791;
keeruline olukord;6;0.1791;
olema mask;6;0.1791;
nagu küsima;6;0.1791;
üks külg;6;0.1791;
sina kirjutama;6;0.1791;
nagu no;6;0.1791;
selline äge;6;0.1791;
siis teadma;6;0.1791;
okei no;6;0.1791;
nagu pakkuma;6;0.1791;
sina tekkima;6;0.1791;
et küsima;6;0.1791;
mina asi;6;0.1791;
noor üldse;6;0.1791;
viimane paar;6;0.1791;
olema arvama;6;0.1791;
nagu panema;6;0.1791;
kuidas üldse;6;0.1791;
sina näiteks;6;0.1791;
ka facebook;6;0.1791;
olema jumal;6;0.1791;
tulema rääkima;6;0.1791;
kõige õigem;6;0.1791;
tema elama;6;0.1791;
suur töö;6;0.1791;
see seadus;6;0.1791;
see areng;6;0.1791;
et loomulikult;6;0.1791;
kui mees;6;0.1791;
olema üldiselt;6;0.1791;
siis lõpuks;6;0.1791;
seal elama;6;0.1791;
see kiri;6;0.1791;
alar karis;6;0.1791;
isegi ütlema;6;0.1791;
et ekre;6;0.1791;
konkreetne inimene;6;0.1791;
see punkt;6;0.1791;
inimene aitama;6;0.1791;
sina kasutama;6;0.1791;
kuulmine nägemiseni;6;0.1791;
inimene erinev;6;0.1791;
et hommik;6;0.1791;
lihtsalt võtma;6;0.1791;
tema tegelema;6;0.1791;
olema maa;6;0.1791;
üks ütlema;6;0.1791;
tema päriselt;6;0.1791;
see kõrgem;6;0.1791;
mis rääkima;6;0.1791;
ei aitama;6;0.1791;
laps saamine;6;0.1791;
olema küsima;6;0.1791;
kui oluline;6;0.1791;
sina otsima;6;0.1791;
hea inimene;6;0.1791;
olema lahendama;6;0.1791;
kuni 10;6;0.1791;
10 protsent;6;0.1791;
aga üldjuht;6;0.1791;
tema hind;6;0.1791;
selline seis;6;0.1791;
see vara;6;0.1791;
mis hind;6;0.1791;
naaber müüma;6;0.1791;
tegema hea;6;0.1791;
mina õigesti;6;0.1791;
või panema;6;0.1791;
üks maakler;6;0.1791;
või küsima;6;0.1791;
ja õige;6;0.1791;
et sageli;6;0.1791;
sina tunduma;6;0.1791;
olema juhus;6;0.1791;
nagu uus;6;0.1791;
kui mõtlema;6;0.1791;
eesti turg;6;0.1791;
ja juht;6;0.1791;
küll ütlema;6;0.1791;
see tagasiside;6;0.1791;
olema huvi;6;0.1791;
see oskus;6;0.1791;
elari tamm;6;0.1791;
siis kinnisvaramaakler;6;0.1791;
kristel leanika;6;0.1791;
inimene kodu;6;0.1791;
kodu ostma;6;0.1791;
et huvitav;6;0.1791;
tulema äri;6;0.1791;
käima vaatama;6;0.1791;
meeldima suhtlema;6;0.1791;
sina sissetulek;6;0.1791;
edu saavutama;6;0.1791;
alustama maakler;6;0.1791;
hea nõuanne;6;0.1791;
alustav maakler;6;0.1791;
vanem maakler;6;0.1791;
kes toetama;6;0.1791;
see tugi;6;0.1791;
ka maakler;6;0.1791;
olema üksik;6;0.1791;
kaasa arvama;6;0.1791;
sina viimane;6;0.1791;
edukas maakler;6;0.1791;
asi kogumine;6;0.1791;
ütlema täpselt;6;0.1791;
põnev teema;6;0.1791;
tegelikult üldse;6;0.1791;
just hiljuti;6;0.1791;
aga võtma;6;0.1791;
ise käsi;6;0.1791;
seitse aasta;6;0.1791;
see varem;6;0.1791;
ja õnnelik;6;0.1791;
mina ootama;6;0.1791;
olema märkama;6;0.1791;
olema tühi;6;0.1791;
viljandi kinnisvaraturg;6;0.1791;
olema ruum;6;0.1791;
siis korter;6;0.1791;
ka hind;6;0.1791;
ka kirjutama;6;0.1791;
täna küla;6;0.1791;
olema siiamaani;6;0.1791;
huvi pakkuma;6;0.1791;
nagu igapäevaselt;6;0.1791;
väga okei;6;0.1791;
tema meeldima;6;0.1791;
et mõtlema;6;0.1791;
ise ütlema;6;0.1791;
just täpselt;6;0.1791;
väga pikalt;6;0.1791;
mina helistama;6;0.1791;
