ngram;count;freq_per_1000_n-gramms
tartu noorsootöö keskuse;10;0.2456
vaatasite vaadake teinekord;9;0.2210
teinekord ikka jälle;8;0.1965
no ma arvan;8;0.1965
hästi palju erinevaid;7;0.1719
head uut aastat;7;0.1719
no selles mõttes;6;0.1474
aru et okei;6;0.1474
varem või hiljem;6;0.1474
hästi kuulmiseni nägemiseni;6;0.1474
mehe ja naise;6;0.1474
täpselt ei tea;6;0.1474
ema ja isa;6;0.1474
arko vara kinnisvarabüroo;6;0.1474
turg on aktiivne;6;0.1474
sõna otseses mõttes;6;0.1474
eesti noorte vaimse;5;0.1228
noorte vaimse tervise;5;0.1228
head sõbrad suur;5;0.1228
no ma ütleks;5;0.1228
grete ning tänases;4;0.0982
tartu noorsootöö keskus;4;0.0982
inimene kes oskab;4;0.0982
hea või halb;4;0.0982
stuudiosse head sõbrad;4;0.0982
sõbrad suur rõõm;4;0.0982
hea meel tervitada;4;0.0982
head sõbrad täna;4;0.0982
kindlasti ma arvan;4;0.0982
inimesed kes täna;4;0.0982
puuduta mind saade;4;0.0982
2000 seitsmeteistkümnendal aastal;4;0.0982
aitame inimestel kodusid;4;0.0982
nullist ma arvan;4;0.0982
tahan midagi rohkemat;4;0.0982
müüa vahetada üürida;4;0.0982
tänases saates räägime;4;0.0982
ütles et elari;4;0.0982
aru et tegelikult;4;0.0982
vaimse tervise mured;4;0.0982
eesti elu paremaks;4;0.0982
tunne et okei;4;0.0982
selga roosa kleidi;4;0.0982
kolm korda päevas;4;0.0982
puuduta mind saatesse;3;0.0737
tahan seda asja;3;0.0737
inimesed kes töötavad;3;0.0737
laps on väärtus;3;0.0737
aeg on piiratud;3;0.0737
hästi palju inimesi;3;0.0737
suurima hea meelega;3;0.0737
õpetajate keskmine palk;3;0.0737
jälle olge terved;3;0.0737
grete ning tänaseks;3;0.0737
ütleb et kuule;3;0.0737
tahan koolis käia;3;0.0737
sobib ühte tüüpi;3;0.0737
tegelikult ei tea;3;0.0737
mees ja naine;3;0.0737
rõõm teid jälle;3;0.0737
no kõige olulisem;3;0.0737
müüs selle hinnaga;3;0.0737
100 kuni 150000;3;0.0737
äri selle suure;3;0.0737
täna arko vara;3;0.0737
inimesed kes tegelikult;3;0.0737
õhtust armsad vaatajad;3;0.0737
tea mis asi;3;0.0737
nimi on elari;3;0.0737
osta müüa vahetada;3;0.0737
ilusat päeva jätku;3;0.0737
täpselt sama hästi;3;0.0737
räägi natuke lähemalt;3;0.0737
erinevaid muid asju;3;0.0737
täna ei jõua;3;0.0737
60 minuti tööaja;3;0.0737
kuulama järjekordset noorte;3;0.0737
no sa ütlesid;3;0.0737
noored on hukas;3;0.0737
vene keelt kõnelevad;3;0.0737
vaba aega veeta;3;0.0737
eesmärke ellu viia;3;0.0737
noorte vaimset tervist;3;0.0737
näha et tegelikult;3;0.0737
tegelikult väga paljud;3;0.0737
vaimset tervist hoida;3;0.0737
mõtled et issand;3;0.0737
inimene kes tegeleb;3;0.0737
otsad kokku tõmbame;3;0.0737
viimase paari aasta;3;0.0737
mõtlesin et okei;3;0.0737
järjekordset noorte akna;3;0.0737
noorte akna episoodi;3;0.0737
paneb selga roosa;3;0.0737
aasta ema tiitlit;3;0.0737
rahulolu uuringu tulemused;3;0.0737
kinnisvara väärtust tõsta;3;0.0737
võimalikult palju mineraalaineid;3;0.0737
söön kolm korda;3;0.0737
vaimse tervise liikumise;2;0.0491
hästi-hästi meelde jäänud;2;0.0491
tuletada et kindlasti;2;0.0491
hea edasi liikuda;2;0.0491
silma peal hoida;2;0.0491
hea meel öelda;2;0.0491
informatsiooni edasi anda;2;0.0491
20 30 aastat;2;0.0491
kahjuks või õnneks;2;0.0491
tegelikult ka aasta;2;0.0491
mõte ja tunne;2;0.0491
lõpuks ümber häälestatud;2;0.0491
inimesed saavad aru;2;0.0491
70 80 protsenti;2;0.0491
räägime üle maailma;2;0.0491
mõtleb ta tahab;2;0.0491
tahab ja vajab;2;0.0491
18 kuni 30;2;0.0491
ongi kõige olulisem;2;0.0491
tekkis kohe küsimus;2;0.0491
võimalikult kiiresti tegeleda;2;0.0491
lihtne kaks asja;2;0.0491
keskmise pensioni tulumaksuvabastus;2;0.0491
makse ei tõsta;2;0.0491
no tänasel päeval;2;0.0491
esimest korda elus;2;0.0491
viis korda päevas;2;0.0491
rõõm teid näha;2;0.0491
asi jõuab kohtusse;2;0.0491
haridus ja teadusministeerium;2;0.0491
lapsevanemad annavad nõusoleku;2;0.0491
õpetaja on vaktsineeritud;2;0.0491
keelduvad oma last;2;0.0491
tulebki võtta aega;2;0.0491
tegutseme selle nimel;2;0.0491
räägime mõne sõnaga;2;0.0491
räägime paar sõna;2;0.0491
sotsiaaldemokraatliku erakonna fraktsioon;2;0.0491
erakonna fraktsioon lakkas;2;0.0491
kontekstist välja rebitud;2;0.0491
kaks aastat hiljem;2;0.0491
terved kuulmiseni nägemiseni;2;0.0491
räägime noorte kaasamisest;2;0.0491
tartu noorsoote keskuse;2;0.0491
asju välja mõelda;2;0.0491
õpid saad aru;2;0.0491
tallinnas ja tartus;2;0.0491
no see ongi;2;0.0491
pane ennast kirja;2;0.0491
kuule ma vaatasin;2;0.0491
noorte iga päev;2;0.0491
kevad oli huvitav;2;0.0491
asju on võimalik;2;0.0491
võimalik selles mõttes;2;0.0491
lahendusi ja võimalusi;2;0.0491
tartu noorsootöökeskuse kodulehelt;2;0.0491
leiad rohkem infot;2;0.0491
vaata kui hästi;2;0.0491
tunned ennast halvasti;2;0.0491
24 tunni seadus;2;0.0491
inimesed on erinevad;2;0.0491
hästi ei tunne;2;0.0491
kaks väikest last;2;0.0491
oskad nagu öelda;2;0.0491
jälle järgmisel neljapäeval;2;0.0491
seniks kõike head;2;0.0491
avalikkus ei tea;2;0.0491
nimelt jüri ratase;2;0.0491
leppima see tähendab;2;0.0491
asja et esiteks;2;0.0491
ongi väga raske;2;0.0491
signe kivi samm;2;0.0491
ekre mis tähendab;2;0.0491
inimesed kes vajavad;2;0.0491
südamest selle jutuajamise;2;0.0491
paljud inimesed täpselt;2;0.0491
hommikul või õhtul;2;0.0491
õhtul kell 11;2;0.0491
inimene ei pane;2;0.0491
hästi oluline asi;2;0.0491
leiab selle õige;2;0.0491
peabki tegema tööd;2;0.0491
üldse ei meeldi;2;0.0491
ütleme et no;2;0.0491
olukorda ei tohi;2;0.0491
vaata see ongi;2;0.0491
hind ja tegelikult;2;0.0491
viis kuni 10;2;0.0491
tegelikult päris hea;2;0.0491
hind on õige;2;0.0491
eesmärk on paigas;2;0.0491
paned hinna valeks;2;0.0491
tegemine on tegelikult;2;0.0491
tahab seda hinda;2;0.0491
okei ma mõtlen;2;0.0491
ilusat suve jätku;2;0.0491
võimalus on loomulikult;2;0.0491
inimesed on väga-väga;2;0.0491
inimene selles mõttes;2;0.0491
kindlasti on oluline;2;0.0491
tamm ja arko;2;0.0491
vaatate või kuulete;2;0.0491
kuulete seda vebinari;2;0.0491
pannud ühe väikese;2;0.0491
e-raamatu sellistest nippidest;2;0.0491
täna mitu erinevat;2;0.0491
inimest vaid erinevatest;2;0.0491
lõikudest mis puudutab;2;0.0491
puudutab kinnisvaramaakleritööd inimesed;2;0.0491
anname teile täna;2;0.0491
tahaks teid inspireerida;2;0.0491
inspireerida siis mõtlema;2;0.0491
mõtlema eriti ajal;2;0.0491
tea 50000 töötut;2;0.0491
50000 töötut inimesed;2;0.0491
mõtlevad et tegelikult;2;0.0491
tegelikult tahaks täna;2;0.0491
täna justkui esitada;2;0.0491
link on siinsamas;2;0.0491
siinsamas siis facebooki;2;0.0491
facebooki selles kommentaariumis;2;0.0491
kommentaariumis ja lisage;2;0.0491
lisage oma emaili;2;0.0491
emaili me saadame;2;0.0491
saadame selle tasuta;2;0.0491
ütleme siis nippide;2;0.0491
e-raamatu teile otse;2;0.0491
lubage mul tervitada;2;0.0491
täna kõigepealt kristel;2;0.0491
kristel leanika järve;2;0.0491
leanika järve arko;2;0.0491
tartu kinnisvarabüroo vanemmaakler;2;0.0491
kinnisvarabüroo vanemmaakler marge;2;0.0491
