ngram;count;freq_per_1000_n-gramms
eesti 200;12;0.1084
et elu;12;0.1084
see emotsioon;12;0.1084
tööandja bränd;12;0.1084
tänane saade;11;0.0993
see kool;11;0.0993
ka vaatama;11;0.0993
et natuke;11;0.0993
noor vaimne;11;0.0993
see nimi;11;0.0993
kõik tahtma;11;0.0993
täiesti uus;11;0.0993
ei laskma;11;0.0993
või vaatama;11;0.0993
võtma aeg;11;0.0993
mina sattuma;11;0.0993
olema päriselt;11;0.0993
selline kuju;11;0.0993
kui kaua;11;0.0993
nii kiiresti;11;0.0993
saama kindlasti;11;0.0993
vaatama teinekord;11;0.0993
ise keha;11;0.0993
või lihtsalt;11;0.0993
ei no;11;0.0993
ei huvitama;11;0.0993
mina soovima;11;0.0993
hästi huvitav;11;0.0993
kõik hästi;11;0.0993
olema mure;11;0.0993
ka natuke;11;0.0993
see algus;11;0.0993
kõige paremini;11;0.0993
ja kolmas;11;0.0993
ka eesti;11;0.0993
kes käima;11;0.0993
hea näide;11;0.0993
kaks tund;11;0.0993
palju küsimus;11;0.0993
tema elu;11;0.0993
sina andma;11;0.0993
see toetus;11;0.0993
erinev asi;11;0.0993
palju lihtsam;11;0.0993
et viljandi;11;0.0993
olema ilmselt;11;0.0993
kord nädal;11;0.0993
kool käima;11;0.0993
olema küsimus;11;0.0993
ja sööma;11;0.0993
see valik;11;0.0993
väga sageli;11;0.0993
väga tahtma;11;0.0993
tulema võtma;11;0.0993
või no;11;0.0993
et kool;11;0.0993
et esiteks;11;0.0993
tegema töö;11;0.0993
mina näiteks;11;0.0993
iga hommik;11;0.0993
see konkreetne;11;0.0993
viimane küsimus;11;0.0993
see ettevõte;11;0.0993
see number;11;0.0993
olema vähem;11;0.0993
siis üldse;11;0.0993
ei viitsima;11;0.0993
nagu kool;11;0.0993
minema vaatama;11;0.0993
kiri panema;11;0.0993
läbi käima;11;0.0993
tulema nii-öelda;11;0.0993
sina tooma;11;0.0993
esimene päev;11;0.0993
see arutelu;11;0.0993
see amet;11;0.0993
välja ütlema;11;0.0993
aasta lõpp;11;0.0993
teadma täpselt;11;0.0993
inimene tegelikult;11;0.0993
kõrgem hind;11;0.0993
nagu hea;11;0.0993
mina büroo;11;0.0993
mina kuulaja;11;0.0993
miks inimene;11;0.0993
ja täna;11;0.0993
olema kuulama;11;0.0993
see kodu;11;0.0993
või võtma;11;0.0993
sina igapäevaselt;11;0.0993
suur hulk;11;0.0993
elu valmis;11;0.0993
olema hunt;11;0.0993
toksiline aine;11;0.0993
saatejuht grete;10;0.0903
noor aken;10;0.0903
üks suur;10;0.0903
see episood;10;0.0903
mina istuma;10;0.0903
mõni päev;10;0.0903
palju rääkima;10;0.0903
mina saade;10;0.0903
miski juhtuma;10;0.0903
niisugune asi;10;0.0903
rääkima inimene;10;0.0903
mina kuulma;10;0.0903
tahtma küsima;10;0.0903
olema paha;10;0.0903
siin maailm;10;0.0903
olema teatud;10;0.0903
üle vaatama;10;0.0903
just ütlema;10;0.0903
noh näiteks;10;0.0903
miski ütlema;10;0.0903
saama jälle;10;0.0903
ära tundma;10;0.0903
et tänapäev;10;0.0903
et mees;10;0.0903
siis kaks;10;0.0903
saama lihtsalt;10;0.0903
ja leidma;10;0.0903
tahtma tegelikult;10;0.0903
kaks kuu;10;0.0903
kes elama;10;0.0903
kaks inimene;10;0.0903
palju noor;10;0.0903
ette nägema;10;0.0903
olema suhteliselt;10;0.0903
olema vajalik;10;0.0903
see nõudma;10;0.0903
see väike;10;0.0903
see natukene;10;0.0903
pidama üldse;10;0.0903
kõik teadma;10;0.0903
ise aeg;10;0.0903
see lahendus;10;0.0903
mina hea;10;0.0903
et aitama;10;0.0903
teine erakond;10;0.0903
tema vajama;10;0.0903
pidama rääkima;10;0.0903
mina toetama;10;0.0903
ikka jälle;10;0.0903
ju teadma;10;0.0903
saama käsi;10;0.0903
nagu üldse;10;0.0903
nädal aeg;10;0.0903
see vaja;10;0.0903
olema viis;10;0.0903
ei lubama;10;0.0903
praegu rääkima;10;0.0903
see küsima;10;0.0903
kui tahtma;10;0.0903
tema tooma;10;0.0903
inimene leidma;10;0.0903
et valitsus;10;0.0903
tema käima;10;0.0903
sina tegelema;10;0.0903
kuidas noor;10;0.0903
tartu noorsootöökeskus;10;0.0903
