ngram;count;freq_per_60_min
ta ütles;18;0.5372
väga suure;18;0.5372
seda tööd;18;0.5372
sa ütled;18;0.5372
ma üldse;18;0.5372
on väga-väga;18;0.5372
ole võimalik;18;0.5372
saa öelda;18;0.5372
me võtame;18;0.5372
nagu tegelikult;18;0.5372
mingil hetkel;18;0.5372
mis tegelikult;17;0.5074
üks inimene;17;0.5074
iga inimene;17;0.5074
te tahate;17;0.5074
on no;17;0.5074
aga ütleme;17;0.5074
on üldse;17;0.5074
väga huvitav;17;0.5074
viimasel ajal;17;0.5074
kui vaadata;17;0.5074
selles osas;17;0.5074
selle koha;17;0.5074
nii hästi;17;0.5074
ma panen;17;0.5074
oli hästi;17;0.5074
on jälle;17;0.5074
ma söön;17;0.5074
et ütleme;17;0.5074
midagi viga;17;0.5074
see aeg;16;0.4775
ei teadnud;16;0.4775
palju inimesi;16;0.4775
ta tunneb;16;0.4775
ole üldse;16;0.4775
saa aru;16;0.4775
ei tahtnud;16;0.4775
on suur;16;0.4775
ma tahaksin;16;0.4775
ei tunne;16;0.4775
ja inimesed;16;0.4775
see hind;16;0.4775
ma kujutan;16;0.4775
on inimesed;16;0.4775
seda asja;16;0.4775
seda nii-öelda;16;0.4775
on natukene;16;0.4775
on õigus;16;0.4775
et täna;16;0.4775
ja nii-öelda;16;0.4775
kõik asjad;16;0.4775
ei käi;16;0.4775
sellist asja;16;0.4775
on võimalus;16;0.4775
sa tegelikult;16;0.4775
väga keeruline;16;0.4775
on öelnud;16;0.4775
sa küsid;16;0.4775
ka kindlasti;16;0.4775
eelmine aasta;16;0.4775
aktiivne noor;16;0.4775
esimene asi;15;0.4477
ja lihtsalt;15;0.4477
on jäänud;15;0.4477
võib öelda;15;0.4477
kaks korda;15;0.4477
see teema;15;0.4477
et ongi;15;0.4477
ära võtta;15;0.4477
mina arvan;15;0.4477
ei söö;15;0.4477
on selge;15;0.4477
kõik inimesed;15;0.4477
ka öelda;15;0.4477
sa arvad;15;0.4477
räägime täna;15;0.4477
ja hästi;15;0.4477
on tore;15;0.4477
ole mõtet;15;0.4477
ma nägin;14;0.4178
ja täpselt;14;0.4178
vaba aega;14;0.4178
et tahaks;14;0.4178
nii põnev;14;0.4178
siis lihtsalt;14;0.4178
et eestis;14;0.4178
on toimunud;14;0.4178
ausalt öeldes;14;0.4178
noh nii-öelda;14;0.4178
selle asja;14;0.4178
mina tahan;14;0.4178
see vahe;14;0.4178
on näha;14;0.4178
siis loomulikult;14;0.4178
ma soovitan;14;0.4178
nagu lihtsalt;14;0.4178
mida inimesed;14;0.4178
hästi hea;14;0.4178
saad aru;14;0.4178
ka natukene;14;0.4178
tere head;14;0.4178
selle nimel;14;0.4178
ta tegelikult;14;0.4178
ja ütleme;14;0.4178
et nii-öelda;14;0.4178
on valmis;14;0.4178
mis mõttes;14;0.4178
on ütleme;14;0.4178
sa mõtled;14;0.4178
nii äge;13;0.3880
on kaks;13;0.3880
et paljud;13;0.3880
ei juhtu;13;0.3880
kolm aastat;13;0.3880
aga räägime;13;0.3880
on muutunud;13;0.3880
ei leia;13;0.3880
20 aastat;13;0.3880
selle otsuse;13;0.3880
eelmise aasta;13;0.3880
et noored;13;0.3880
on jällegi;13;0.3880
väga meeldib;13;0.3880
oma tööd;13;0.3880
see raha;13;0.3880
seda teemat;13;0.3880
nagu väga-väga;13;0.3880
see võtab;13;0.3880
väga selgelt;13;0.3880
sellel ajal;13;0.3880
aga loomulikult;13;0.3880
ja ongi;13;0.3880
ma toon;13;0.3880
mingil määral;13;0.3880
aga no;13;0.3880
on raske;13;0.3880
või üldse;13;0.3880
pannud tähele;13;0.3880
üks hästi;13;0.3880
ei tegele;13;0.3880
ei anna;13;0.3880
nii hea;13;0.3880
kokku puutunud;13;0.3880
üks osa;13;0.3880
et maakler;13;0.3880
suur osa;13;0.3880
et inimestel;13;0.3880
selle nii-öelda;13;0.3880
neli kuud;13;0.3880
mina ütlen;12;0.3581
kõige lihtsam;12;0.3581
välja tuua;12;0.3581
väga äge;12;0.3581
tere õhtust;12;0.3581
nii lihtne;12;0.3581
ei tahaks;12;0.3581
ta lihtsalt;12;0.3581
me jõuame;12;0.3581
ma võtsin;12;0.3581
10 aasta;12;0.3581
me elame;12;0.3581
või lihtsalt;12;0.3581
aga räägi;12;0.3581
väga kiiresti;12;0.3581
ja täna;12;0.3581
eelmisel aastal;12;0.3581
see kindlasti;12;0.3581
ei usu;12;0.3581
kaks nädalat;12;0.3581
ma vaatasin;12;0.3581
see töö;12;0.3581
riina solman;12;0.3581
teie hinnangul;12;0.3581
suur rõõm;12;0.3581
mõne sõnaga;12;0.3581
jüri ratas;12;0.3581
selline hästi;12;0.3581
me tegeleme;12;0.3581
kes tegelikult;12;0.3581
sulle meeldib;12;0.3581
kes täna;12;0.3581
noorsootöö keskuse;12;0.3581
ta ütleb;12;0.3581
siis tekib;12;0.3581
on esimene;12;0.3581
kersti kaljulaid;12;0.3581
väga erinevad;12;0.3581
üks küsimus;12;0.3581
mõni inimene;12;0.3581
võib tekkida;12;0.3581
mida maakler;12;0.3581
väga paljudel;12;0.3581
teise inimese;12;0.3581
on täis;12;0.3581
viljandi linnas;12;0.3581
see sõltub;12;0.3581
olen õppinud;11;0.3283
et natuke;11;0.3283
see üldse;11;0.3283
need teemad;11;0.3283
edasi liikuda;11;0.3283
olen hästi;11;0.3283
kui kaua;11;0.3283
15 aastat;11;0.3283
saavad aru;11;0.3283
ei muutu;11;0.3283
välja näeb;11;0.3283
nii kiiresti;11;0.3283
pean silmas;11;0.3283
ole õige;11;0.3283
ei no;11;0.3283
on täitsa;11;0.3283
hästi huvitav;11;0.3283
neid erinevaid;11;0.3283
kes tahab;11;0.3283
ka natuke;11;0.3283
kõige paremini;11;0.3283
need võimalused;11;0.3283
on inimesi;11;0.3283
palju küsimusi;11;0.3283
ja tahavad;11;0.3283
tegelikult ongi;11;0.3283
euroopa liidu;11;0.3283
palju lihtsam;11;0.3283
väga ilus;11;0.3283
sellest aru;11;0.3283
ei tohiks;11;0.3283
ja ütleb;11;0.3283
rohkem infot;11;0.3283
ja vaadata;11;0.3283
väga sageli;11;0.3283
nii raske;11;0.3283
või no;11;0.3283
et esiteks;11;0.3283
viimane küsimus;11;0.3283
mina näiteks;11;0.3283
aga näiteks;11;0.3283
läheb hästi;11;0.3283
see olukord;11;0.3283
siis üldse;11;0.3283
ei viitsi;11;0.3283
ma ütleksin;11;0.3283
kui inimesel;11;0.3283
on eesti;11;0.3283
me suudame;11;0.3283
ei maksa;11;0.3283
väga erinev;11;0.3283
mina tean;11;0.3283
oma aega;11;0.3283
peab teadma;11;0.3283
hästi tore;11;0.3283
see energia;11;0.3283
see tundub;11;0.3283
ma leian;11;0.3283
sellele küsimusele;11;0.3283
eluks valmis;11;0.3283
mikk pärnits;11;0.3283
tulemast kuulama;10;0.2984
saatejuht grete;10;0.2984
kõige tähtsam;10;0.2984
ja asjad;10;0.2984
kõik noored;10;0.2984
palju asju;10;0.2984
õige aeg;10;0.2984
ma püüan;10;0.2984
hästi lihtne;10;0.2984
on tavaliselt;10;0.2984
siin maailmas;10;0.2984
me anname;10;0.2984
pikka aega;10;0.2984
inimesed tahavad;10;0.2984
võib juhtuda;10;0.2984
on suhteliselt;10;0.2984
võib-olla natuke;10;0.2984
see protsess;10;0.2984
päris hästi;10;0.2984
seda tunnet;10;0.2984
ette kujutada;10;0.2984
see süsteem;10;0.2984
kui suur;10;0.2984
kaks asja;10;0.2984
vaatasite vaadake;10;0.2984
vaadake teinekord;10;0.2984
ikka jälle;10;0.2984
me alustasime;10;0.2984
mina tahaks;10;0.2984
nagu üldse;10;0.2984
võiks öelda;10;0.2984
selles asjas;10;0.2984
ja näiteks;10;0.2984
olgem ausad;10;0.2984
nagu ütleme;10;0.2984
üks põhjus;10;0.2984
seda infot;10;0.2984
ja vaata;10;0.2984
sellepärast ongi;10;0.2984
sa oskad;10;0.2984
et tead;10;0.2984
väga lahe;10;0.2984
tuleb lihtsalt;10;0.2984
on suurepärane;10;0.2984
olen valmis;10;0.2984
väga õige;10;0.2984
tegelikult hästi;10;0.2984
me paneme;10;0.2984
nad lihtsalt;10;0.2984
nii kaua;10;0.2984
aga üldiselt;10;0.2984
10 aastat;10;0.2984
neid võimalusi;10;0.2984
mis ongi;10;0.2984
selle aasta;10;0.2984
tol hetkel;10;0.2984
on aktiivne;10;0.2984
kolm korda;10;0.2984
selline tunne;10;0.2984
ma alustasin;10;0.2984
hästi kiiresti;10;0.2984
või näiteks;10;0.2984
sellisel kujul;10;0.2984
traditsiooniline perekond;10;0.2984
olen saatejuht;9;0.2686
mina näen;9;0.2686
on okei;9;0.2686
et esimene;9;0.2686
ta annab;9;0.2686
et issand;9;0.2686
see põhjus;9;0.2686
et lapsed;9;0.2686
oleks vaja;9;0.2686
ole piisavalt;9;0.2686
ta jääb;9;0.2686
mitu aastat;9;0.2686
see mõte;9;0.2686
inglise keeles;9;0.2686
on kindel;9;0.2686
ei lase;9;0.2686
sellest nii-öelda;9;0.2686
ma täna;9;0.2686
see otsus;9;0.2686
nagu päriselt;9;0.2686
kõik hästi;9;0.2686
arko akadeemia;9;0.2686
pärnu linna;9;0.2686
ja räägime;9;0.2686
ei eksi;9;0.2686
aasta aega;9;0.2686
on ilmselt;9;0.2686
nad tegelikult;9;0.2686
et natukene;9;0.2686
kaks tundi;9;0.2686
me pakume;9;0.2686
väga paljude;9;0.2686
sa jõuad;9;0.2686
tollel hetkel;9;0.2686
on tõepoolest;9;0.2686
oli vaja;9;0.2686
kuulmiseni nägemiseni;9;0.2686
oska öelda;9;0.2686
ma ostan;9;0.2686
olema valmis;9;0.2686
võib-olla ongi;9;0.2686
see võimalik;9;0.2686
et vaatasite;9;0.2686
minu teada;9;0.2686
minu arvates;9;0.2686
on tartu;9;0.2686
noorte kaasamine;9;0.2686
sama asi;9;0.2686
sa rääkisid;9;0.2686
järgmine kord;9;0.2686
ei teagi;9;0.2686
see oligi;9;0.2686
ma käin;9;0.2686
teha näiteks;9;0.2686
siis räägime;9;0.2686
siis tartu;9;0.2686
on uus;9;0.2686
selline põnev;9;0.2686
et vaadata;9;0.2686
olen käinud;9;0.2686
ja suur;9;0.2686
on toonud;9;0.2686
väga aktiivne;9;0.2686
on puhas;9;0.2686
see suur;9;0.2686
siis no;9;0.2686
ei teki;9;0.2686
õige hind;9;0.2686
kui klient;9;0.2686
nagu natuke;9;0.2686
sa täna;9;0.2686
et jällegi;9;0.2686
arko varas;9;0.2686
head aega;9;0.2686
ongi tegelikult;9;0.2686
on absoluutselt;9;0.2686
natuke lähemalt;9;0.2686
midagi uut;9;0.2686
seda olukorda;9;0.2686
seda võimalust;9;0.2686
on vähe;9;0.2686
eesti 200;9;0.2686
et elu;9;0.2686
vaimne tervis;9;0.2686
vaimset tervist;9;0.2686
et täpselt;9;0.2686
ma panin;9;0.2686
et kinnisvara;9;0.2686
liina kersna;9;0.2686
aasta ema;9;0.2686
tööandja brändi;9;0.2686
ma armastan;8;0.2388
ühe asja;8;0.2388
iga kord;8;0.2388
nagu vaadata;8;0.2388
ta rääkis;8;0.2388
on head;8;0.2388
hea mõte;8;0.2388
ei kasuta;8;0.2388
sinuga rääkida;8;0.2388
ja selge;8;0.2388
edasi anda;8;0.2388
meie keha;8;0.2388
nendel inimestel;8;0.2388
on lihtne;8;0.2388
oleks võimalik;8;0.2388
mingid asjad;8;0.2388
see eesmärk;8;0.2388
selline huvitav;8;0.2388
mingi aeg;8;0.2388
nende asjade;8;0.2388
et näed;8;0.2388
on teatud;8;0.2388
keegi tahab;8;0.2388
on olulised;8;0.2388
pool aastat;8;0.2388
aga inimesed;8;0.2388
et jälle;8;0.2388
kui tihti;8;0.2388
vastu võtta;8;0.2388
et mees;8;0.2388
oleks hea;8;0.2388
oma töö;8;0.2388
on tõusnud;8;0.2388
kes otsivad;8;0.2388
on oluliselt;8;0.2388
siis tähendab;8;0.2388
pakkumiste arv;8;0.2388
see käib;8;0.2388
ilusat päeva;8;0.2388
teiste inimeste;8;0.2388
ja kolmas;8;0.2388
ma õppisin;8;0.2388
siis inimene;8;0.2388
tükk aega;8;0.2388
ma sattusin;8;0.2388
eelmisel nädalal;8;0.2388
siis jälle;8;0.2388
selles valdkonnas;8;0.2388
ja lõpuks;8;0.2388
ma loen;8;0.2388
kokku lepitud;8;0.2388
paar sõna;8;0.2388
päris hea;8;0.2388
tulite stuudiosse;8;0.2388
väga häid;8;0.2388
et üldse;8;0.2388
nädal aega;8;0.2388
100 protsenti;8;0.2388
seda vaja;8;0.2388
on nõus;8;0.2388
iga aasta;8;0.2388
mina isiklikult;8;0.2388
ja hea;8;0.2388
oli tegelikult;8;0.2388
eesti keeles;8;0.2388
sellega tegeleda;8;0.2388
te ütlete;8;0.2388
on ilus;8;0.2388
hea näide;8;0.2388
siin täna;8;0.2388
on keeruline;8;0.2388
me lihtsalt;8;0.2388
ette võtta;8;0.2388
mis viib;8;0.2388
no tegelikult;8;0.2388
mingis mõttes;8;0.2388
see tunne;8;0.2388
ühel päeval;8;0.2388
oma nii-öelda;8;0.2388
tartu noorsootöökeskuse;8;0.2388
et anna;8;0.2388
see mees;8;0.2388
20 aasta;8;0.2388
on vähem;8;0.2388
ju nii-öelda;8;0.2388
see küsimus;8;0.2388
ja eriti;8;0.2388
tähele pannud;8;0.2388
nende inimeste;8;0.2388
need kaks;8;0.2388
väga väike;8;0.2388
küsimus ongi;8;0.2388
selline suur;8;0.2388
ei vaata;8;0.2388
selle inimese;8;0.2388
tollel ajal;8;0.2388
läbi käinud;8;0.2388
see aitab;8;0.2388
kuidagi teistmoodi;8;0.2388
issand jumal;8;0.2388
ja enamasti;8;0.2388
kuu aja;8;0.2388
ongi hästi;8;0.2388
see objekt;8;0.2388
ei toimi;8;0.2388
on tekkinud;8;0.2388
ma küsiks;8;0.2388
oma kodu;8;0.2388
olen tegelikult;8;0.2388
nii ongi;8;0.2388
edukat päeva;8;0.2388
see päev;8;0.2388
kokku võtta;8;0.2388
seda energiat;8;0.2388
sinu arvates;8;0.2388
ma teadsin;8;0.2388
mulle hästi;8;0.2388
oluline osa;8;0.2388
poole pöörduda;8;0.2388
et viljandi;8;0.2388
aasta lõpus;8;0.2388
see hea;8;0.2388
oma keha;8;0.2388
vastu võtma;8;0.2388
me sööme;8;0.2388
sa räägid;8;0.2388
miks inimesed;8;0.2388
veel võimalik;8;0.2388
väga sagedasti;8;0.2388
tänases saates;7;0.2089
eesti noorte;7;0.2089
vaimsest tervisest;7;0.2089
mis annab;7;0.2089
ka erinevad;7;0.2089
ka tartu;7;0.2089
siis ilmselt;7;0.2089
kõik tahavad;7;0.2089
ei tööta;7;0.2089
et vaata;7;0.2089
selle teema;7;0.2089
seda üldse;7;0.2089
on paha;7;0.2089
me olemegi;7;0.2089
ta teab;7;0.2089
üle maailma;7;0.2089
on loomulikult;7;0.2089
on suurem;7;0.2089
aga vaatame;7;0.2089
no näiteks;7;0.2089
poole aasta;7;0.2089
ei huvita;7;0.2089
mina soovitan;7;0.2089
ta näeb;7;0.2089
ma alguses;7;0.2089
seda raha;7;0.2089
mida inimene;7;0.2089
mina tänan;7;0.2089
ja vaatame;7;0.2089
ära müüa;7;0.2089
siis inimesed;7;0.2089
ja viljandi;7;0.2089
neid nii-öelda;7;0.2089
kogu eesti;7;0.2089
ja üleüldse;7;0.2089
omal ajal;7;0.2089
kes kuulavad;7;0.2089
ei soovita;7;0.2089
on jätkuvalt;7;0.2089
et suur;7;0.2089
siis kaks;7;0.2089
ja natukene;7;0.2089
siis tekkis;7;0.2089
kaks kuud;7;0.2089
oluline asi;7;0.2089
ette nähtud;7;0.2089
on eestis;7;0.2089
mõnda aega;7;0.2089
see nõuab;7;0.2089
see natukene;7;0.2089
sellises olukorras;7;0.2089
ei jaksa;7;0.2089
paljud noored;7;0.2089
siis täpsemalt;7;0.2089
ja mõtlevad;7;0.2089
midagi aru;7;0.2089
kuidas inimesed;7;0.2089
kes oskab;7;0.2089
noh ongi;7;0.2089
sel ajal;7;0.2089
on mõistlik;7;0.2089
tanel kiik;7;0.2089
see sõna;7;0.2089
kui rääkida;7;0.2089
no kindlasti;7;0.2089
ja aidata;7;0.2089
on tänaseks;7;0.2089
te vaatasite;7;0.2089
tere päevast;7;0.2089
tervislik toitumine;7;0.2089
ka ütleme;7;0.2089
kes tahavad;7;0.2089
see muutus;7;0.2089
ellu viia;7;0.2089
selline ütleme;7;0.2089
korda päevas;7;0.2089
et võtta;7;0.2089
ei luba;7;0.2089
õigesti aru;7;0.2089
välja arvatud;7;0.2089
see jääb;7;0.2089
sellega seoses;7;0.2089
jüri ratasega;7;0.2089
seda öelda;7;0.2089
need otsused;7;0.2089
selle küsimuse;7;0.2089
ka täna;7;0.2089
täiesti arusaadav;7;0.2089
mõned aastad;7;0.2089
sa õpid;7;0.2089
pole üldse;7;0.2089
kõige esimene;7;0.2089
keegi ütleb;7;0.2089
ütlen ausalt;7;0.2089
nagu okei;7;0.2089
oleks võimalikult;7;0.2089
aga hästi;7;0.2089
olla lihtsalt;7;0.2089
me liigume;7;0.2089
mingi aja;7;0.2089
on tohutult;7;0.2089
sinu elu;7;0.2089
kuu aega;7;0.2089
ja naise;7;0.2089
nagu aru;7;0.2089
erinevaid inimesi;7;0.2089
nii kaugele;7;0.2089
ta tahaks;7;0.2089
meie kohtume;7;0.2089
võin öelda;7;0.2089
on tõsi;7;0.2089
see probleem;7;0.2089
üks suur;7;0.2089
sama asja;7;0.2089
on sündinud;7;0.2089
on käinud;7;0.2089
saab tegelikult;7;0.2089
paika pandud;7;0.2089
mitte ühtegi;7;0.2089
selle õige;7;0.2089
käest küsida;7;0.2089
on inimestel;7;0.2089
midagi valesti;7;0.2089
ja isa;7;0.2089
siin aasta;7;0.2089
see elu;7;0.2089
peamine põhjus;7;0.2089
esimene samm;7;0.2089
on teada;7;0.2089
selle maakleri;7;0.2089
et jaa;7;0.2089
siis võtke;7;0.2089
selline mõnus;7;0.2089
ma kardan;7;0.2089
kui tahad;7;0.2089
noh lihtsalt;7;0.2089
me saadame;7;0.2089
selle esimese;7;0.2089
oma äri;7;0.2089
peab õppima;7;0.2089
me koolitame;7;0.2089
et tänapäeval;7;0.2089
et küsimus;7;0.2089
pool tundi;7;0.2089
midagi rohkemat;7;0.2089
täna hommikul;7;0.2089
on päike;7;0.2089
midagi öelda;7;0.2089
head uut;7;0.2089
uut aastat;7;0.2089
muid asju;7;0.2089
teine inimene;7;0.2089
see tegevus;7;0.2089
tähelepanu pöörata;7;0.2089
selline tore;7;0.2089
ja natuke;7;0.2089
ole hea;7;0.2089
martin helme;7;0.2089
vene keelt;7;0.2089
oma aja;7;0.2089
andke andeks;7;0.2089
selline olukord;7;0.2089
ma oskan;7;0.2089
on tegemist;7;0.2089
anne noortekeskuse;7;0.2089
sa ütleksid;7;0.2089
tartu noorte;7;0.2089
siis hästi;7;0.2089
kaasa aidata;7;0.2089
pakkumiste hulk;7;0.2089
50 protsenti;7;0.2089
te näete;7;0.2089
et hetkel;7;0.2089
päris suur;7;0.2089
eesti 200-ga;7;0.2089
et raha;7;0.2089
see ütleme;7;0.2089
neid teemasid;7;0.2089
ka täpselt;7;0.2089
10 minutit;7;0.2089
me nägime;7;0.2089
see teadmine;7;0.2089
ka teada;6;0.1791
noorte akna;6;0.1791
ole valmis;6;0.1791
et leida;6;0.1791
mingi kaks;6;0.1791
noor inimene;6;0.1791
teised inimesed;6;0.1791
mõned päevad;6;0.1791
on hästi-hästi;6;0.1791
oskad öelda;6;0.1791
kui võimalik;6;0.1791
on vaba;6;0.1791
õhtust armsad;6;0.1791
mul lihtsalt;6;0.1791
meie elu;6;0.1791
iga nädal;6;0.1791
ma proovin;6;0.1791
selles elus;6;0.1791
võtab aega;6;0.1791
see sisemine;6;0.1791
on tohutu;6;0.1791
on inimene;6;0.1791
me aitame;6;0.1791
aga vaata;6;0.1791
nüüd tahan;6;0.1791
hästi tugev;6;0.1791
päris kiiresti;6;0.1791
seda natuke;6;0.1791
selle raha;6;0.1791
kas näiteks;6;0.1791
ma päriselt;6;0.1791
enda keha;6;0.1791
selleks valmis;6;0.1791
oma asjad;6;0.1791
ei vasta;6;0.1791
et enamus;6;0.1791
ei kuulu;6;0.1791
paar nädalat;6;0.1791
tahtsin öelda;6;0.1791
et riik;6;0.1791
kas inimene;6;0.1791
ma tahangi;6;0.1791
ma jälle;6;0.1791
väga vähe;6;0.1791
esimeses järjekorras;6;0.1791
see nõudlus;6;0.1791
endale kodu;6;0.1791
on kuulnud;6;0.1791
oled täna;6;0.1791
on lihtsam;6;0.1791
siis andke;6;0.1791
ka eestis;6;0.1791
inglise keelt;6;0.1791
kes käivad;6;0.1791
neid lugusid;6;0.1791
ja jällegi;6;0.1791
see valdkond;6;0.1791
on vajalik;6;0.1791
neid muresid;6;0.1791
see võimalus;6;0.1791
ei hoia;6;0.1791
kõige keerulisem;6;0.1791
läbi mõelda;6;0.1791
läbi rääkida;6;0.1791
osa võtta;6;0.1791
ja teisalt;6;0.1791
ja panna;6;0.1791
või hiljem;6;0.1791
ma soovin;6;0.1791
kohaliku omavalitsuse;6;0.1791
poolteist aastat;6;0.1791
et tõepoolest;6;0.1791
on terve;6;0.1791
mõned asjad;6;0.1791
liiga vähe;6;0.1791
väga tugevalt;6;0.1791
see tekitab;6;0.1791
selles suunas;6;0.1791
kui kiiresti;6;0.1791
teine teema;6;0.1791
ette antud;6;0.1791
tuleb leida;6;0.1791
ja kliendi;6;0.1791
kahe aasta;6;0.1791
seda suurem;6;0.1791
hästi kuulmiseni;6;0.1791
uus asi;6;0.1791
ta räägib;6;0.1791
ja mõtlesin;6;0.1791
see toit;6;0.1791
aga inimene;6;0.1791
siis õhtul;6;0.1791
aasta alguses;6;0.1791
ei olnudki;6;0.1791
nad teavad;6;0.1791
tahan öelda;6;0.1791
ka kaasa;6;0.1791
nende inimestega;6;0.1791
on ongi;6;0.1791
olen nõus;6;0.1791
selline hea;6;0.1791
me alustame;6;0.1791
üks oluline;6;0.1791
ma rääkisin;6;0.1791
hommikust õhtuni;6;0.1791
te arvate;6;0.1791
endale lubada;6;0.1791
