episode_id;section_index;gender;minutes;absolut_freq;freq_per_100_lemmas
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel;1;M;6.895333333333334;1;0.0002855951517367041
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel;2;M;38.38016666666667;23;0.006568688489944195
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel;3;M;1.4586666666666663;4;0.0011423806069468165
20190101_mehed_ei_nuta_suur_uusaastasaade_absoluutne_tde_ehk_eelmise_spordiaasta_top25_edetabel;4;M;70.77066666666666;23;0.006568688489944195
20190102_58_saade__ajurveeda_edendaja_kaja_keil;0;F;43.91566666666667;1;0.00034431586159879626
20190102_esialgu_nimeta_podcast_ep_2;3;M;1.5433333333333337;1;0.0002855951517367041
20190102_esialgu_nimeta_podcast_ep_2;4;M;0.2233333333333339;1;0.0002855951517367041
20190102_esialgu_nimeta_podcast_ep_2;5;M;2.9161666666666664;2;0.0005711903034734083
20190102_esialgu_nimeta_podcast_ep_2;12;M;13.065;4;0.0011423806069468165
20190102_esialgu_nimeta_podcast_ep_2;13;M;14.116166666666665;3;0.0008567854552101123
20190102_esialgu_nimeta_podcast_ep_2;14;M;2.2681666666666613;2;0.0005711903034734083
20190102_esialgu_nimeta_podcast_ep_2;15;M;5.465000000000002;2;0.0005711903034734083
20190102_esialgu_nimeta_podcast_ep_2;18;M;1.5386666666666693;1;0.0002855951517367041
20190102_esialgu_nimeta_podcast_ep_4;0;M;4.7108333333333325;1;0.0002855951517367041
20190102_esialgu_nimeta_podcast_ep_4;1;M;5.327333333333334;2;0.0005711903034734083
20190102_esialgu_nimeta_podcast_ep_4;2;M;37.60733333333334;8;0.002284761213893633
20190102_esialgu_nimeta_podcast_ep_4;3;M;5.818666666666664;4;0.0011423806069468165
20190108_mehed_ei_nuta_aasta_suured_ksimused__kas_tnak_vidab_tiitli_kas_kirt_viskab_90_meetrit;1;M;24.004166666666663;13;0.0037127369725771537
